residual sugar,chlorides,quality
1.4,0.046,bad
7,0.024,good
2,0.051,bad
1.2,0.028,bad
12.9,0.04,bad
5,0.157,bad
10.1,0.05,bad
3.75,0.05,bad
1.7,0.035,bad
12.6,0.053,bad
1.3,0.06,bad
1.6,0.092,bad
7.6,0.05,bad
8.1,0.05,bad
14.9,0.037,bad
6,0.03,bad
6,0.039,good
7.2,0.099,bad
3,0.036,bad
1.2,0.034,bad
2,0.039,bad
4.9,0.036,bad
2,0.039,bad
8.9,0.05,bad
16.45,0.063,bad
2,0.084,bad
1.9,0.085,bad
5.1,0.042,bad
4.4,0.029,good
5.8,0.025,bad
4.4,0.029,good
12.9,0.042,bad
1.3,0.053,bad
1.3,0.053,bad
1.2,0.041,bad
2.7,0.042,good
1.7,0.042,good
8.2,0.043,bad
1.5,0.091,good
1.5,0.093,bad
12.9,0.056,bad
3.9,0.059,bad
17.75,0.047,bad
4.9,0.037,bad
1.6,0.024,bad
1.4,0.046,bad
2,0.047,bad
2,0.044,bad
8.2,0.038,bad
2.1,0.034,bad
1.8,0.046,bad
8.5,0.044,bad
4.45,0.033,bad
5.8,0.036,bad
13,0.044,bad
2.7,0.034,bad
7.3,0.047,bad
19.1,0.045,bad
8.8,0.08,bad
2.7,0.034,bad
7.4,0.095,bad
2.3,0.05,bad
6.85,0.047,bad
11.4,0.044,bad
0.9,0.032,bad
19.35,0.07,bad
7.9,0.031,good
11.75,0.045,bad
7.7,0.096,bad
3,0.036,bad
7.7,0.096,bad
3,0.036,bad
1.5,0.04,bad
7.5,0.04,bad
1.5,0.04,bad
7.5,0.04,bad
8.3,0.042,bad
7.05,0.045,bad
8.4,0.044,bad
13.9,0.054,bad
17.5,0.045,bad
5.6,0.034,bad
9.4,0.056,bad
4.8,0.05,bad
9.4,0.056,bad
9.7,0.042,bad
6.3,0.147,bad
1.6,0.028,bad
14.6,0.063,bad
2.5,0.052,bad
14.6,0.063,bad
2.6,0.051,bad
2.5,0.052,bad
8.2,0.042,bad
1.5,0.04,bad
2.3,0.043,bad
10,0.037,bad
10,0.037,bad
1.6,0.027,good
1.6,0.027,bad
16,0.036,bad
10.4,0.031,bad
7.4,0.037,bad
7.4,0.037,bad
10.4,0.031,bad
16.05,0.045,bad
16.05,0.045,bad
2.6,0.053,bad
2.5,0.053,bad
10.8,0.039,good
1.2,0.053,bad
12.1,0.041,bad
11.95,0.04,bad
1.7,0.038,bad
0.8,0.029,bad
1.4,0.049,bad
1.3,0.056,bad
6.3,0.022,good
10.3,0.032,bad
15.55,0.043,bad
1.5,0.035,good
1.5,0.071,bad
1.4,0.142,bad
1.5,0.035,good
7.9,0.047,bad
13,0.052,bad
1,0.049,bad
4.85,0.041,bad
7.1,0.047,bad
7.9,0.047,bad
7.5,0.05,bad
7.6,0.045,bad
10.3,0.079,bad
1.7,0.034,bad
1.7,0.034,bad
19.95,0.074,bad
7.7,0.036,bad
5.3,0.075,bad
19.95,0.074,bad
12.7,0.054,bad
12.7,0.054,bad
1.5,0.043,bad
11.3,0.031,bad
18.1,0.046,bad
18.1,0.046,bad
7,0.039,bad
18.1,0.046,bad
6.4,0.039,bad
1.4,0.045,bad
1.4,0.045,bad
3.1,0.054,bad
14.1,0.053,bad
7.7,0.044,bad
5.2,0.032,good
11.6,0.045,bad
10.4,0.053,bad
7.5,0.045,bad
11.2,0.058,bad
0.8,0.043,bad
1.4,0.032,bad
4.7,0.029,good
3.1,0.018,good
4,0.038,bad
11.3,0.034,bad
3.1,0.018,good
8.1,0.04,bad
14.8,0.054,bad
1.4,0.029,good
8.1,0.121,good
3.5,0.053,bad
14.8,0.054,bad
8.1,0.121,good
1.4,0.029,good
1.5,0.036,bad
1.5,0.037,bad
12.8,0.044,bad
1.6,0.036,bad
7.1,0.049,bad
7.1,0.049,bad
11.2,0.046,bad
1.7,0.043,good
6.7,0.029,bad
17.3,0.046,bad
8.6,0.032,bad
8.6,0.032,bad
1.5,0.028,bad
12.1,0.03,bad
6.7,0.029,bad
10.7,0.029,bad
17.3,0.046,bad
1.8,0.036,bad
1.4,0.041,bad
7.5,0.046,bad
4.8,0.052,bad
7.1,0.045,bad
16.9,0.052,bad
4.8,0.052,bad
7.1,0.045,bad
11.3,0.046,bad
1.1,0.043,good
1.2,0.043,good
1.1,0.043,good
12.9,0.033,bad
1.2,0.043,good
1.1,0.043,good
1.2,0.079,bad
2.3,0.03,bad
10,0.052,bad
2.3,0.03,bad
1.2,0.079,bad
1.4,0.037,bad
14.9,0.048,bad
1.8,0.021,good
1.8,0.028,bad
7,0.043,bad
8.6,0.034,bad
1.8,0.028,bad
1.1,0.032,bad
1.3,0.026,bad
4.9,0.035,bad
1.9,0.043,bad
10.4,0.038,bad
10,0.039,bad
8.6,0.037,bad
1.7,0.014,good
1.7,0.156,bad
18.95,0.053,bad
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
0.7,0.039,bad
12.8,0.062,good
1.4,0.068,bad
13.3,0.05,bad
8.5,0.059,good
1.5,0.038,bad
11.7,0.048,bad
5,0.028,good
1.2,0.042,bad
2.1,0.046,bad
1.4,0.023,bad
2.1,0.046,bad
16,0.034,bad
1.1,0.042,good
15.3,0.031,bad
1.4,0.023,bad
2.8,0.025,good
2.8,0.025,good
0.9,0.019,bad
2.5,0.028,bad
8.1,0.024,bad
8.2,0.024,bad
0.9,0.019,bad
11.1,0.053,bad
7.8,0.038,bad
2.8,0.025,good
10.1,0.05,bad
3.2,0.021,bad
14.2,0.039,good
14.2,0.039,good
14.2,0.039,good
2.9,0.026,good
6,0.063,bad
20.4,0.041,bad
10.1,0.05,bad
2.9,0.026,good
14.2,0.039,good
3.2,0.021,bad
0.95,0.033,bad
1.7,0.033,good
1.7,0.029,good
9,0.03,bad
1.3,0.044,bad
1.4,0.027,bad
2.4,0.012,good
16,0.065,bad
11.4,0.034,bad
14.35,0.044,bad
2.1,0.062,bad
11.4,0.034,bad
14.35,0.044,bad
1.1,0.023,bad
1.1,0.034,bad
1.2,0.028,bad
15.8,0.042,bad
5.2,0.066,bad
5.2,0.047,bad
9.6,0.119,bad
5.2,0.048,good
1.2,0.046,good
0.8,0.037,bad
14.45,0.057,bad
9.6,0.119,bad
6.9,0.066,bad
3.4,0.069,bad
2.3,0.018,good
11,0.042,bad
5.95,0.081,bad
5.1,0.034,bad
5.4,0.039,bad
1.2,0.05,good
12.6,0.052,good
1,0.033,bad
6.6,0.067,bad
1.5,0.041,bad
1,0.043,bad
1.1,0.033,good
6.6,0.03,good
8.2,0.05,bad
2,0.03,good
1.4,0.039,good
2,0.039,bad
7.5,0.046,bad
2,0.03,good
2,0.03,good
13.3,0.049,good
2.85,0.037,bad
5.6,0.032,good
5.6,0.033,good
1,0.031,bad
3.2,0.03,bad
1,0.042,bad
7.1,0.041,bad
2.4,0.029,bad
11.2,0.061,bad
9.5,0.03,bad
1,0.042,bad
1.8,0.026,bad
2.6,0.029,good
2.4,0.029,bad
8,0.042,bad
11.2,0.061,bad
7.1,0.041,bad
3.3,0.041,bad
10.3,0.03,bad
1.2,0.024,bad
1.6,0.036,bad
10.3,0.03,bad
9.65,0.025,bad
16.4,0.048,bad
1.5,0.043,bad
1.2,0.024,bad
3.3,0.041,bad
5,0.027,good
16.3,0.038,bad
16.3,0.038,bad
16.3,0.038,bad
6.5,0.17,bad
6.4,0.171,bad
10.2,0.045,bad
16.3,0.038,bad
7.4,0.044,bad
13.7,0.044,bad
13.7,0.044,bad
1.3,0.049,bad
7.4,0.045,bad
7.4,0.044,bad
7.45,0.043,bad
7.2,0.04,bad
13.7,0.044,bad
10.4,0.046,bad
1.1,0.028,bad
6.5,0.029,bad
4.6,0.027,good
13.9,0.043,bad
5.2,0.03,good
1.7,0.038,bad
6.5,0.029,bad
16.4,0.045,bad
3.6,0.036,bad
1.5,0.041,bad
12.4,0.051,bad
1.7,0.035,good
6.2,0.06,bad
6.2,0.051,bad
2.6,0.049,bad
1.7,0.035,good
9.3,0.048,bad
12.4,0.051,bad
1.5,0.041,bad
9.1,0.047,good
12,0.067,bad
4.8,0.034,good
12.3,0.048,bad
12,0.067,bad
2.7,0.048,bad
3.6,0.034,bad
3.6,0.034,bad
4.3,0.032,good
1.8,0.045,bad
11.8,0.057,bad
1.8,0.045,good
11.8,0.057,bad
1.8,0.045,good
1.4,0.036,bad
6.6,0.025,bad
1.55,0.026,good
0.7,0.027,bad
6.4,0.082,bad
11.8,0.059,bad
4.3,0.038,bad
5.1,0.039,bad
5.8,0.055,bad
5.9,0.054,bad
1.3,0.06,bad
1.4,0.05,bad
1.2,0.048,bad
7.4,0.05,bad
10.8,0.028,bad
1.8,0.034,bad
7.4,0.05,bad
1.2,0.048,bad
1.4,0.05,bad
14.4,0.048,good
1.7,0.052,bad
3.6,0.026,good
3.6,0.035,good
10.05,0.045,good
10.05,0.045,good
10.5,0.045,good
1.9,0.043,bad
3.6,0.035,good
1.65,0.025,bad
1.9,0.036,bad
65.8,0.074,bad
6.85,0.053,bad
7.4,0.053,bad
7.4,0.053,bad
20.2,0.083,bad
11,0.034,bad
20.2,0.083,bad
6.2,0.066,bad
6.2,0.065,bad
6.85,0.053,bad
8,0.047,bad
8.2,0.046,bad
2.2,0.033,good
10.1,0.053,bad
7.2,0.028,good
2.2,0.033,good
10.1,0.053,bad
1.6,0.036,good
1.3,0.036,good
8,0.047,bad
8.2,0.046,bad
5.3,0.038,bad
14,0.031,good
7.2,0.028,good
1.6,0.04,bad
11.8,0.038,bad
9.6,0.039,bad
6.1,0.042,bad
2.7,0.049,good
3.6,0.025,good
1.7,0.03,bad
1.6,0.026,bad
2.7,0.049,good
1,0.032,good
0.9,0.038,bad
1.6,0.052,bad
1,0.032,good
10.6,0.052,bad
2,0.042,bad
1.2,0.152,bad
6.2,0.056,bad
9.2,0.044,bad
5,0.04,bad
6.3,0.047,bad
3.3,0.048,bad
8,0.053,bad
1.2,0.034,good
1.2,0.034,good
16.2,0.044,bad
11.6,0.05,bad
7.2,0.064,bad
1.1,0.031,bad
3.4,0.048,good
1.4,0.041,bad
3.3,0.048,bad
8,0.053,bad
9.3,0.05,bad
2.3,0.033,good
0.9,0.034,good
3.5,0.036,bad
1.7,0.036,bad
1.3,0.047,bad
1.3,0.046,bad
5.6,0.049,bad
7.4,0.028,good
2.3,0.033,good
1,0.035,bad
1.5,0.033,bad
10,0.169,bad
14.9,0.053,bad
9.3,0.052,bad
1,0.041,bad
1,0.028,bad
5.9,0.047,bad
5,0.027,good
1.25,0.034,good
3.9,0.027,good
5,0.027,good
0.8,0.034,bad
1,0.037,bad
5.9,0.047,bad
1.6,0.028,bad
1.3,0.036,bad
1,0.028,bad
1.1,0.032,bad
1.25,0.034,good
1.4,0.021,good
1.2,0.018,bad
5,0.028,bad
1.4,0.021,good
1.7,0.037,bad
1.8,0.029,good
1.6,0.045,good
1.5,0.03,good
1.7,0.037,bad
13.9,0.04,bad
5.9,0.045,bad
2.1,0.027,bad
1.1,0.029,bad
6.7,0.039,bad
2.7,0.033,good
6.7,0.039,bad
3.95,0.047,good
7.75,0.032,good
10.6,0.033,bad
1.6,0.042,bad
2.5,0.032,bad
0.7,0.04,bad
11.1,0.032,bad
5.15,0.035,good
4.7,0.041,bad
9.7,0.054,bad
1.7,0.038,good
1.4,0.044,good
2,0.054,bad
7.5,0.055,bad
9.7,0.054,bad
0.8,0.032,bad
13.1,0.05,bad
1.1,0.031,bad
2.2,0.028,good
8.9,0.036,bad
1.1,0.035,bad
0.9,0.034,good
1.7,0.073,bad
6.9,0.047,bad
1.1,0.035,bad
1,0.031,bad
1,0.031,bad
7.6,0.031,bad
8.9,0.036,bad
2.2,0.028,good
1.2,0.046,bad
1,0.041,bad
1,0.041,bad
3.1,0.053,bad
1.95,0.033,good
2.2,0.019,bad
8.75,0.038,bad
11.9,0.032,bad
2.7,0.054,bad
5.45,0.014,good
6.3,0.029,bad
14.4,0.046,bad
7.8,0.038,bad
1.6,0.028,good
9.1,0.036,good
9.1,0.036,good
14.4,0.046,bad
1.3,0.041,good
1.6,0.028,good
11.3,0.038,bad
6.3,0.029,bad
0.7,0.028,bad
1.25,0.023,bad
0.7,0.03,bad
7.8,0.038,bad
10.3,0.039,good
10.3,0.039,good
7.8,0.036,bad
8.7,0.022,bad
8.3,0.037,bad
10.3,0.039,good
7.8,0.036,bad
1.2,0.016,good
8.3,0.026,bad
8.3,0.026,bad
6.2,0.049,bad
5,0.078,bad
1.8,0.042,bad
1.6,0.044,bad
1.8,0.041,bad
1.8,0.042,bad
2.9,0.036,good
6,0.042,bad
0.9,0.034,bad
1.1,0.031,bad
1.6,0.044,bad
5.45,0.016,good
14.05,0.04,good
8,0.03,bad
13.1,0.112,bad
4.9,0.021,good
1.3,0.044,bad
2.2,0.021,good
14.9,0.051,bad
14.9,0.051,bad
0.95,0.021,bad
1.4,0.025,bad
0.95,0.021,bad
1.7,0.05,bad
5.6,0.039,bad
14.9,0.051,bad
7.1,0.056,bad
1.2,0.045,bad
9.6,0.026,bad
11.4,0.044,bad
11.4,0.044,bad
7.9,0.034,good
5,0.016,good
11.1,0.033,good
8,0.05,bad
3.8,0.029,bad
10.55,0.037,bad
10.2,0.039,good
10.2,0.039,good
9.8,0.039,good
6.3,0.034,good
1.1,0.036,bad
4.5,0.032,good
6.3,0.034,good
10.9,0.038,good
9.8,0.039,good
9.8,0.039,good
0.8,0.037,bad
0.8,0.034,good
1.2,0.035,bad
1.3,0.025,good
9.8,0.039,good
10.2,0.039,good
10.9,0.038,good
6.3,0.034,good
6.3,0.034,good
1.2,0.034,bad
0.9,0.037,bad
1.1,0.036,bad
4.5,0.032,good
3.7,0.03,good
18.1,0.054,bad
1.35,0.061,bad
5.5,0.029,bad
3.1,0.026,bad
12.85,0.042,bad
19.8,0.04,bad
8.25,0.02,bad
12.85,0.042,bad
3.8,0.035,bad
6.9,0.037,good
8.25,0.02,bad
11.7,0.029,bad
4.6,0.046,bad
4,0.05,bad
19.8,0.04,bad
12.85,0.042,bad
1.2,0.045,good
8.9,0.024,bad
11.7,0.035,bad
6.2,0.05,bad
14.8,0.024,good
14.8,0.024,good
10.8,0.042,bad
1.6,0.036,bad
8.3,0.045,bad
8.4,0.042,bad
2.5,0.026,good
3.5,0.054,bad
17.2,0.037,bad
2.1,0.027,bad
12.2,0.044,bad
11.8,0.045,bad
16.8,0.037,bad
17.2,0.037,bad
1.1,0.154,bad
14.7,0.044,bad
5.5,0.034,bad
6.1,0.027,bad
1.2,0.041,bad
1.3,0.023,bad
8.7,0.126,bad
1.7,0.039,bad
8.7,0.126,bad
10.2,0.043,good
4.5,0.042,bad
5.9,0.036,bad
1.7,0.024,bad
1.4,0.016,bad
5.4,0.026,bad
7.9,0.045,bad
1.1,0.026,bad
7,0.046,bad
7,0.046,bad
7.6,0.03,good
7,0.046,bad
12.3,0.038,bad
15.3,0.045,bad
12.3,0.038,bad
1.2,0.033,bad
2.3,0.033,bad
6.1,0.029,good
7.6,0.03,good
10.2,0.028,good
4.1,0.041,bad
2.9,0.039,bad
8.5,0.042,bad
1.5,0.042,good
3.1,0.039,bad
7.9,0.045,bad
3.5,0.028,bad
4.9,0.032,bad
1.1,0.026,bad
7,0.046,bad
1.2,0.029,bad
4.5,0.024,good
2.6,0.03,bad
9.9,0.036,bad
4.5,0.024,good
9.5,0.041,bad
1.5,0.024,bad
3.2,0.031,good
2.6,0.03,bad
11.2,0.04,bad
3.2,0.043,bad
2.3,0.045,good
4.9,0.032,bad
4.9,0.032,bad
1.4,0.034,good
1.5,0.045,bad
6.7,0.022,good
2.1,0.033,good
4.3,0.028,good
10.9,0.038,bad
7,0.04,bad
2.3,0.045,good
2.5,0.047,bad
2.6,0.045,bad
3.2,0.043,bad
2.5,0.047,bad
14.7,0.047,bad
4.5,0.054,bad
2.2,0.033,bad
1.9,0.036,good
1.6,0.043,bad
17.3,0.052,bad
4.2,0.04,bad
4.2,0.04,bad
2.5,0.034,good
1.9,0.036,good
1.4,0.031,good
0.8,0.027,bad
8,0.049,bad
1.6,0.043,bad
1.7,0.03,bad
5.5,0.037,bad
17.3,0.052,bad
8.6,0.052,bad
6.9,0.059,good
2.1,0.043,bad
2.2,0.039,bad
1.5,0.039,bad
2.5,0.047,bad
17.6,0.061,bad
4.2,0.04,bad
2.9,0.034,bad
4.8,0.043,bad
11.9,0.057,bad
0.9,0.04,bad
1.3,0.051,bad
6.4,0.042,bad
4.3,0.045,bad
11.9,0.057,bad
8.1,0.038,good
1.3,0.045,bad
0.9,0.04,bad
17.2,0.039,bad
17.2,0.039,bad
17.2,0.039,bad
8.7,0.038,bad
17.2,0.039,bad
8.7,0.038,bad
7.5,0.027,bad
17.2,0.039,bad
4.6,0.035,bad
3.7,0.029,bad
2.2,0.03,bad
7.4,0.02,good
15.1,0.033,bad
7.4,0.02,good
4.8,0.019,good
7.9,0.042,bad
1,0.023,bad
15.1,0.033,bad
7.4,0.02,good
4.8,0.019,good
4.6,0.024,bad
1.4,0.037,bad
6.2,0.031,bad
6.1,0.034,good
5.1,0.019,bad
6.3,0.043,bad
0.9,0.036,bad
2.3,0.048,bad
6.6,0.042,good
7.5,0.036,good
8.6,0.038,good
11.9,0.039,bad
2.3,0.048,bad
7.1,0.05,bad
4.3,0.051,bad
1.1,0.046,bad
1,0.027,bad
7.9,0.025,bad
1,0.038,bad
1,0.027,bad
1,0.04,good
7.3,0.041,bad
1.7,0.046,bad
1.3,0.027,good
6.4,0.055,good
1.8,0.035,bad
1.5,0.026,good
3.8,0.037,bad
7.9,0.025,bad
1,0.038,bad
1.2,0.036,bad
5.3,0.037,bad
9.1,0.044,good
6.5,0.027,bad
9.1,0.044,good
6.3,0.032,good
5.1,0.031,good
6.5,0.027,bad
2.4,0.022,good
9.1,0.044,good
7.5,0.035,bad
5,0.033,good
6.75,0.031,good
1.2,0.045,bad
1.6,0.045,bad
16.05,0.04,bad
5,0.053,bad
12.4,0.043,bad
0.95,0.041,bad
4.6,0.041,bad
1.7,0.033,bad
1,0.104,bad
1.3,0.044,bad
5,0.053,bad
2.5,0.142,bad
2.6,0.036,good
2.1,0.102,bad
12.75,0.034,bad
1.1,0.037,bad
12.4,0.043,bad
3.7,0.045,bad
2.65,0.041,good
2.5,0.046,bad
8.2,0.055,bad
7.3,0.054,bad
1.1,0.047,good
6.6,0.056,bad
7,0.038,bad
14.5,0.038,bad
11.8,0.035,bad
3,0.054,bad
3.7,0.045,bad
6,0.035,bad
4.6,0.039,good
2.5,0.059,bad
3.3,0.034,good
1,0.036,bad
1.1,0.036,good
1.4,0.036,bad
3.3,0.034,good
8.55,0.02,good
2.5,0.059,bad
6.7,0.034,bad
3.8,0.037,bad
4.5,0.039,good
4.6,0.039,good
4.2,0.043,bad
11.3,0.043,bad
5.5,0.025,good
4.2,0.029,good
2.2,0.042,bad
14.5,0.045,bad
14.5,0.045,bad
14.5,0.045,bad
14.5,0.045,bad
14.5,0.045,bad
14.5,0.045,bad
1.5,0.03,bad
18.75,0.047,good
3.6,0.03,good
1.4,0.035,bad
5.1,0.041,bad
10.5,0.03,bad
2,0.043,bad
2.6,0.051,bad
9.2,0.061,bad
1.8,0.044,bad
5.7,0.044,good
2.4,0.045,good
1.9,0.038,good
1.4,0.039,bad
0.9,0.043,bad
4.6,0.06,good
1.4,0.057,good
9.2,0.061,bad
1.4,0.065,bad
1.8,0.044,bad
2.3,0.051,bad
2.3,0.039,good
4.4,0.184,bad
6.4,0.035,bad
2.9,0.046,good
2.8,0.047,good
2.9,0.046,good
4.4,0.184,bad
8.2,0.044,bad
1,0.043,bad
2.9,0.044,good
7,0.046,bad
1.8,0.04,good
1.5,0.043,bad
7,0.046,bad
8.2,0.044,bad
7.6,0.047,bad
2.3,0.039,bad
8.7,0.029,good
1,0.043,bad
2.9,0.044,good
6.7,0.032,bad
5,0.032,good
1.9,0.033,good
2,0.022,good
1.9,0.033,good
8.5,0.037,bad
12.6,0.039,bad
5.2,0.039,good
2.1,0.048,good
1.1,0.047,good
1.3,0.032,good
1.1,0.042,good
9.2,0.058,bad
1.2,0.036,good
1.1,0.036,bad
8.3,0.043,bad
1.8,0.042,good
1.4,0.047,bad
15.7,0.05,bad
4.35,0.04,bad
1.8,0.039,good
1.6,0.037,bad
2,0.047,bad
5,0.035,good
1.8,0.042,bad
1.3,0.036,good
1,0.038,bad
1.4,0.049,bad
8.1,0.048,bad
8.6,0.046,bad
3.7,0.059,good
5.7,0.047,bad
2.35,0.034,bad
13.65,0.048,bad
13.65,0.048,bad
13.65,0.048,bad
15.2,0.046,bad
4.6,0.05,bad
1.2,0.048,bad
4.6,0.05,bad
6.65,0.059,bad
13.55,0.048,good
13.65,0.048,bad
9.8,0.058,bad
10.3,0.057,bad
6.7,0.055,bad
15.2,0.046,bad
9.9,0.047,bad
7.2,0.06,bad
1.1,0.034,bad
8.3,0.034,bad
11.25,0.032,bad
12.8,0.038,good
9.65,0.026,bad
12.6,0.048,bad
12.2,0.033,good
8.3,0.034,bad
11.25,0.032,bad
1.3,0.033,good
9.9,0.047,bad
7.2,0.06,bad
1.1,0.034,bad
1.1,0.033,bad
4.8,0.033,good
1.1,0.032,bad
1.4,0.033,bad
1.7,0.041,bad
10.6,0.039,good
1.4,0.033,bad
1.1,0.032,bad
5.55,0.051,bad
2.1,0.034,good
1.7,0.045,bad
9,0.047,bad
1.7,0.041,bad
1.8,0.05,bad
4.7,0.03,good
11.3,0.046,bad
3.6,0.04,good
6.9,0.045,good
3.6,0.04,good
4.9,0.046,bad
6.95,0.044,bad
1.9,0.037,bad
4.7,0.03,good
11.3,0.046,bad
1.8,0.096,bad
11.3,0.026,good
8.2,0.026,bad
8.3,0.026,good
9.55,0.036,bad
8.4,0.03,bad
7.8,0.048,bad
7.8,0.047,bad
10.2,0.032,bad
5.5,0.042,bad
7.8,0.052,bad
7.4,0.037,bad
3.3,0.054,bad
5,0.028,bad
3.3,0.054,bad
5,0.024,bad
1.3,0.034,bad
1.2,0.037,bad
7.4,0.037,bad
7.8,0.052,bad
9.9,0.041,bad
0.7,0.051,bad
4.6,0.032,good
5.6,0.036,bad
9.5,0.042,bad
14.8,0.05,bad
4.6,0.032,good
2.1,0.031,good
11.6,0.032,bad
1.2,0.03,bad
11.6,0.032,bad
2.1,0.031,good
20.15,0.06,bad
4.7,0.059,good
4.3,0.026,good
14.5,0.051,bad
4.9,0.034,bad
14.55,0.047,bad
14.55,0.047,bad
10.05,0.039,bad
4.9,0.034,bad
14.5,0.051,bad
14.55,0.047,bad
15.25,0.047,bad
3.15,0.044,bad
1.3,0.037,good
5.2,0.076,bad
1.1,0.034,bad
7.1,0.041,bad
8.8,0.052,bad
18.5,0.057,bad
8.8,0.052,bad
1.4,0.04,bad
1.2,0.04,bad
5,0.035,good
1.6,0.042,bad
18.75,0.057,bad
6,0.033,good
9.4,0.057,bad
9.7,0.044,bad
4.75,0.034,good
6,0.033,good
5.35,0.029,good
5.35,0.029,good
6.8,0.047,bad
6.9,0.038,bad
1.4,0.033,bad
0.9,0.031,bad
1.2,0.042,bad
1.3,0.037,good
2.6,0.027,good
12,0.056,bad
9.85,0.055,bad
3.85,0.042,good
2,0.04,bad
1.6,0.035,good
7.8,0.046,bad
1.9,0.04,bad
2,0.04,bad
10.3,0.047,bad
1.1,0.031,good
12,0.056,bad
3.85,0.042,good
9.85,0.055,bad
2,0.045,bad
4,0.038,good
1.1,0.064,bad
10.4,0.06,bad
6.1,0.032,good
1.8,0.037,good
10.4,0.06,bad
4.7,0.039,good
4,0.038,good
1.1,0.047,bad
6.4,0.033,good
8.15,0.035,good
6.1,0.032,good
4.8,0.056,good
1.2,0.039,bad
1.1,0.064,bad
1.4,0.036,bad
7.4,0.041,good
1.8,0.037,good
1,0.057,bad
15.5,0.036,good
15.5,0.036,good
8.4,0.042,bad
2.4,0.042,good
3.95,0.038,good
19.95,0.032,bad
2,0.052,bad
3,0.036,good
15.5,0.036,good
8.4,0.042,bad
14.3,0.054,bad
4.2,0.04,good
1.4,0.029,good
3,0.031,good
4.9,0.042,bad
2.4,0.036,good
14.3,0.054,bad
10.7,0.046,bad
11,0.041,bad
1.4,0.046,good
1.2,0.043,bad
12.9,0.032,bad
10.8,0.03,bad
1.3,0.031,good
2,0.044,good
1.8,0.036,good
1.2,0.05,bad
7.5,0.038,good
9.7,0.048,bad
3.8,0.038,good
7.2,0.048,bad
9.7,0.048,bad
6.3,0.028,bad
6.3,0.028,bad
0.8,0.024,bad
8.6,0.053,bad
6.3,0.036,bad
3.1,0.034,good
7.2,0.046,bad
7.1,0.048,bad
6.4,0.036,bad
14.7,0.045,bad
7.2,0.046,bad
7.1,0.048,bad
1.9,0.032,bad
1.2,0.146,bad
4.8,0.029,good
1.2,0.031,bad
3.4,0.024,bad
4.3,0.03,bad
8.5,0.036,bad
1.8,0.031,bad
1.8,0.031,bad
19.5,0.039,bad
8.5,0.036,bad
19.9,0.039,bad
8.3,0.029,bad
1.8,0.031,bad
1.1,0.022,bad
16.65,0.044,bad
16.65,0.044,bad
16.65,0.044,bad
0.9,0.023,bad
6.1,0.042,bad
10.2,0.037,good
0.9,0.023,bad
16.65,0.044,bad
3.85,0.031,bad
4.4,0.032,bad
4.5,0.05,bad
3.2,0.028,bad
4.5,0.05,bad
4.4,0.032,bad
9.7,0.036,bad
4.2,0.029,bad
4.2,0.031,bad
1.1,0.035,good
9.7,0.036,bad
4.2,0.031,bad
5.6,0.033,bad
4.2,0.029,bad
1.6,0.027,bad
1.6,0.036,bad
1.1,0.027,good
14.6,0.048,bad
2.6,0.035,good
1.2,0.038,bad
7.25,0.028,good
6.55,0.026,bad
7,0.023,good
1.5,0.037,bad
1.4,0.041,bad
7.25,0.028,good
1,0.032,good
4.2,0.044,good
17.5,0.042,bad
17.5,0.042,bad
17.5,0.042,bad
1.5,0.037,good
1.3,0.053,bad
3.9,0.043,good
4.2,0.044,good
7.6,0.049,good
1,0.031,good
1.1,0.034,good
11.8,0.042,bad
1.4,0.033,good
9.7,0.053,bad
12.9,0.049,bad
1.6,0.039,good
7.2,0.038,bad
7.1,0.027,good
1.9,0.017,bad
8.8,0.056,bad
7.2,0.047,bad
1.4,0.047,bad
14.3,0.044,bad
14.3,0.044,bad
8.8,0.056,bad
1.4,0.047,bad
1.8,0.046,bad
14.3,0.044,bad
7.2,0.047,bad
1.2,0.037,bad
11.8,0.041,bad
0.9,0.041,bad
12.6,0.044,good
26.05,0.031,bad
4.7,0.04,good
12.6,0.044,good
1.2,0.037,bad
26.05,0.031,bad
6.1,0.029,good
11.8,0.041,bad
0.9,0.041,bad
5.6,0.117,bad
5.3,0.117,bad
5.7,0.118,bad
8,0.036,bad
8,0.036,bad
17.6,0.045,bad
8,0.036,bad
8.8,0.021,good
1.5,0.02,bad
1.4,0.02,good
4.8,0.018,good
2.4,0.014,good
3.7,0.017,bad
4.9,0.047,bad
5.7,0.052,bad
5.7,0.052,bad
4.9,0.047,bad
2,0.046,good
5.1,0.039,bad
4.5,0.031,good
3.2,0.037,good
6.65,0.032,bad
1.6,0.035,bad
4,0.037,bad
17.75,0.06,bad
1.4,0.036,bad
17.75,0.06,bad
7.2,0.047,bad
5.7,0.038,good
8.5,0.03,good
11.4,0.035,good
5.4,0.043,good
2.7,0.036,good
4.3,0.032,good
1.2,0.049,bad
1.8,0.05,bad
1.3,0.034,bad
5.7,0.035,good
2.7,0.036,good
11.7,0.038,good
4.3,0.032,good
11,0.03,bad
1.6,0.029,good
11.6,0.044,bad
6.2,0.025,good
1.8,0.032,good
1.2,0.029,good
1,0.053,bad
2.4,0.049,bad
1.2,0.029,good
8.2,0.032,bad
18.8,0.085,bad
9.6,0.037,good
12.9,0.044,bad
