residual sugar,density,alcohol,quality
2.1,0.99408,12.4,good
2.2,0.99536,11.2,good
2.1,0.99458,12.1,good
2.3,0.99519,11.3,good
2.4,0.99604,11.9,good
2.4,0.99643,11.6,good
5.9,0.99658,12.1,good
3.6,0.99416,11.3,good
1.4,0.9947,11.4,good
2.2,0.99378,12.8,good
2.2,0.99378,12.8,good
2.2,0.99495,11.5,good
1.5,0.99676,10.6,good
2.05,0.99516,11.7,good
1.8,0.9928,12.8,good
1.8,0.9928,12.8,good
2.05,0.99516,11.7,good
2,0.99516,11.7,good
3.6,0.99549,12,good
1.7,0.99354,12.3,good
2.2,0.99486,12.6,good
1.8,0.99568,10.5,good
1.8,0.99568,10.5,good
2.1,0.99488,11.5,good
1.8,0.99514,11,good
2.4,0.99683,10.6,good
2.5,0.99356,12.5,good
6.2,0.9953,12.6,good
8.9,0.99859,10.9,good
2.3,0.99426,12.7,good
4,0.99586,12.1,good
2.4,0.9971,11.6,good
4,0.99586,12.1,good
1.8,0.99462,12.5,good
2.4,0.99358,12.5,good
2.2,0.99572,10.9,good
2.2,0.99572,10.9,good
1.5,0.99498,11.1,good
2,0.99769,10.2,good
8.3,0.99316,12.3,good
8.3,0.99316,12.3,good
4.7,0.99738,11.6,good
1.5,0.99735,9.9,good
1.5,0.99735,9.9,good
1.9,0.99451,11.8,good
2.2,0.99615,12,good
2.1,0.99358,12.5,good
2,0.99523,11.7,good
2,0.99471,12.3,good
2.5,0.99235,13.1,good
1.7,0.99394,11.3,good
1.8,0.9933,13.6,good
5.5,0.99684,11.2,good
1.7,0.99524,11.8,good
6.2,0.99702,11.8,good
2.8,0.99473,12.8,good
1.75,0.99524,11.8,good
2.1,0.9924,12.9,good
2.3,0.99676,11.1,good
2.3,0.99434,11.8,good
2.5,0.99528,12.4,good
2.4,0.99318,12.7,good
2.5,0.99439,12.4,good
1.9,0.99419,11.2,good
1.8,0.99516,11.7,good
2.1,0.99534,11,good
2.1,0.99534,11,good
2.1,0.99534,11,good
2.1,0.99534,11,good
2,0.99428,11.2,good
1.8,0.99157,13.6,good
1.8,0.9908,14,good
1.7,0.9948,11.5,good
1.8,0.99495,11,good
2.2,0.9966,10.2,good
1.7,0.996,10,good
2,0.9952,11.3,good
2.2,0.995,12.4,good
2.5,0.9952,12.1,good
1.8,0.9955,10.1,good
2,0.9947,11.3,good
2,0.99472,11.3,good
2,0.9947,11.3,good
2.7,0.99732,11,good
2,0.99374,11.6,good
1.7,0.99458,11.9,good
2.1,0.99728,10,good
2.1,0.99728,10,good
2.2,0.99182,13.5666666666667,good
2.2,0.99182,13.6,good
1.4,0.99459,10,good
2.4,0.99397,11.7,good
2.2,0.99666,10.9,good
2.3,0.9955,11.2,good
1.8,0.99419,11.4,good
1.7,0.99514,10.55,good
2.4,0.99484,11.6,good
1.5,0.9912,12.4,good
1.5,0.9914,11.4,good
1.2,0.9892,12.8,good
1.2,0.9892,12.8,good
2.9,0.9912,11,good
1.7,0.993,10.5,good
2,0.9906,12.3,good
1.4,0.9931,10,good
1.1,0.9914,11,good
1.1,0.991,10.9,good
6.4,0.9903,12.6,good
2.1,0.9926,10.7,good
2.1,0.9926,10.7,good
1.4,0.9898,12.7,good
1.3,0.9912,12,good
1.7,0.99,12.6,good
1.8,0.9899,12.6,good
1.7,0.9916,11.5,good
1.2,0.9913,11.4,good
7.6,0.9958,9.7,good
2.8,0.9924,10.9,good
7.6,0.9958,9.7,good
1.9,0.9917,10.8,good
4.6,0.9917,12,good
8,0.9934,11.5,good
1.5,0.9898,12.4,good
1.4,0.9894,12.1,good
1.4,0.9894,12.1,good
1.5,0.9898,12.4,good
2.4,0.9896,12.6,good
4.55,0.9918,11.5,good
3.8,0.9906,12.7,good
1.4,0.9918,11.2,good
1.4,0.9912,11.1,good
1.4,0.9912,11.1,good
1.4,0.9918,11.1,good
2.4,0.9903,11.4,good
2.1,0.99,12.6,good
1.4,0.9905,10.9,good
1.4,0.9905,10.9,good
1.1,0.9935,9.6,good
5.7,0.9927,11,good
5.7,0.9927,11,good
4.7,0.9916,12.4,good
2.8,0.99,12.6,good
5,0.9909,12.3,good
14.2,0.9979,9,good
14.2,0.9979,9,good
14.2,0.9979,9,good
14.2,0.9979,9,good
7.3,0.9957,9.8,good
3.8,0.9932,11.2,good
4.9,0.9927,10.4,good
2.1,0.9917,11.5,good
8.3,0.9918,12.5,good
7.85,0.9933,11.5,good
1.1,0.9927,10.3,good
4.8,0.9912,12.5,good
1.5,0.9934,10.2,good
7.8,0.9964,9,good
1.3,0.9906,11.2,good
2.1,0.9914,11.4,good
6.85,0.992,11.9,good
6.85,0.992,11.9,good
2.3,0.9923,11.4,good
3.5,0.9912,12.3,good
1.6,0.9893,12.5,good
1.6,0.9893,12.5,good
1.5,0.9919,10.4,good
1.4,0.9924,10,good
1.5,0.9919,10.4,good
1.4,0.9924,10,good
3.2,0.991,11.3,good
1.6,0.9893,12.5,good
1.5,0.9906,10.8,good
14.9,0.9983,9.3,good
14.9,0.9983,9.3,good
4,0.9896,12.8,good
2.7,0.9898,12.7,good
8.3,0.9954,10.5,good
2.3,0.9934,9.9,good
7.1,0.9922,12.1,good
6.2,0.992,12.2,good
1.4,0.9906,12.4,good
2.3,0.9934,9.9,good
1.6,0.9913,11.6,good
2.2,0.9898,12.9,good
1.6,0.9929,10.5,good
2.7,0.9931,10.6,good
1.6,0.9924,10.5,good
1.6,0.9929,10.5,good
1.5,0.9892,12.9,good
4.8,0.9944,9.6,good
1.1,0.9893,12.4,good
1.6,0.9898,12.7,good
1.9,0.9938,10,good
1.9,0.9938,10,good
9,0.9952,10.3,good
1.7,0.9928,10.2,good
13.6,0.9976,9.6,good
1.2,0.9916,11.3,good
1.6,0.9901,12.1,good
13.6,0.9976,9.6,good
1.6,0.9901,12.1,good
1.2,0.9916,11.3,good
9.1,0.9953,9.9,good
1.4,0.9928,10.4,good
2.7,0.9912,11.6,good
2.7,0.99,12.7,good
1.9,0.991,11.7,good
2.8,0.9899,12.7,good
2.7,0.9912,11.6,good
6,0.9912,12.3,good
1.6,0.993,10.1,good
1.7,0.992,10.8,good
2.1,0.9926,10.8,good
0.9,0.9926,10.5,good
11.4,0.9949,10.5,good
1.4,0.9909,11.5,good
3.2,0.9908,12.4,good
2.4,0.9912,11.7,good
13.3,0.9952,11,good
4.7,0.9931,10.8,good
1.2,0.991,11,good
14.4,0.9986,9.1,good
14.4,0.9986,9.1,good
14.4,0.9986,9.1,good
14.4,0.9986,9.1,good
2.5,0.9917,11.4,good
14,0.9952,12.2,good
14.5,0.995,12.5,good
4.75,0.991,11.8,good
4.75,0.991,11.8,good
4.75,0.991,11.8,good
5.5,0.9938,10.7,good
2,0.9922,10.8,good
2.4,0.9894,13.9,good
1.7,0.9933,10.5,good
1.7,0.9933,10.5,good
1.8,0.9937,10.2,good
1.3,0.99035,12.4,good
1.8,0.9914,10.9,good
2.8,0.99155,11.7,good
6,0.9934,11.1,good
3.8,0.99215,10.8,good
1.8,0.9907,12.2,good
1.2,0.9932,9.8,good
1.2,0.9932,9.8,good
8.8,0.9962,9.3,good
8.8,0.9962,9.3,good
5.2,0.9942,9.8,good
1.1,0.9927,9.3,good
1.1,0.9927,9.3,good
10.6,0.997,10.4,good
15,0.9992,9.5,good
14.1,1.0006,8.8,good
15,0.9992,9.5,good
14.1,1.0006,8.8,good
7,0.9949,10,good
2,0.99225,10.9,good
2,0.99225,10.9,good
1.4,0.99085,11.1,good
11.4,0.99795,9.8,good
1.1,0.99405,9.1,good
1.6,0.98965,12.4,good
2,0.99055,12.5,good
10.7,0.9959,10.9,good
1.2,0.9925,11,good
2.7,0.99105,12.8,good
4.3,0.99155,12.8,good
2.1,0.99085,11.9,good
2.1,0.99085,11.9,good
2.1,0.99085,11.9,good
6,0.9924,12,good
6.3,0.9924,12,good
13.4,0.99975,8.8,good
13.4,0.99975,8.8,good
1.7,0.99315,10.8,good
1.6,0.9917,11,good
1.6,0.9917,11,good
13.4,0.99975,8.8,good
1.7,0.99315,10.8,good
1.3,0.9934,9.5,good
1.3,0.9934,9.5,good
2.1,0.9949,10.3,good
10.2,0.99725,10,good
1.7,0.99255,10.4,good
14.2,0.9996,9.1,good
1.3,0.9934,9.5,good
12.6,1,8.5,good
14.4,0.9994,9,good
2.2,0.993,10,good
4.2,0.9898,12.7,good
2.2,0.9919,11.9,good
2.2,0.993,10,good
2.6,0.9906,12.2,good
2,0.99185,11,good
2,0.99185,11,good
1.2,0.9908,11,good
1.4,0.9896,12.2,good
1.2,0.9908,11,good
7.9,0.9947,11,good
2.4,0.9944,8.8,good
2.1,0.9908,12.2,good
4.7,0.995,10.3,good
1.1,0.9923,10.2,good
4.6,0.9956,9.4,good
2,0.9934,10.7,good
2.9,0.9934,9.5,good
5.9,0.9929,11.9,good
15.3,0.9982,9.6,good
1.6,0.99265,10,good
3.5,0.9904,12.2,good
8,0.9965,8.7,good
5,0.9946,10.2,good
0.9,0.9926,10.2,good
1.1,0.9926,10.2,good
5,0.992,12.3,good
1.9,0.991,12,good
1.6,0.9906,11.4,good
1.5,0.9894,12.3,good
1.7,0.9898,12.6,good
1.9,0.991,12,good
6.7,0.9951,10.7,good
6.7,0.9951,10.7,good
8.9,0.9935,12,good
2.1,0.9936,10.1,good
1.8,0.9936,9.8,good
1.3,0.9928,10.4,good
1.2,0.993,10.3,good
1.7,0.9932,11.2,good
1.5,0.9925,11.4,good
1.5,0.9925,11.4,good
7.05,0.9935,11.1,good
1.5,0.9941,10.4,good
5.3,0.9953,9.3,good
1.6,0.9924,10.9,good
2,0.992,11.6,good
2.6,0.9923,11.1,good
6.35,0.9917,12.6,good
1.6,0.992,11.3,good
9.1,0.9953,10.9,good
3.2,0.9904,12.7,good
4.7,0.9956,9,good
5.1,0.9942,10.1,good
3.8,0.992,11.2,good
1.3,0.992,11.2,good
4,0.9934,10.6,good
6.7,0.9945,10.6,good
1.3,0.9906,11,good
5.1,0.9942,10.1,good
2.6,0.9894,14,good
4.9,0.9922,11.5,good
3.8,0.992,11.2,good
2,0.9903,12.6,good
1.7,0.9893,12.6,good
2,0.9903,12.6,good
2.2,0.9928,10.4,good
1.45,0.9911,11.4,good
1.95,0.989,12.9,good
5.85,0.992,12,good
5.3,0.9918,11.8,good
5.2,0.9914,12.3,good
8.4,0.9934,11.7,good
7.4,0.9946,10.2,good
11.1,0.9984,9.4,good
4.1,0.9912,12.8,good
2.2,0.9914,11.1,good
5.2,0.9948,10.7,good
14.75,0.9998,9.1,good
5.2,0.9948,10.7,good
14.75,0.9998,9.1,good
6.9,0.9939,10.7,good
1.5,0.9922,10.8,good
1,0.9906,11.7,good
7.1,0.993,11.1,good
1,0.9906,11.7,good
6,0.992,12.5,good
2.3,0.9908,12.3,good
2.3,0.9908,12.3,good
4.5,0.992,12.4,good
5.85,0.992,12.6,good
2.7,0.9896,13.5,good
2.1,0.9938,10.6,good
6.6,0.9918,13.3,good
2.7,0.9896,13.5,good
5.2,0.9953,10.6,good
1.1,0.9925,10.8,good
5.15,0.9952,10.5,good
1.8,0.9911,12.2,good
7.4,0.9963,11.1,good
4.2,0.991,12.3,good
14.6,1.0003,8.6,good
14.6,1.0003,8.6,good
14.6,1.0003,8.6,good
1.8,0.9911,12.1,good
8.8,0.9927,12.7,good
1.8,0.9911,12.1,good
1.8,0.9912,11.4,good
1.6,0.9907,12.9,good
1.4,0.9902,12.8,good
6.8,0.9925,12.6,good
1.8,0.9948,10.7,good
1.8,0.99,12.8,good
2.3,0.9911,12.8,good
17,1.0004,9.3,good
1.8,0.991,12.6,good
7,0.9941,11.2,good
1.9,0.9908,12.2,good
1.1,0.991,12.7,good
6.2,0.9928,12.2,good
6.3,0.9936,11.9,good
7,0.9941,11.2,good
3.9,0.9917,12.8,good
3.9,0.9906,12.7,good
2.4,0.9911,12,good
1.4,0.9922,10.8,good
5.7,0.9948,10.6,good
1.4,0.9906,11.3,good
1.2,0.9927,10.1,good
9.2,0.9944,12,good
2.7,0.9902,12.4,good
1.7,0.9911,11.2,good
1.6,0.9918,11.1,good
8.5,0.9932,12,good
5.7,0.992,12.3,good
4.5,0.9907,13.7,good
1.2,0.9918,11.3,good
4.5,0.9907,13.7,good
1.6,0.9898,12.3,good
1.2,0.9918,11.3,good
13.1,0.9986,8.9,good
13.1,0.9986,8.9,good
13.1,0.9986,8.9,good
5.4,0.994,11.1,good
2.2,0.9937,10.9,good
6.8,0.9944,10.5,good
13.1,0.9986,8.9,good
4.1,0.9925,12.3,good
1.6,0.9916,10.8,good
1.1,0.9923,10.4,good
2.9,0.9902,12.1,good
1.1,0.9923,10.4,good
14,0.9958,11.8,good
9.1,0.9926,12.7,good
3,0.9903,12.3,good
14,0.9958,11.8,good
9,0.9936,12.3,good
8.65,0.9931,12.4,good
9.6,0.9938,12.3,good
1.2,0.99,12.1,good
9.3,0.994,11,good
4.6,0.9909,12.6,good
12.8,0.9942,12.2,good
1.5,0.9945,9.8,good
9.4,0.9939,11,good
9.3,0.994,11,good
8.1,0.9943,11.2,good
7.7,0.9941,11.1,good
1.8,0.9912,12.6,good
7.6,0.9962,11,good
8.2,0.9965,11.2,good
1.3,0.9932,10.7,good
1.5,0.99,12.2,good
7.4,0.9934,11.9,good
1.9,0.98815,13.5,good
2.2,0.9903,12.9,good
4.9,0.9935,9.5,good
11.8,0.9968,10,good
3.2,0.9919,11.3,good
1.5,0.9928,10.6,good
6,0.9928,11.3,good
3.2,0.9919,11.3,good
1,0.993,10.5,good
6.5,0.9926,12.2,good
6.7,0.9938,11,good
15.55,0.9998,9.1,good
12.3,0.9971,10.2,good
15.55,0.9998,9.1,good
9.4,0.9962,10.5,good
1.2,0.99,12.1,good
3.95,0.9912,12.8,good
1.4,0.9914,10.8,good
1,0.9911,11.5,good
1.2,0.9922,10.5,good
6.5,0.9936,11.4,good
6.5,0.9936,11.4,good
14.4,0.9986,9,good
14.4,0.9986,9,good
17.85,1,9.1,good
14.4,0.9986,9,good
17.85,1,9.1,good
14.4,0.9986,9,good
1.6,0.9912,11.5,good
2.6,0.9941,10.8,good
2.7,0.995,10.9,good
1.6,0.9912,11.5,good
2.5,0.9921,11.4,good
1.4,0.9934,10.2,good
1.5,0.9916,11,good
4.5,0.9918,12.2,good
1.8,0.9922,11,good
1.8,0.9922,11,good
6.8,0.9932,11.6,good
2.6,0.9913,11.8,good
2.1,0.9909,12.1,good
1.6,0.991,12.1,good
9.05,0.9936,11.3,good
4.1,0.9911,12.8,good
13.9,0.9953,12,good
4.1,0.9911,12.8,good
11.2,0.9948,11.3,good
11.2,0.9948,11.3,good
15.1,0.9953,12,good
11.2,0.9948,11.3,good
15.1,0.9953,12,good
2.2,0.992,11,good
2.2,0.992,11,good
1.6,0.9925,11,good
1.6,0.9934,10.4,good
6.4,0.9944,10.5,good
2.3,0.9924,11.5,good
7.3,0.9932,11.8,good
8.5,0.9952,10.1,good
1.9,0.99,12.6,good
2.7,0.9916,12,good
5.7,0.9914,12.5,good
5.7,0.9914,12.5,good
11.1,0.9976,10.2,good
4.6,0.9938,11.1,good
1.4,0.9939,10.2,good
8.2,0.9925,13,good
9.2,0.997,9.5,good
3.2,0.9927,11.7,good
3.2,0.9927,11.7,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
3.3,0.9912,12.3,good
14.2,0.999,8.9,good
7.7,0.9935,12.2,good
4.7,0.991,12.5,good
2.1,0.9922,11.6,good
8.45,0.9958,9.7,good
4.9,0.9926,12,good
1.6,0.9901,12.1,good
4.9,0.9918,12.2,good
4.9,0.9918,12.2,good
2.7,0.9924,11.5,good
4,0.99,12.4,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
5.4,0.9951,9,good
11.7,0.997,9.5,good
3.9,0.9922,11.3,good
1.6,0.9936,9.9,good
2.2,0.9898,12.5,good
10.8,0.9957,11.4,good
10.8,0.9957,11.4,good
11.6,0.997,9.5,good
11.6,0.997,9.5,good
7.1,0.99397,10.6,good
1.4,0.99384,10.5,good
1.4,0.99382,10.5,good
1.4,0.99382,10.5,good
6.5,0.99148,12.6,good
1.4,0.99383,10.5,good
6.5,0.99148,12.6,good
6.4,0.99235,12.2,good
7.2,0.9946,10.6,good
3.5,0.99018,12.8,good
6.4,0.99235,12.2,good
2.3,0.99084,12.6,good
5,0.99173,12.2,good
2.8,0.99078,12,good
3.3,0.99061,12.6,good
1.6,0.9912,12,good
1.7,0.99096,12.7,good
1.9,0.98993,12.6,good
4.5,0.99175,12.3,good
1.4,0.99256,10.7,good
7,0.9918,12.5,good
6,0.99511,10.5,good
4.4,0.99347,10.4,good
4.4,0.99347,10.4,good
2.7,0.99114,12,good
1.7,0.9925,10.7,good
1.5,0.9938,9.6,good
7.9,0.99176,13.3,good
1.6,0.99248,11,good
10.8,0.99787,10.3,good
6.3,0.9922,11.6,good
1.5,0.99076,11.1,good
1.5,0.99076,11.1,good
5.2,0.99166,12.3,good
4.7,0.99165,12.3,good
3.1,0.99004,11.9,good
3.1,0.99004,11.9,good
1.4,0.99114,11.5,good
8.1,0.99508,10.4,good
8.1,0.99508,10.4,good
1.4,0.99114,11.5,good
1.7,0.99207,10.7,good
1.1,0.99066,11.2,good
1.2,0.9907,11.2,good
1.1,0.99066,11.2,good
1.2,0.9907,11.2,good
1.1,0.99066,11.2,good
1.8,0.98992,12.3,good
1.7,0.98914,12.6,good
12.8,0.99808,9,good
12.8,0.99808,9,good
12.8,0.99808,9,good
12.8,0.99808,9,good
12.8,0.99808,9,good
12.8,0.99808,9,good
12.8,0.99808,9,good
8.5,0.99615,11,good
5,0.99079,13.5,good
1.1,0.99059,11.3,good
2.8,0.99159,11.3,good
2.8,0.99159,11.3,good
2.8,0.99159,11.3,good
14.2,0.99678,10.3,good
14.2,0.99678,10.3,good
14.2,0.99678,10.3,good
2.9,0.99089,11.3,good
2.9,0.99089,11.3,good
14.2,0.99678,10.3,good
1.7,0.99316,10.4,good
1.7,0.99272,10.7,good
2.4,0.99064,11.7,good
5.2,0.99352,10.1,good
1.2,0.99199,10.9,good
2.3,0.98936,12.9,good
1.2,0.99116,11.1,good
12.6,0.99688,10.3,good
1.1,0.99044,11.2,good
6.6,0.9914,12.5,good
2,0.98892,12.9,good
1.4,0.99114,11.2,good
2,0.98892,12.9,good
2,0.98892,12.9,good
13.3,0.99704,9.5,good
5.6,0.99334,10.3,good
5.6,0.99334,10.3,good
2.6,0.99126,11.2,good
5,0.99165,11.5,good
4.6,0.99085,12,good
5.2,0.99172,12.3,good
1.7,0.99053,11.4,good
1.7,0.99053,11.4,good
9.1,0.99532,9.8,good
4.8,0.99026,12.4,good
4.3,0.99015,12.8,good
1.8,0.99035,11.8,good
1.8,0.99035,11.8,good
1.55,0.98994,11.9,good
14.4,0.99955,8.8,good
3.6,0.9892,13.1,good
3.6,0.99144,12.5,good
10.05,0.99352,11.7,good
10.05,0.99352,11.7,good
10.5,0.9935,11.6,good
3.6,0.99144,12.5,good
2.2,0.98894,13.5,good
7.2,0.993,10.9,good
2.2,0.98894,13.5,good
1.6,0.99068,11.4,good
1.3,0.98964,12.4,good
14,0.99437,11.5,good
7.2,0.993,10.9,good
2.7,0.99067,12.2,good
3.6,0.99066,12.1,good
2.7,0.99067,12.2,good
1,0.98912,13,good
1,0.98912,13,good
1.2,0.99084,11.5,good
1.2,0.99084,11.5,good
3.4,0.99188,11.3,good
2.3,0.99132,11.2,good
0.9,0.98936,11.1,good
7.4,0.99311,10.9,good
2.3,0.99132,11.2,good
5,0.9924,11.2,good
1.25,0.98984,12,good
3.9,0.99035,12.6,good
5,0.9924,11.2,good
1.25,0.98984,12,good
1.4,0.9889,12.7,good
1.4,0.9889,12.7,good
1.8,0.98999,12,good
1.6,0.98946,12.4,good
1.5,0.98976,12.1,good
2.7,0.99075,11.8,good
3.95,0.98988,13.4,good
7.75,0.99158,12.8,good
5.15,0.9895,12.4,good
1.7,0.9909,12,good
1.4,0.99014,11.7,good
2.2,0.99076,11.9,good
0.9,0.99114,10.8,good
2.2,0.99076,11.9,good
1.95,0.98934,13.5,good
5.45,0.98984,13,good
1.6,0.98975,11.9,good
9.1,0.99216,12,good
9.1,0.99216,12,good
1.3,0.9901,11.6,good
1.6,0.98975,11.9,good
10.3,0.99564,9.8,good
10.3,0.99564,9.8,good
10.3,0.99564,9.8,good
1.2,0.98713,14,good
2.9,0.99037,12.4,good
5.45,0.98951,13.2,good
14.05,0.99634,11,good
4.9,0.99026,13,good
2.2,0.98919,13,good
7.9,0.99119,12.2,good
5,0.99007,12.4,good
11.1,0.99507,10.5,good
10.2,0.99469,10.9,good
10.2,0.99469,10.9,good
9.8,0.99406,10.9,good
6.3,0.99305,11.4,good
4.5,0.98956,12.6,good
6.3,0.9921,11.6,good
10.9,0.99496,10.5,good
9.8,0.99406,10.9,good
9.8,0.99406,10.9,good
0.8,0.98942,12.1,good
1.3,0.98802,13.3,good
9.8,0.99406,10.9,good
10.2,0.99469,10.9,good
10.9,0.99496,10.5,good
6.3,0.9921,11.6,good
6.3,0.99305,11.4,good
4.5,0.98956,12.6,good
3.7,0.9887,13,good
6.9,0.99176,11.9,good
1.2,0.99178,11,good
14.8,0.99518,12,good
14.8,0.99518,12,good
2.5,0.99014,11.3,good
10.2,0.9945,10.4,good
7.6,0.99164,12.5,good
6.1,0.99118,12.5,good
7.6,0.99164,12.5,good
10.2,0.99274,12.1,good
1.5,0.98972,12.2,good
4.5,0.98906,13.7,good
4.5,0.98906,13.7,good
3.2,0.98956,12,good
2.3,0.99064,11.9,good
1.4,0.99121,11.3,good
6.7,0.99221,11,good
2.1,0.98924,12.2,good
4.3,0.99176,10.7,good
2.3,0.99064,11.9,good
1.9,0.99,11.9,good
2.5,0.9913,11,good
1.9,0.99,11.9,good
1.4,0.98836,12.9,good
6.9,0.99322,11,good
8.1,0.9911,12.7,good
7.4,0.99212,12,good
7.4,0.99212,12,good
4.8,0.99036,12.7,good
7.4,0.99212,12,good
4.8,0.99036,12.7,good
6.1,0.99144,12.1,good
6.6,0.99123,12.2,good
7.5,0.99123,12.4,good
8.6,0.9916,12.4,good
1,0.98988,11.4,good
1.3,0.98939,12.8,good
6.4,0.99318,11,good
1.5,0.98952,12.5,good
9.1,0.99326,11,good
9.1,0.99326,11,good
6.3,0.99214,12,good
5.1,0.9897,12.4,good
2.4,0.98915,12.8,good
9.1,0.99326,11,good
5,0.991,12.4,good
6.75,0.9913,12.9,good
2.6,0.98938,12.8,good
2.65,0.98916,13.3,good
1.1,0.99158,11,good
4.6,0.99216,11,good
3.3,0.99031,12.3,good
1.1,0.98871,12.6,good
3.3,0.99031,12.3,good
8.55,0.99146,13.4,good
4.5,0.9921,11.1,good
4.6,0.99216,11,good
5.5,0.99082,12.6,good
4.2,0.9905,11.8,good
18.75,1.00014,9.3,good
3.6,0.99026,12.6,good
5.7,0.99184,12,good
2.4,0.99135,11.3,good
1.9,0.99074,11.8,good
4.6,0.99142,12.2,good
1.4,0.99091,11.1,good
2.3,0.99229,10.1,good
2.9,0.9913,10.9,good
2.8,0.99126,10.9,good
2.9,0.9913,10.9,good
2.9,0.98896,12.9,good
1.8,0.98961,12,good
8.7,0.99146,12.3,good
2.9,0.98896,12.9,good
5,0.99012,13.5,good
1.9,0.98912,12.8,good
2,0.98902,12.8,good
1.9,0.98912,12.8,good
5.2,0.99129,12.4,good
2.1,0.98956,12.9,good
1.1,0.9916,11.1,good
1.3,0.98889,12.9,good
1.1,0.99012,11.8,good
1.2,0.98853,12.7,good
1.8,0.98962,12.4,good
1.8,0.98995,12.5,good
5,0.99048,12.6,good
1.3,0.99202,10.4,good
3.7,0.99177,12.1,good
13.55,0.99782,9.5,good
12.8,0.99426,11.8,good
12.2,0.99356,11.3,good
1.3,0.99072,11.3,good
4.8,0.99076,12.3,good
10.6,0.99355,11.5,good
2.1,0.98882,13.2,good
4.7,0.99042,12.5,good
3.6,0.99111,12.1,good
6.9,0.9933,10.7,good
3.6,0.99111,12.1,good
4.7,0.99042,12.5,good
11.3,0.99381,12.8,good
8.3,0.99139,12.3,good
4.6,0.99458,11.5,good
4.6,0.99458,11.5,good
2.1,0.9895,12.7,good
2.1,0.9895,12.7,good
4.7,0.99036,12.7,good
4.3,0.989,13.1,good
1.3,0.98834,12.9,good
5,0.99058,11.8,good
6,0.99192,12.1,good
4.75,0.99056,13,good
6,0.99192,12.1,good
5.35,0.99112,11.5,good
5.35,0.99112,11.5,good
1.3,0.9912,11.1,good
2.6,0.98936,13.9,good
3.85,0.99189,11.3,good
1.6,0.98914,12.9,good
1.1,0.98884,13.2,good
3.85,0.99189,11.3,good
4,0.99026,12.6,good
6.1,0.98934,13.4,good
1.8,0.9913,11.8,good
4.7,0.98964,13.1,good
4,0.99026,12.6,good
6.4,0.98944,13.4,good
8.15,0.99031,13,good
6.1,0.98934,13.4,good
4.8,0.99393,10.2,good
7.4,0.99254,11.4,good
1.8,0.9913,11.8,good
15.5,0.99408,13,good
15.5,0.99408,13,good
2.4,0.98998,11.6,good
3.95,0.99146,11.3,good
3,0.98922,13.1,good
15.5,0.99408,13,good
4.2,0.9896,13.4,good
1.4,0.99108,11.5,good
3,0.99134,11.2,good
2.4,0.98936,13.5,good
1.4,0.99038,11.7,good
1.3,0.98987,12.3,good
2,0.98947,13.3,good
1.8,0.98819,13.7,good
7.5,0.99143,13.4,good
3.8,0.99139,11.3,good
3.1,0.9897,13.1,good
4.8,0.99074,12.2,good
10.2,0.99324,12.2,good
1.1,0.99096,11.3,good
1.1,0.99089,11,good
2.6,0.99138,11.3,good
7.25,0.99238,11.5,good
7,0.99176,12.8,good
7.25,0.99238,11.5,good
1,0.98988,11.7,good
4.2,0.992,10.7,good
1.5,0.99006,12,good
3.9,0.99202,10.7,good
4.2,0.992,10.7,good
7.6,0.99332,10.7,good
1,0.98958,12.1,good
1.1,0.98939,11.9,good
1.4,0.99043,12.3,good
1.6,0.99304,10.4,good
7.1,0.99165,12.6,good
12.6,0.99726,10,good
4.7,0.99278,10.7,good
12.6,0.99726,10,good
6.1,0.99054,12.8,good
8.8,0.99442,11,good
1.4,0.99089,11.3,good
4.8,0.99474,11.2,good
2.4,0.99008,12.5,good
2,0.9908,11.4,good
4.5,0.99076,12.2,good
3.2,0.98942,12.6,good
5.7,0.99,13,good
8.5,0.99338,12.2,good
11.4,0.99456,10.5,good
5.4,0.9926,10.8,good
2.7,0.98856,13.2,good
4.3,0.98946,13,good
5.7,0.98976,12.9,good
2.7,0.98856,13.2,good
11.7,0.99523,10.5,good
4.3,0.98946,13,good
1.6,0.98916,12.7,good
6.2,0.99071,12.9,good
1.8,0.98889,13,good
1.2,0.98742,13.6,good
1.2,0.98742,13.6,good
9.6,0.99444,10.5,good
9.2,0.99228,12.5,good
1.2,0.99058,11.3,good
8,0.99164,12.6,good
9.2,0.99228,12.5,good
4.4,0.991,11.5,good
9.6,0.99444,10.5,good
8,0.99164,12.6,good
1.2,0.99058,11.3,good
2.5,0.99095,11.9,good
6.9,0.99299,10.8,good
2.9,0.9902,11.3,good
6.9,0.99299,10.8,good
5.4,0.99012,13.5,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
2.1,0.98953,13.4,good
2.5,0.99072,11.1,good
2.1,0.98953,13.4,good
1.4,0.99099,11.4,good
7.7,0.99134,12.7,good
2.7,0.98964,13.2,good
8.8,0.99172,12.9,good
2.5,0.9911,11.3,good
