fixed acidity,volatile acidity,citric acid,pH,quality
6.8,0.22,0.37,3.35,bad
7.1,0.17,0.38,3.35,bad
6.1,0.14,0.25,3.35,bad
6.4,0.24,0.5,3.18,bad
7.8,0.42,0.26,3.14,bad
6.6,0.28,0.36,3.29,bad
7.1,0.32,0.34,3.38,good
6.7,0.31,0.3,3.36,bad
6.4,0.32,0.5,3.08,bad
6.1,0.28,0.25,3.19,bad
5.9,0.29,0.25,3.23,bad
5.8,0.32,0.38,3.42,good
5.8,0.32,0.38,3.42,good
5.7,0.32,0.38,3.42,good
6.7,0.28,0.14,3.17,bad
6.8,0.34,0.69,3.06,bad
5.9,0.25,0.25,3.24,bad
6.4,0.27,0.32,3.12,bad
8.1,0.46,0.31,3.03,bad
6.2,0.36,0.26,3.25,bad
6.8,0.22,0.35,3.3,good
6.8,0.67,0.3,3.08,bad
7.2,0.28,0.3,3.14,bad
6.7,0.17,0.37,3.26,good
6.9,0.2,0.34,3.31,bad
6.1,0.36,0.16,3.17,bad
6,0.36,0.16,3.17,bad
5.9,0.37,0.14,3.17,bad
7.6,0.29,0.58,3.16,bad
6.3,0.34,0.28,3.23,bad
6.7,0.19,0.34,3.23,bad
7.5,0.31,0.51,3.06,bad
7.5,0.31,0.51,3.06,bad
7.4,0.31,0.48,3.06,bad
8.4,0.4,0.7,3.06,bad
5.9,0.34,0.22,3.41,good
6.6,0.38,0.18,3.22,bad
6.4,0.33,0.28,3.12,bad
5.6,0.25,0.26,3.42,bad
8.6,0.27,0.46,2.89,bad
6.2,0.31,0.21,3.15,bad
7.2,0.18,0.45,3.13,bad
7.7,0.2,0.44,3.11,bad
6.2,0.47,0.21,3.14,bad
6.1,0.25,0.24,3.35,bad
8.2,0.27,0.43,3.1,bad
8.2,0.27,0.43,3.1,bad
6.4,0.31,0.39,3.32,bad
6,0.39,0.26,3.41,bad
6.2,0.21,0.27,3.49,good
7.7,0.42,0.31,3.06,bad
7,0.27,0.41,2.96,bad
6.2,0.21,0.27,3.49,good
7.4,0.29,0.5,3.45,good
6.6,0.29,0.44,3.02,bad
6,0.3,0.44,3.5,bad
6.9,0.31,0.34,3.37,bad
6.6,0.33,0.31,3.26,good
7.8,0.3,0.4,3.14,good
6.4,0.39,0.21,3.15,bad
6.4,0.24,0.31,3.37,good
7,0.21,0.34,2.99,bad
6.4,0.16,0.31,3.35,bad
6,0.33,0.27,3.12,bad
6.5,0.23,0.33,3.35,bad
6.2,0.25,0.48,3.25,bad
8.8,0.28,0.45,3.01,good
6.6,0.25,0.3,3.02,bad
6.9,0.38,0.25,3.28,bad
6.4,0.25,0.3,3.14,bad
6.6,0.25,0.3,3.02,bad
6.9,0.38,0.25,3.28,bad
7.1,0.21,0.31,3.17,good
6.4,0.25,0.3,3.14,bad
6.9,0.39,0.4,3.31,bad
5.8,0.2,0.3,3.44,bad
7,0.2,0.37,3.28,bad
5.9,0.26,0.25,3.33,bad
7.4,0.38,0.27,3.17,bad
7.4,0.2,1.66,3.26,bad
7,0.21,0.34,3.22,bad
7.2,0.29,0.4,3.04,bad
6.9,0.18,0.38,3.3,bad
7.3,0.3,0.42,3.04,bad
7.2,0.29,0.4,3.04,bad
6.9,0.2,0.5,3.15,bad
6.7,0.2,0.42,3.16,bad
7,0.21,0.34,3.22,bad
5.9,0.35,0.47,3.09,bad
7.1,0.28,0.44,3.25,good
5.8,0.25,0.28,3.42,bad
6.8,0.22,0.37,3.4,bad
7.1,0.14,0.4,3.3,good
7.1,0.13,0.4,3.3,good
6.9,0.18,0.38,3.3,bad
7,0.2,0.38,3.3,bad
6.8,0.24,0.49,3,bad
5,0.44,0.04,3.37,bad
6.3,0.3,0.28,3.22,bad
7.2,0.27,0.42,2.94,bad
6.7,0.5,0.63,3.08,bad
6.8,0.2,0.36,3.21,bad
6.7,0.11,0.34,3.42,good
6.7,0.11,0.34,3.42,good
6.8,0.12,0.31,3.41,good
6.6,0.16,0.57,3.12,good
6.6,0.21,0.6,3.12,good
6.1,0.27,0.3,3.4,bad
9.1,0.27,0.45,3.2,good
6.4,0.225,0.48,3.24,bad
8.3,0.14,0.45,3.02,bad
7.2,0.23,0.19,3.12,bad
6.9,0.22,0.37,3.37,good
8.1,0.17,0.44,3.28,good
6,0.395,0,3.37,bad
7.8,0.29,0.22,3.08,bad
6.9,0.22,0.37,3.37,good
8.1,0.17,0.44,3.28,good
7.2,0.23,0.19,3.12,bad
7.6,0.3,0.27,3.27,bad
7.7,0.34,0.28,3.27,bad
7.7,0.34,0.28,3.27,bad
5.8,0.34,0.16,3.46,good
7.6,0.3,0.27,3.27,bad
7.7,0.34,0.28,3.27,bad
5.9,0.24,0.3,3.39,good
6.4,0.46,0.08,3.1,bad
5.9,0.24,0.3,3.39,good
7.4,0.32,0.27,3.03,bad
7.2,0.31,0.26,3.09,bad
7.8,0.42,0.23,3.02,bad
6.9,0.24,0.33,3.28,bad
5.4,0.18,0.24,3.42,bad
6,0.18,0.31,3.34,good
7.8,0.27,0.58,3.06,bad
6,0.28,0.49,3.19,bad
6.8,0.39,0.35,3.07,bad
6.6,0.21,0.31,3.41,good
7.3,0.32,0.34,3.22,bad
7.8,0.27,0.58,3.06,bad
6.4,0.31,0.26,3.17,bad
6.2,0.29,0.26,3.16,bad
6,0.39,0.17,3.15,bad
6.2,0.3,0.26,3.17,bad
6,0.28,0.49,3.19,bad
6,0.41,0.05,3.21,bad
6.4,0.35,0.28,3.42,good
6.5,0.26,0.32,3.38,bad
7.9,0.35,0.24,3.03,bad
6.2,0.3,0.17,3.01,bad
8.4,0.18,0.42,3.16,bad
6.6,0.56,0.22,3.2,bad
6.2,0.3,0.17,3.01,bad
6.6,0.56,0.22,3.2,bad
6.6,0.36,0.29,3.41,good
7.3,0.655,0.2,2.96,bad
6.8,0.18,0.21,3.3,bad
6.7,0.19,0.23,3.34,bad
8.4,0.18,0.42,3.16,bad
7,0.21,0.37,3.26,bad
6.8,0.25,0.38,3.33,bad
7.4,0.24,0.36,3.28,good
7.1,0.16,0.36,3.16,good
7.1,0.16,0.36,3.16,good
7.3,0.205,0.31,3.72,bad
7.4,0.17,0.4,3.05,bad
7.3,0.3,0.34,3.36,good
6.9,0.25,0.34,3.18,bad
7.3,0.205,0.31,3.72,bad
7.5,0.42,0.34,3.14,good
7.3,0.25,0.36,3.25,good
7.3,0.25,0.36,3.25,good
7.3,0.25,0.36,3.25,good
7.5,0.34,0.35,3.16,good
7.6,0.33,0.35,3.16,good
8.7,0.23,0.32,3.12,good
8.7,0.23,0.32,3.12,good
6.9,0.19,0.35,3.21,good
7.3,0.21,0.29,3.3,good
7.3,0.21,0.29,3.3,good
6.6,0.22,0.37,3.02,bad
9.2,0.34,0.27,3.08,bad
8.7,0.23,0.32,3.12,good
6,0.2,0.24,3.31,bad
6.9,0.19,0.35,3.21,good
8.2,0.38,0.49,3.1,bad
6.9,0.18,0.36,3.27,good
7.7,0.34,0.58,3.06,bad
6.9,0.18,0.36,3.27,good
7.4,0.2,0.35,3.49,good
8.2,0.38,0.49,3.1,bad
8.2,0.4,0.48,3.1,bad
6.7,0.22,0.39,3.17,good
6.6,0.3,0.3,3.18,bad
8.1,0.27,0.35,3.22,good
7.3,0.25,0.42,3.29,good
4.8,0.34,0,3.36,bad
6.2,0.28,0.33,3.24,bad
4.8,0.33,0,3.35,bad
6.1,0.27,0.33,3.12,bad
6.9,0.18,0.36,3.27,good
7.8,0.18,0.46,3.24,good
7.3,0.28,0.42,3.28,good
7.3,0.24,0.29,3.19,bad
6,0.45,0.65,3.04,bad
7.7,0.34,0.58,3.06,bad
6.3,0.26,0.21,3.06,bad
10.3,0.17,0.47,2.89,bad
7.7,0.15,0.29,3.35,bad
7.1,0.21,0.32,3.2,good
6.9,0.36,0.34,3.28,good
6,0.28,0.34,3.19,bad
6.2,0.16,0.54,3.23,bad
6.9,0.12,0.36,3.41,good
7.1,0.21,0.32,3.2,good
8.8,0.36,0.44,3.19,bad
7.4,0.26,0.43,3.13,bad
7.4,0.26,0.43,3.13,bad
6.8,0.23,0.29,3.35,bad
6.1,0.34,0.27,3.4,good
7.3,0.26,0.31,3.19,bad
6.5,0.3,0.32,3.37,good
7.3,0.26,0.31,3.19,bad
6.5,0.3,0.32,3.37,good
5,0.31,0,3.3,bad
5.8,0.26,0.18,3.42,good
5.9,0.26,0.3,3.58,bad
7,0.31,0.29,3.12,good
5.8,0.26,0.18,3.42,good
5.6,0.19,0.39,3.23,bad
6.8,0.18,0.28,3.22,bad
7,0.29,0.26,3.08,bad
6.6,0.26,0.29,3.05,bad
6.8,0.18,0.28,3.22,bad
6.6,0.2,0.38,3.32,good
8,0.29,0.29,3.25,bad
6.1,0.28,0.35,3.08,bad
5.9,0.31,0.3,3.2,bad
6.9,0.21,0.28,3.02,good
8.4,0.19,0.42,3.06,bad
8.3,0.27,0.45,3.08,bad
7.1,0.25,0.39,3.28,good
8,0.23,0.37,3.32,bad
7.5,0.24,0.31,3.08,bad
6.3,0.33,0.2,3.15,bad
6.2,0.33,0.19,3.15,bad
6.3,0.34,0.19,3.15,bad
5.8,0.29,0.05,3.36,bad
8,0.32,0.26,3.24,bad
5.6,0.29,0.05,3.36,bad
7.4,0.13,0.39,3.36,good
7.7,0.3,0.32,2.93,bad
7,0.24,0.34,3.06,bad
8.6,0.18,0.4,2.94,good
7,0.11,0.32,3.55,good
7.7,0.32,0.62,3.13,bad
7.7,0.32,0.62,3.13,bad
6.5,0.26,0.27,3.17,bad
7.9,0.28,0.41,3.45,good
6.3,0.27,0.23,3.28,bad
5.4,0.595,0.1,3.36,bad
6.7,0.25,0.33,3.02,good
6.5,0.25,0.35,3.58,bad
6.1,0.36,0.58,3.15,bad
7.7,0.17,0.52,3.14,good
6.4,0.26,0.43,3.08,bad
6.5,0.26,0.28,3.18,bad
5.9,0.29,0.33,3.26,bad
6.2,0.28,0.43,3.08,bad
6.1,0.27,0.44,3.12,bad
6.4,0.43,0.32,3.08,bad
6.1,0.36,0.58,3.15,bad
6.2,0.35,0.29,3.36,bad
7.7,0.24,0.29,3.06,good
6.2,0.34,0.28,3.14,bad
6.3,0.27,0.46,3.25,bad
5.4,0.415,0.19,3.54,good
6.9,0.48,0.36,3.14,good
6.5,0.18,0.33,3.28,good
6.7,0.15,0.29,3.52,good
8.2,0.345,1,2.96,bad
8.5,0.16,0.35,2.96,bad
6.8,0.705,0.25,3.36,bad
7.3,0.25,0.39,3.18,bad
7.6,0.345,0.26,3.08,bad
7.6,0.22,0.34,3.08,bad
6.5,0.17,0.33,3.23,bad
8.2,0.23,0.37,2.99,bad
7.6,0.22,0.34,3.08,bad
7.6,0.345,0.26,3.08,bad
7.5,0.32,0.26,3.07,bad
6.6,0.23,0.32,3.39,good
6.6,0.2,0.32,3.39,good
7.3,0.24,0.34,3.03,bad
7.3,0.24,0.34,3.03,bad
8,0.42,0.36,3.13,good
7.3,0.24,0.34,3.03,bad
6.1,0.19,0.25,3.37,bad
5.9,0.26,0.21,3.28,bad
8.3,0.23,0.43,3.15,bad
6.5,0.34,0.28,3.13,bad
6.8,0.22,0.35,3.24,bad
6.5,0.08,0.33,3.34,good
5.5,0.42,0.09,3.33,good
5.1,0.42,0.01,3.38,good
6,0.27,0.19,3.32,good
6.8,0.22,0.35,3.24,bad
6.5,0.08,0.33,3.34,good
7.1,0.13,0.38,3.32,bad
7.6,0.3,0.25,3.12,bad
6.6,0.13,0.3,3.51,bad
6.5,0.14,0.33,3.25,bad
7.7,0.28,0.33,3.39,good
6,0.2,0.71,3.12,bad
6,0.19,0.71,3.12,bad
7.7,0.28,0.33,3.39,good
5.1,0.39,0.21,3.5,bad
5.7,0.36,0.34,3.41,bad
6.9,0.19,0.33,3.44,bad
6,0.41,0.21,3.42,bad
7.4,0.28,0.3,3.12,bad
7.4,0.3,0.3,3.12,bad
6.9,0.19,0.33,3.44,bad
7.7,0.28,0.39,3.06,good
8.6,0.16,0.38,2.95,bad
8.2,0.26,0.44,3.14,bad
6.5,0.25,0.27,3.19,bad
7,0.24,0.18,3.38,bad
8.6,0.18,0.36,3.25,bad
7.8,0.27,0.34,3.05,bad
6,0.26,0.34,3.29,bad
6.1,0.24,0.27,3.31,bad
8,0.24,0.3,3.05,bad
7.6,0.21,0.6,3.05,good
8,0.19,0.36,3.15,good
6.4,0.28,0.41,3.09,bad
6.4,0.28,0.43,3.09,bad
6.9,0.24,0.39,3.31,good
5.8,0.36,0.26,3.34,bad
6.6,0.18,0.28,3.42,bad
5.8,0.36,0.26,3.34,bad
5.1,0.52,0.06,3.32,bad
6.6,0.22,0.37,3.37,good
8.3,0.15,0.39,3.08,bad
7.6,0.16,0.44,3.11,bad
7.7,0.16,0.41,3.24,good
8.3,0.16,0.48,3.15,bad
6.2,0.25,0.47,3.19,bad
6.1,0.16,0.27,3.66,bad
7.6,0.39,0.22,3.03,bad
6.8,0.37,0.47,2.98,bad
7.6,0.16,0.44,3.11,bad
7.1,0.18,0.42,2.95,bad
8.3,0.14,0.26,3.21,bad
8.6,0.2,0.42,3.11,good
8.6,0.2,0.42,3.11,good
6.8,0.19,0.32,3.25,good
7.6,0.19,0.38,3.13,bad
6.8,0.34,0.74,3.51,bad
6.2,0.15,0.46,3.38,bad
6.6,0.14,0.44,3.32,bad
8,0.55,0.17,3.09,bad
7,0.24,0.35,3.41,good
6.3,0.6,0.44,3.19,bad
7.1,0.2,0.41,3.48,bad
6.2,0.34,0.29,3.35,bad
7.1,0.3,0.36,3.49,bad
7.1,0.3,0.36,3.49,bad
7.9,0.64,0.46,2.87,bad
8.8,0.17,0.38,3.16,bad
7.5,0.17,0.37,3.54,bad
7.1,0.47,0.24,3.21,bad
7.1,0.15,0.34,3.37,good
7.5,0.17,0.34,3.05,bad
8.2,0.68,0.3,3.22,bad
7.7,0.275,0.3,3.01,bad
7.3,0.49,0.32,3.24,bad
7.5,0.33,0.48,2.95,bad
7.2,0.21,0.37,3.16,good
7.3,0.15,0.4,3.14,bad
6.5,0.19,0.1,3.29,bad
7,0.31,0.52,3.07,bad
8.3,0.4,0.38,3.03,bad
6.1,0.37,0.36,3.31,bad
7.3,0.24,0.34,3.1,bad
6.9,0.21,0.81,3.03,bad
7.6,0.29,0.42,2.99,bad
9.4,0.29,0.55,3.12,bad
7,0.31,0.52,3.07,bad
8.6,0.26,0.41,2.96,bad
7.5,0.21,0.34,3.51,bad
7.2,0.51,0.24,3.41,bad
7.5,0.21,0.34,3.51,bad
5.3,0.3,0.2,3.3,bad
8,0.26,0.36,3.09,good
7,0.21,0.28,3.34,bad
6.7,0.26,0.26,3.31,bad
6.7,0.26,0.26,3.3,bad
8.1,0.26,0.37,3.37,bad
8.3,0.22,0.38,3.22,bad
6.4,0.3,0.51,3.08,bad
7.5,0.19,0.34,3.1,good
8.8,0.33,0.44,2.96,good
6.9,0.2,0.36,3.35,bad
8,0.37,0.32,3,good
8.3,0.22,0.38,3.22,bad
8.2,0.29,0.33,2.96,good
7.7,0.34,0.3,2.97,bad
6.2,0.55,0.45,3.17,bad
6.4,0.4,0.19,3.22,good
7.5,0.28,0.33,3.37,bad
7.8,0.26,0.44,3.18,bad
6.5,0.26,0.34,3.49,bad
6.3,0.34,0.29,3.29,bad
6.8,0.15,0.33,3.43,good
6.3,0.27,0.25,3.28,bad
6.3,0.27,0.25,3.28,bad
7.4,0.2,0.37,3.03,bad
6.3,0.23,0.21,3.36,good
7.3,0.31,0.69,3.06,bad
5.2,0.24,0.45,3.55,good
7,0.24,0.32,3.17,good
7.4,0.2,0.37,3.03,bad
7,0.17,0.33,3.19,good
8.3,0.21,0.58,3.01,bad
7.2,0.21,0.35,3.05,bad
7.1,0.21,0.4,3.42,bad
8.4,0.17,0.31,3.1,good
7.4,0.24,0.31,3.09,bad
5.3,0.24,0.33,3.59,good
6.5,0.28,0.26,3.32,bad
6.3,0.23,0.21,3.36,good
6.5,0.29,0.25,3.31,bad
5.8,0.29,0.21,3.39,good
6.3,0.27,0.25,3.28,bad
6.3,0.17,0.42,3.27,bad
6.3,0.16,0.4,3.44,bad
7.9,0.29,0.39,3.12,bad
7.3,0.31,0.69,3.06,bad
5.5,0.32,0.45,3.51,good
5.2,0.24,0.45,3.55,good
7.2,0.37,0.15,3.3,good
6.1,0.29,0.27,3.21,good
9.2,0.22,0.4,3.04,bad
7.2,0.37,0.15,3.3,good
8,0.18,0.37,3.06,bad
6.5,0.22,0.34,3.52,bad
7.4,0.18,0.4,3.28,bad
6.5,0.52,0.17,3.26,bad
7,0.15,0.38,3.13,good
5.9,0.415,0.13,3.29,bad
8.1,0.45,0.34,3.31,bad
5.8,0.415,0.13,3.29,bad
6.4,0.5,0.16,3.28,bad
6.7,0.105,0.32,3.54,bad
6,0.4,0.3,3.17,bad
6.6,0.25,0.39,3.35,good
9.8,0.36,0.45,2.93,bad
9.6,0.23,0.4,2.96,bad
6.3,0.55,0.45,3.2,bad
6.5,0.115,0.29,3.12,good
6.4,0.125,0.29,3.23,good
5.7,0.1,0.27,3.27,bad
7.9,0.25,0.29,3.06,good
6.9,0.2,0.28,3.19,bad
6.9,0.23,0.34,3.2,bad
6.8,0.39,0.31,3.17,bad
8.7,0.22,0.42,2.99,bad
7.4,0.41,0.34,3.25,bad
6.7,0.25,0.34,3.44,bad
6,0.26,0.42,3.4,good
6.1,0.31,0.37,3.42,good
9.2,0.28,0.46,3.14,bad
9,0.31,0.49,2.99,bad
8.5,0.16,0.33,3.14,bad
9.3,0.34,0.49,3.17,bad
9.2,0.28,0.46,3.14,bad
7.2,0.24,0.3,3.25,bad
7.2,0.25,0.32,3.26,bad
6.8,0.32,0.18,3.14,bad
9.1,0.27,0.32,3.03,bad
8.9,0.34,0.32,3.17,bad
7,0.17,0.37,3.2,bad
6.7,0.25,0.23,3.14,bad
6.9,0.32,0.17,3.13,bad
6.8,0.32,0.18,3.14,bad
6.1,0.6,0,3.31,bad
5.3,0.395,0.07,3.5,bad
7.9,0.16,0.3,3.47,bad
7.6,0.33,0.36,3.42,bad
7.8,0.3,0.29,3.16,bad
7.8,0.3,0.29,3.16,bad
5.7,0.26,0.27,3.27,bad
7.8,0.3,0.29,3.16,bad
7.5,0.14,0.34,3.29,bad
7.8,0.3,0.29,3.16,bad
6.6,0.25,0.41,3.15,good
5.7,0.26,0.27,3.27,bad
8.2,0.23,0.49,3.07,bad
6,0.24,0.32,3.52,bad
6.1,0.45,0.27,3.23,bad
7.4,0.23,0.43,3.22,bad
7.2,0.2,0.38,3.21,bad
7.5,0.14,0.34,3.29,bad
7.7,0.25,0.43,3.38,bad
8.2,0.61,0.45,3.14,bad
7.6,0.21,0.44,3.01,bad
7.4,0.22,0.33,3.42,bad
7.2,0.26,0.26,3.41,bad
6.4,0.25,0.41,3,bad
6.3,0.32,0.35,3.36,good
6.8,0.25,0.29,3.46,bad
9.8,0.44,0.4,2.97,bad
7.2,0.2,0.25,3.23,bad
8.2,0.61,0.45,3.14,bad
7.5,0.42,0.45,3.12,bad
7.4,0.22,0.33,3.42,bad
6.4,0.26,0.3,3.21,bad
7.9,0.46,0.32,3.18,good
6.5,0.41,0.64,3.12,bad
7.5,0.32,0.37,3.09,bad
6.6,0.21,0.38,3.25,good
7.1,0.21,0.3,3.13,bad
7.6,0.26,0.47,3.1,bad
7.6,0.21,0.44,3.01,bad
6.9,0.25,0.26,3.16,good
7.1,0.26,0.32,2.96,bad
7.3,0.22,0.4,3.36,good
6.2,0.37,0.22,3.33,bad
7.9,0.22,0.45,3.03,bad
6.9,0.25,0.26,3.16,good
7.3,0.22,0.4,3.36,good
7.1,0.26,0.32,2.96,bad
7.4,0.25,0.37,3,good
6.8,0.18,0.37,3.3,bad
7,0.17,0.37,3.3,good
6.4,0.3,0.38,3.1,bad
5,0.33,0.16,3.48,bad
5,0.33,0.16,3.48,bad
8.9,0.33,0.32,3.19,bad
7,0.26,0.46,2.94,bad
6.4,0.3,0.38,3.1,bad
6.3,0.21,0.4,3.42,bad
8,0.23,0.46,3.23,bad
9.2,0.28,0.41,2.96,bad
7.3,0.27,0.39,3.29,bad
7.6,0.32,0.36,3.23,bad
5,0.33,0.16,3.48,bad
9.7,0.24,0.45,2.74,bad
8,0.28,0.42,3.17,bad
8.2,0.37,0.36,3.04,good
8,0.61,0.38,2.94,bad
7.2,0.26,0.44,3.02,good
8.2,0.37,0.36,3.04,good
6.4,0.23,0.33,3.33,bad
5.9,0.4,0.32,3.51,good
7.6,0.28,0.39,3.16,bad
8,0.28,0.42,3.17,bad
7.2,0.23,0.39,3.26,good
6.8,0.32,0.37,3.14,bad
7.2,0.23,0.39,3.26,good
6.9,0.18,0.38,3.1,bad
9.4,0.26,0.53,3.23,bad
8.3,0.33,0.42,3.2,bad
7.3,0.29,0.3,3.06,bad
7.9,0.41,0.37,3.17,good
7.9,0.44,0.37,3.16,good
7.7,0.39,0.3,3.38,bad
7.7,0.26,0.31,3.42,bad
7.8,0.32,0.31,3.03,bad
6.8,0.32,0.37,3.14,bad
7.3,0.24,0.39,3.17,bad
7.1,0.44,0.37,3.07,good
10.3,0.25,0.48,3.19,bad
7.9,0.14,0.28,3.45,bad
7.4,0.18,0.42,3.4,good
8.1,0.43,0.42,2.98,good
7.1,0.44,0.37,3.07,good
6.4,0.26,0.22,3.29,bad
8,0.66,0.72,2.92,bad
8,0.2,0.4,3.18,good
7.2,0.21,0.34,3.25,bad
7.2,0.18,0.31,3.32,good
8.4,0.57,0.44,3.15,bad
5.3,0.26,0.23,3.82,good
5.7,0.245,0.33,3.13,bad
5.6,0.245,0.32,3.12,bad
7.3,0.25,0.41,3.29,good
7,0.16,0.73,3.08,bad
6.4,0.22,0.34,3.81,bad
7.3,0.18,0.65,3.33,bad
6.4,0.17,0.27,3.28,bad
6.9,0.29,0.16,3.08,bad
6.2,0.21,0.38,3.06,bad
6.4,0.23,0.3,3.06,bad
7.3,0.19,0.68,3.32,bad
7.3,0.18,0.65,3.33,bad
9.6,0.29,0.46,2.92,bad
7.2,0.14,0.35,3.46,bad
6.9,0.31,0.34,3.46,good
7.5,0.28,0.34,2.99,good
8,0.22,0.42,3.21,good
7.6,0.31,0.29,3.04,bad
8.4,0.35,0.56,3.07,bad
8,0.22,0.42,3.21,good
8.1,0.5,0.47,3.21,bad
7,0.39,0.31,3.2,bad
8.1,0.5,0.47,3.21,bad
8.4,0.35,0.56,3.07,bad
6.2,0.22,0.27,3.22,bad
8,0.22,0.42,3.21,good
7.6,0.31,0.29,3.04,bad
7,0.24,0.36,3.33,bad
6.6,0.27,0.3,3.29,bad
7.8,0.16,0.41,3.02,bad
7.7,0.27,0.34,2.99,good
7.4,0.31,0.74,3.02,bad
8,0.45,0.36,3.07,good
7.7,0.27,0.34,2.99,good
7.8,0.16,0.41,3.02,bad
6.6,0.16,0.29,3.06,good
8.3,0.21,0.4,3.02,good
7.2,0.32,0.33,3.15,good
6.6,0.16,0.3,3.38,bad
8.4,0.16,0.33,3.14,bad
7.5,0.23,0.32,3.04,bad
6.2,0.17,0.3,3.5,bad
6.9,0.39,0.22,3,bad
6.9,0.41,0.22,3,bad
7.5,0.23,0.32,3.04,bad
7.5,0.38,0.33,3.32,bad
7.3,0.42,0.38,3.19,good
7.3,0.34,0.39,3.3,bad
7.8,0.23,0.28,2.96,bad
9,0.245,0.38,2.93,bad
6.9,0.2,0.4,3.22,bad
7.4,0.19,0.42,3.3,bad
8.2,0.2,0.36,3.05,bad
8,0.59,0.71,2.95,bad
7.9,0.14,0.45,3.33,good
6.8,0.24,0.4,3.13,good
9.7,0.14,0.59,2.98,bad
9.2,0.15,0.68,3.02,bad
9.4,0.17,0.55,3.02,bad
5.2,0.365,0.08,3.46,bad
6.3,0.23,0.22,3.23,bad
9.6,0.25,0.54,2.94,bad
9.2,0.32,0.42,3.08,bad
6.4,0.31,0.4,3.15,bad
8.1,0.2,0.36,3.1,bad
7.9,0.255,0.26,3.04,bad
7,0.15,0.34,3.32,bad
6.4,0.15,0.31,3.54,bad
6.4,0.25,0.53,3.03,bad
7.6,0.19,0.42,3.04,bad
7.3,0.43,0.37,3.23,bad
5.1,0.31,0.3,3.54,bad
6.2,0.2,0.26,3.44,bad
6.9,0.16,0.35,3.25,bad
7.7,0.32,0.48,3.2,good
6.5,0.22,0.72,3.12,bad
6.8,0.26,0.33,3.12,bad
5.2,0.37,0.33,3.37,bad
8.4,0.19,0.43,2.85,bad
8.3,0.21,0.41,2.85,bad
6.8,0.15,0.32,3.4,bad
7.9,0.16,0.64,3.15,good
7.8,0.21,0.39,3.09,good
9,0.24,0.5,3.21,bad
5.7,0.21,0.24,3.65,bad
7.8,0.29,0.36,3.26,good
6.7,0.18,0.3,3.29,bad
6.7,0.18,0.3,3.29,bad
8.4,0.58,0.27,2.99,bad
7.2,0.16,0.32,3.27,bad
7.6,0.54,0.23,3.04,bad
8.4,0.58,0.27,2.99,bad
6.6,0.25,0.31,3.51,bad
7.3,0.23,0.37,3.26,good
7.3,0.39,0.37,3.39,good
7,0.46,0.39,3.21,good
8.2,0.35,0.4,3.15,good
7.8,0.29,0.36,3.26,good
9.2,0.35,0.39,2.96,bad
8,0.57,0.39,3.29,good
6.5,0.37,0.33,3.28,good
5.7,0.21,0.24,3.65,bad
6.7,0.18,0.3,3.29,bad
7.8,0.13,0.3,3.43,bad
7.6,0.19,0.41,2.92,bad
7.3,0.22,0.41,3.32,bad
6.3,0.29,0.4,3.15,bad
6.8,0.35,0.32,3.28,good
6.5,0.19,0.32,3.36,good
6.2,0.12,0.26,3.52,bad
6,0.13,0.28,3.59,good
6.4,0.25,0.33,3.19,good
6.9,0.32,0.16,3.22,bad
7.6,0.19,0.41,2.92,bad
6.7,0.13,0.28,3.33,good
7,0.14,0.41,3.25,bad
7.6,0.27,0.24,3.15,bad
7.3,0.22,0.41,3.32,bad
7.4,0.64,0.47,2.9,bad
7.6,0.28,0.39,3.25,bad
8.3,0.26,0.41,3.1,good
10.7,0.22,0.56,2.87,bad
10.7,0.22,0.56,2.87,bad
6.9,0.23,0.34,3.14,good
6.2,0.3,0.32,3.28,good
6.9,0.27,0.41,3.15,bad
6.9,0.28,0.41,3.16,bad
6.9,0.28,0.3,3.35,good
6.9,0.46,0.2,3.1,bad
6.9,0.38,0.32,3.38,good
5.7,0.43,0.3,3.54,good
6.6,0.56,0.16,3.12,bad
7.1,0.36,0.56,3.24,bad
6.8,0.23,0.4,3.23,bad
6.2,0.33,0.29,3.77,bad
5.6,0.49,0.13,3.42,good
6.6,0.42,0.33,3.28,bad
7.3,0.18,0.29,3.2,good
8.1,0.19,0.4,3.06,bad
5.9,0.19,0.26,3.49,bad
6.2,0.16,0.47,3.26,bad
6.6,0.42,0.33,3.28,bad
5.7,0.135,0.3,3.31,bad
5.6,0.49,0.13,3.42,good
6.9,0.19,0.33,3.09,good
7.3,0.18,0.29,3.2,good
7.3,0.25,0.36,3.04,good
7.3,0.25,0.36,3.04,good
7,0.2,0.34,3.19,bad
7.3,0.25,0.36,3.04,good
6.3,0.67,0.48,3.17,bad
7.4,0.4,0.29,3.3,good
7.1,0.26,0.31,3.34,good
9,0.31,0.48,2.9,bad
6.3,0.39,0.24,3.15,bad
8.2,0.22,0.36,3.01,good
7.1,0.19,0.28,2.91,bad
7.3,0.25,0.36,3.04,good
7.9,0.2,0.34,3.14,bad
7.1,0.26,0.32,3.31,bad
7,0.2,0.34,3.19,bad
6.9,0.3,0.33,3.25,good
8.1,0.29,0.49,3.14,bad
5.8,0.17,0.3,3.29,bad
5.9,0.415,0.02,3.36,bad
6.6,0.23,0.26,3.36,bad
8.6,0.55,0.35,3.04,bad
6.9,0.35,0.74,3.13,bad
7.6,0.14,0.74,3.07,good
9.2,0.28,0.49,3.1,bad
6.2,0.18,0.49,3.27,bad
