Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients
Scooter;Ordinary Drink;Alcoholic;Cocktail glass;Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.;Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Cocktailglas abseihen und servieren.;Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in una coppetta da cocktail e servire.;https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg;1 oz Light cream, 1 oz Amaretto, 1 oz Brandy
Sidecar;Ordinary Drink;Alcoholic;Cocktail glass;Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.;Alle Zutaten in einen mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein Cocktailglas abseihen.;Versare tutti gli ingredienti in uno shaker pieno di ghiaccio.Shakerare bene e filtrare nella coppetta da cocktail.;https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg;1 oz Lemon juice, 1/2 oz Cointreau, 2 oz Cognac
Sangria;Punch / Party Drink;Alcoholic;Pitcher;Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.;Alles in einem Krug vermischen und im Kühlschrank aufbewahren. Nach Belieben Nelken und Zimtstangen hinzufügen. In Weingläsern servieren.;Mescolare il tutto in una brocca e conservare in frigorifero.  Aggiungere i chiodi di garofano e le stecche di cannella a piacere.  Servire in calici da vino.;https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg;Cinnamon, Cloves, 1 cup Lemon juice, 1 cup Orange juice, 1/2 cup Sugar, 1 bottle Red wine
Stinger;Ordinary Drink;Alcoholic;Cocktail glass;Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.;In ein Mischglas mit Eis geben, umrühren und in ein Cocktailglas abseihen. Kann auch auf Eiswürfeln in einem Steinglas serviert werden.;Versare in un mixing glass con ghiaccio, mescolare e filtrare in una coppetta da cocktail.;https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg;1/2 oz White Creme de Menthe, 1 1/2 oz Brandy
Snowday;Cocktail;Alcoholic;Collins glass;Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.;N/A;Mescola tutti gli ingredienti con il ghiaccio. Filtrare in un bicchiere con dei cubetti di ghiaccio. Spremi la scorza d'arancia sulla bevanda e guarnire.;https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg;Garnish with Orange Peel, Dash Angostura Bitters, 1 tsp Blood Orange, 1 oz Ruby Port, 1 oz Amaro Montenegro, 1 oz Vodka
Snowball;Ordinary Drink;Alcoholic;Highball glass;Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.;Einen Eiswürfel in das Glas geben und 4,5 cl. Advocaat hinzufügen. Das Glas mit Limonade füllen und mit einer Scheibe Zitrone dekorieren. Sofort servieren.;Riempite il bicchiere con la limonata e decorate con una fetta di limone.;https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg;cubes Ice, 1 slice Lemon, 8-10 oz cold Lemonade, 1 1/2 oz Advocaat
Shot-gun;Shot;Alcoholic;Shot glass;Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.;Gießen Sie ein Teil Jack Daniels und ein Teil Jim Beam in ein Schnapsglas und lassen Sie Wild Turkey darauf treiben.;Versare una parte di Jack Daniels e una parte diJim Beam nel bicchierino da shot, infine versare il Wild Turkey.;https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg;1 oz Wild Turkey, 1 part Jack Daniels, 1 part Jim Beam
Spice 75;Cocktail;Alcoholic;Wine Glass;Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).    Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.;N/A;Scaldare delicatamente 60 g di zucchero di canna in una padella con 30 ml di acqua e 1 cucchiaio di pimento. Cuocere a fuoco lento finché lo zucchero non si sarà sciolto, quindi lasciare raffreddare il composto. Filtrare al setaccio rivestito con un filtro da caffè (o un doppio strato di carta da cucina) .  Versare 60 ml di sciroppo speziato in uno shaker insieme a 200 ml di rum e 90 ml di succo di lime. Shakerare con ghiaccio e filtrare tra sei bicchieri flute. Riempire con 600 ml di champagne e guarnire ciascuno con un tocco d'arancia.;https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg;Garnish with Orange spiral, 6 cl Champagne, 90 ml Lime Juice, 20 cl Rum, 1 tblsp Allspice, 60 ml Sugar
Salty Dog;Ordinary Drink;Alcoholic;Highball glass;Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.);Alle Zutaten über Eiswürfel in ein Highball-Glas gießen. Gut umrühren und servieren. (Wodka kann durch Gin ersetzt werden, wenn gewünscht.);Versare tutti gli ingredienti sui cubetti di ghiaccio in un bicchiere highball.Mescolate bene e servite.(La vodka può essere sostituita al gin, se si preferisce.);https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg;1/4 tsp Salt, 1 1/2 oz Gin, 5 oz Grapefruit juice
Stone Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.;Alle Zutaten mit Eis schütteln, in ein gekühltes Whiskey-Sourglas abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere ghiacciato di whisky sour e servire.;https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg;1 oz Sweet and sour, 1 oz Orange juice, 1 oz Apricot brandy
Sea breeze;Ordinary Drink;Alcoholic;Highball glass;Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.;Alle Zutaten in einem mit Eis gefüllten Highball-Glas vermengen. Mit Limettenkeil garnieren.;Metti tutti gli ingredienti in un bicchiere highball pieno di ghiaccio.  Guarnire con uno spicchio di lime.;https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg;1 oz Grapefruit juice, 4 oz Cranberry juice, 1 1/2 oz Vodka
Scotch Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.;Scotch, Limettensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Mit 1/2 Scheibe Zitrone dekorieren, mit der Kirsche belegen und servieren.;Shakerare scotch, succo di lime e zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour. Decorare con 1/2 fetta di limone, guarnire con la ciliegia e servire.;https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg;1 Cherry, 1/2 slice Lemon, 1/2 tsp Powdered sugar, Juice of 1/2 Lime, 1 1/2 oz Scotch
Screwdriver;Ordinary Drink;Alcoholic;Highball glass;Mix in a highball glass with ice. Garnish and serve.;In einem Highball-Glas mit Eis mischen. Garnieren und servieren.;Mescolare in un bicchiere highball con ghiaccio. Guarnire e servire.;https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg;Orange juice, 2 oz Vodka
Sherry Flip;Ordinary Drink;Alcoholic;Nick and Nora Glass;Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.;Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Muskatnuss darüber streuen und servieren.;Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere da whisky sour. Cospargere di noce moscata e servire.;https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg;Nutmeg, 1 whole Egg, 1 tsp Powdered sugar, 2 tsp Light cream, 1 1/2 oz cream Sherry
Sweet Tooth;Milk / Float / Shake;Alcoholic;Highball Glass;Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.;Geben Sie 2 Spritzer Godiva Liquour in ein Glas, geben Sie so viel Milch hinzu, wie Sie möchten.;Metti 2 shot di Godiva Liqueur in un bicchiere, aggiungi tanto o poco latte quanto desideri.;https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg;Milk, 2 shots Godiva liqueur
Sol Y Sombra;Ordinary Drink;Alcoholic;Brandy snifter;"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)";"Die Zutaten mit Eis schütteln, in ein Brandyglas abseihen und servieren. (Die englische Übersetzung des Namens dieses Getränks lautet ""Sonne und Schatten"", und nachdem Sie dieses Getränk probiert haben, werden Sie verstehen, warum. Danke, Kirby.)";Shakerare gli ingredienti con ghiaccio, filtrare in un bicchierino di brandy e servire.;https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg;1 1/2 oz Anisette, 1 1/2 oz Brandy
Shark Attack;Cocktail;Alcoholic;Pitcher;Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!;Limonade und Wasser nach Anleitung auf dem Dosenrücken mischen. Wenn die Anweisungen besagen, 4 1/3 Dosen Wasser hinzuzufügen, tun Sie dies. In den Krug mischen. Füge 1 1/2 Tasse Wodka (Absolut) hinzu. Gut mischen. In ein Glas zerstoßenes Eis gießen. Ausgezeichnet!;Mescola la limonata e l'acqua.  Aggiungi 1 tazza e mezza di Vodka (Absolut).  Mescolare bene.  Versare in un bicchiere di ghiaccio tritato.;https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg;1 1/2 cup Vodka, 3 cans Water, 1 can Lemonade
Sherry Eggnog;Ordinary Drink;Alcoholic;Collins glass;Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.;Sherry, Puderzucker und Ei mit Eis schütteln und in ein Collins-Glas abseihen. Mit Milch füllen und umrühren. Muskatnuss darüber streuen und servieren.;Shakerare lo sherry, lo zucchero a velo e l'uovo con ghiaccio e filtrare in un bicchiere Collins.Riempi di latte e mescola.Cospargere di noce moscata e servire.;https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg;Nutmeg, Milk, 1 whole Egg, 1 tsp Powdered sugar, 2 oz cream Sherry
Sweet Bananas;Milk / Float / Shake;Non alcoholic;Highball Glass;Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.;Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.;Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.;https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg;1 tblsp Honey, 1 Banana, 2 cups Milk
Sweet Sangria;Punch / Party Drink;Alcoholic;Pitcher;Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.;Den Zucker in heißem Wasser auflösen und abkühlen lassen. Die Zitrusfrüchte schälen und stückeln. Wein, Zuckersirup, Obst und Fresca in einem Krug mischen und für einige Stunden in den Kühlschrank stellen. In hohen Gläsern mit einem Strohhalm servieren.;Sciogliere lo zucchero in acqua calda e raffreddare.  Pelare gli agrumi e spezzarli a spicchi.  Mescolare il vino, lo sciroppo di zucchero, la frutta e la Fresca in una caraffa e mettere in frigo per qualche ora.  Servire in bicchieri alti con una cannuccia.;https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg;Fresca, Lemon, wedges Lime, wedges Orange, 1 cup Apple, 2 cups hot Water, 1 cup Sugar, 2 bottles Red wine
San Francisco;Ordinary Drink;Alcoholic;Highball glass;"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.";"Nimm ein hohes Glas und lege ein paar Eiswürfel hinein, fülle den Wodka darüber und fülle ihn mit Saft, dann die ""Creme"", um die Grenadine einzufüllen, aber sehr vorsichtig an der Seite des Glases, damit sie sich am Boden niederlässt. Garniere mit Orange und Erdbeere.";"Prendete un bicchiere alto e mettete qualche cubetto di ghiaccio, riempiteci sopra la vodka e riempite con il succo poi la ""crema"", per finire riempite la granatina ma con molta attenzione a lato del bicchiere in modo che si adagi sul fondo .  Guarnire con arancia e fragola.";https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg;Orange juice, Grenadine, 2 cl Creme de Banane, 2 cl Vodka
Space Odyssey;Ordinary Drink;Alcoholic;Highball glass;Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.;Füllen Sie das Glas mit Eis und fügen Sie Spritzer von Bacardi und Malibu hinzu. Einen Spritzer Ananassaft dazugeben und mit Orangensaft auffüllen. Grenadine als Farbstoff beigeben und mit Kirschen garnieren.;Riempi il bicchiere con ghiaccio e aggiungi in dei bicchieri un pò di Bacardi e Malibu.  Aggiungere una spruzzata di succo d'ananas e guarnire con succo d'arancia.  Aggiungere la granatina per colorare e guarnire con le ciliegie.;https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg;Cherries, Grenadine, Orange juice, 1 shot Pineapple juice, 1 shot Malibu rum, 1 shot Bacardi 151 proof rum
Thriller;Ordinary Drink;Alcoholic;Cocktail glass;In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.;In einem Shaker, der halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Cocktailglas abseihen.;In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Agitare bene.Filtrare in un bicchiere da cocktail.;https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg;1 oz Orange juice, 1 oz Green Ginger Wine, 1 1/2 oz Scotch
Tia-Maria;Homemade Liqueur;Alcoholic;Collins Glass;Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.;Wasser, Zucker und Kaffee 10 Minuten lang kochen und abkühlen lassen. Rum und Vanille dazugeben. In saubere Flasche(n) geben und vor Gebrauch 1 Woche ruhen lassen.;Far bollire l'acqua, lo zucchero e il caffè per 10 minuti e lasciar raffreddare. Aggiungi rum e vaniglia. Mettere in bottiglie pulite e lasciare agire per 1 settimana prima dell'uso.;https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg;4 tsp Vanilla extract, 1 cup Rum, 4 tsp Coffee, 3/4-1 cup Brown sugar, 1 cup Water
Tipperary;Cocktail;Alcoholic;Nick and Nora Glass;Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.;Über das Eis geben. In ein gekühltes Glas abseihen. Schneiden Sie einen breiten Streifen Orangenschale und geben Sie die Orangenöle über das Getränk. Entsorgen Sie den orangefarbenen Twist.;Mescola sul ghiaccio.  Filtrare in un bicchiere freddo.;https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg;1/2 oz Green Chartreuse, 1 oz Sweet Vermouth, 2 oz Irish Whiskey
The Galah;Cocktail;Alcoholic;Collins glass;Mix together the alcoholic portions and top with Pineapple and Lime juice.;N/A;N/A;https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg;Top Lime Juice, Top Pineapple Juice, 1/2 shot Creme De Banane, 1 shot Campari, 1 shot Dark Rum
Turkeyball;Shot;Alcoholic;Shot glass;Shake with ice and strain into a shot glass.;Mit Eis schütteln und in ein Schnapsglas abseihen.;Shakerare con ghiaccio e filtra in un bicchiere da shot;https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg;1 splash Pineapple juice, 3/4 oz Amaretto, 1 oz Wild Turkey
Tom Collins;Ordinary Drink;Alcoholic;Collins glass;In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.;In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Gin, Zitronensaft und Zucker mischen. Gut schütteln. In ein Collins-Glas abseihen, das mit Eiswürfeln gefüllt ist. Füge das Club-Soda hinzu. Umrühren und mit der Kirsche und der Orangenscheibe garnieren.;In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, il succo di limone e lo zucchero.Mescolate e guarnite con la ciliegia e la fetta d'arancia.Filtrare in un bicchiere collins pieno di cubetti di ghiaccio.Aggiungi la soda club.Agitare bene.;https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg;1 Orange, 1 Maraschino cherry, 3 oz Club soda, 1 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Gin
Tomato Tang;Other/Unknown;Non alcoholic;Highball glass;Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.;Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.;Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.;https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg;1 dash Celery salt, 1-2 tblsp Lemon juice, 2 cups Tomato juice
Thai Coffee;Coffee / Tea;Non alcoholic;Highball glass;Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.;Geben Sie den Kaffee und die Gewürze in den Filterkegel Ihrer Kaffeemaschine. Kaffee wie gewohnt zubereiten, abkühlen lassen. In einem hohen Glas 1 oder 2 Teelöffel Zucker in 2 Esslöffel Kaffee auflösen (es ist einfacher zu lösen, als wenn man ihn direkt auf Eis legt). Füge 5-6 Eiswürfel hinzu und gieße Kaffee 2-3cm von der Oberseite des Glases auf. Einen Löffel auf den Kaffee legen und langsam Schlagsahne in den Löffel geben. Dadurch wird die Creme auf dem Kaffee schweben, anstatt sich sofort darin zu verteilen.;Metti il caffè e le spezie nel cono del filtro della tua caffettiera.  Prepara il caffè come al solito, lascialo raffreddare.  In un bicchiere alto, sciogli 1 o 2 cucchiaini di zucchero in 30gr di caffè (è più facile da sciogliere che se lo metti sul ghiaccio).  Aggiungere 5-6 cubetti di ghiaccio e versare il caffè a circa 1 pollice dalla parte superiore del bicchiere.  Appoggia un cucchiaio sopra il caffè e versa lentamente la panna montata nel cucchiaio.  In questo modo la crema galleggerà sul caffè anziché disperdersi subito.;https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg;Ice, Whipping cream, Sugar, 4-5 whole green Cardamom, 1/4 tsp Coriander, 6 tblsp ground Coffee
Texas Sling;Milk / Float / Shake;Alcoholic;Wine Glass;Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.;Mit Eis mischen, bis es glatt ist. In einem Tulpenglas servieren, mit Schlagsahne bedecken.;Frullare con ghiaccio fino a che liscio.  Servire in un bicchiere a tulipano, guarnire con panna montata.;https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg;1 oz Cream, 1/2 oz Bacardi 151 proof rum, 1/2 oz Amaretto, 1/2 oz Irish cream, 1/2 oz Kahlua
Tequila Fizz;Ordinary Drink;Alcoholic;Collins glass;Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.;Alle Zutaten (außer Ginger Ale) mit Eis schütteln und in ein Collins-Glas über Eiswürfel abseihen. Mit Ginger Ale füllen, umrühren und servieren.;Shakerare tutti gli ingredienti (eccetto ginger ale) con ghiaccio e filtrare in un bicchiere Collins con cubetti di ghiaccio.Riempi con ginger ale, mescola e servi.;https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg;Ginger ale, 1 Egg white, 3/4 oz Grenadine, 1 tblsp Lemon juice, 2 oz Tequila
Tequila Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.;Tequila, Zitronensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Die halbe Zitronenscheibe dazugeben, mit der Kirsche garnieren und servieren.;Shakerare la tequila, il succo di limone e lo zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour.Aggiungere la mezza fetta di limone, guarnire con la ciliegia e servire.;https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg;1 Cherry, 1/2 slice Lemon, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Tequila
Talos Coffee;Coffee / Tea;Alcoholic;Brandy snifter;Add your GM and then add your coffee.;Füge deinen GM und dann deinen Kaffee hinzu.;Aggiungi il Grand Marnier e poi aggiungi il tuo caffè.;https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg;1 part Coffee, 3 parts Grand Marnier
Tennesee Mud;Coffee / Tea;Alcoholic;Coffee Mug;Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.;Mische Kaffee, Jack Daniels und Amaretto. Creme darauf geben.;Mescola il caffè, Jack Daniels e Amaretto. Aggiungi la panna sopra.;https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg;Whipped cream, 4 oz Amaretto, 4 oz Jack Daniels, 8 oz Coffee
Turf Cocktail;Ordinary Drink;Alcoholic;Cocktail glass;Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.;Alle Zutaten (außer Orangenschale) mit Eis verrühren und in ein Cocktailglas abseihen. Orangenspirale hinzufügen und servieren.;Mescolare tutti gli ingredienti (tranne la buccia d'arancia) con ghiaccio e filtrare in una coppetta da cocktail.Aggiungere la scorza d'arancia e servire.;https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg;Twist of Orange peel, 2 dashes Bitters, 1/4 tsp Anis, 1 oz Gin, 1 oz Dry Vermouth
Thai Iced Tea;Coffee / Tea;Non alcoholic;Highball glass;Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.;Kombiniere Thai-Tee (Pulver), kochendes Wasser und gesüßte Kondensmilch, rühr sie um, bis sie vermischt sind. In 2 große Gläser mit Eiswürfeln füllen. Mit Minzblättern garnieren. Ergibt 2 Portionen.;Combina il tè tailandese (la polvere), l'acqua bollente e il latte condensato zuccherato, mescolare fino a quando non si saranno amalgamati.  Versare in 2 bicchieri alti pieni di cubetti di ghiaccio.  Guarnire con foglie di menta.  Per 2 porzioni.;https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg;garnish Mint, cubes Ice, 2 tsp sweetened Condensed milk, 1/2 cup boiling Water, 1/4 cup Thai Tea
The Last Word;Cocktail;Alcoholic;Cocktail glass;Shake with ice and strain into a cocktail glass.;Mit Eis schütteln und in ein Cocktailglas abseihen.;Shakerare con ghiaccio e filtrare in una coppetta da cocktail.;https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg;1 oz Lime Juice, 1 oz Maraschino Liqueur, 1 oz Green Chartreuse
The Laverstoke;Cocktail;Alcoholic;Balloon Glass;1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.    2) Fully fill the glass with cubed ice and stir to chill.    3) Top with Fever-Tree Ginger Ale and gently stir again to combine.    4) Garnish with a snapped ginger slice and an awoken mint sprig.;Zwei Limettenkeile in ein Ballonglas drücken und dann die Herznote, Bombay Sapphire und MARTINI Rosso Wermut hinzufügen, verrühren. Füllen Sie das Glas vollständig mit Eiswürfeln und rühren Sie es um, um es abzukühlen. Mit dem Fever-Tree Ginger Ale auffüllen und zum Mischen wieder leicht umrühren. Mit einer geöffneten Ingwerscheibe und einem Minzzweig garnieren.;1) Spremere gli spicchi di lime in un bicchiere a palloncino, quindi aggiungere la fetta di radice di zenzero, Liquore ai fiori di sambuco St-Germain, MARTINI Bianco e Zaffiro Bombay  2) Riempire completamente il bicchiere con cubetti di ghiaccio e mescolare per raffreddare.  3) Completare con Fever-Tree Ginger Ale e mescolare di nuovo delicatamente per amalgamare.  4) Guarnire con una fetta di zenzero spezzata e un rametto di menta risvegliato.;https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg;1 Large Sprig Mint, 1 Slice Ginger, 2 Wedges Lime, 75 ml Tonic Water, 15 ml Rosso Vermouth, 15 ml Elderflower cordial, 50 ml Gin
Tuxedo Cocktail;Ordinary Drink;Alcoholic;Cocktail glass;Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.;Alle Zutaten mit Eis verrühren und in ein Cocktailglas abseihen. Mit einer Kirsche und einem Schuss Zitrone garnieren.;Mescolare tutti gli ingredienti con ghiaccio e filtrare in una coppetta da cocktail. Guarnire con una ciliegia e una scorza di limone grattugiata.;https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg;1 Cherry, 2 dashes Orange bitters, 1/4 tsp Anis, 1/4 tsp Maraschino liqueur, 1 1/2 oz Gin, 1 1/2 oz Dry Vermouth
Tequila Sunrise;Cocktail;Alcoholic;Highball glass;Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.;Den Tequila und den Orangensaft in ein Glas über Eis gießen. Füge die Grenadine hinzu, die auf den Boden sinken wird. Rühren Sie sanft um, um den Sonnenaufgangseffekt zu erzeugen. Garnieren und servieren.;Versare la tequila e il succo d'arancia in un bicchiere con ghiaccio.  Aggiungere la granatina, che affonderà sul fondo.  Mescola delicatamente per creare l'effetto alba.  Guarnire e servire.;https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg;Grenadine, Orange juice, 2 measures Tequila
Tequila Slammer;Shot;Alcoholic;Hurricane glass;Mix carefully to avoid releasing the dissolved CO2.;N/A;Mescolare accuratamente per evitare di rilasciare la CO2 disciolta.;https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg;1 part 7-up, 1 shot Tequila
The Philosopher;Cocktail;Alcoholic;Margarita glass;Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.;N/A;Aggiungere tutti gli alcolici in uno shaker (meglio usare il gin Hendricks), gli arancioni e il succo di limone. Filtrare in un bicchiere Margarita, guarnire con Prosecco.;https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg;Top Prosecco, 1 dash Lemon Juice, 1 dash Orange Bitters, 1 shot Melon Liqueur, 1 shot Gin
