residual sugar,alcohol,density,quality
7.6,8.9,0.9959,bad
7.5,8.9,0.9959,bad
1.3,9.4,0.9937,bad
1.3,10.6,0.992,bad
4.8,9,0.9967,bad
2.1,10.5,0.9944,bad
16.85,9,0.9998,bad
16.85,9,0.9998,bad
4.1,9.4,0.9942,bad
16.85,9,0.9998,bad
1.3,9.6,0.9945,bad
16.85,9,0.9998,bad
7.4,10.2,0.9946,good
4.1,9.4,0.9942,bad
0.9,10.4,0.9928,bad
6.3,10.4,0.9946,bad
0.8,9.5,0.9927,bad
1.4,10.6,0.9938,bad
1,11,0.9918,bad
1.3,9.6,0.9945,bad
4.5,9.9,0.9966,bad
5.4,9.6,0.9954,bad
1.9,12.8,0.9913,bad
2,11.4,0.9931,bad
12.7,10,0.9986,bad
8.6,9.1,0.9965,bad
11.1,9.4,0.9984,good
2,10.2,0.9952,bad
2.8,9.2,0.9956,bad
4.5,9.4,0.9949,bad
5.4,9.6,0.9954,bad
9.1,10.1,0.996,bad
2,11.4,0.9931,bad
2.2,10.6,0.992,bad
4.1,12.8,0.9912,good
11.8,8.9,0.9978,bad
1.2,9.3,0.9938,bad
2.2,11.1,0.9914,good
1.4,9.9,0.9932,bad
1.6,9.6,0.9944,bad
1.9,12.8,0.9913,bad
5.2,10.7,0.9948,good
14.45,9.2,0.998,bad
14.75,9.1,0.9998,good
8.3,9.6,0.9964,bad
14.2,9.2,0.9992,bad
5.2,10.7,0.9948,good
14.75,9.1,0.9998,good
14.45,9.2,0.998,bad
6.9,10.7,0.9939,good
1.5,10.8,0.992,bad
1.5,10.8,0.9922,good
7.8,9,0.9955,bad
1.5,10.7,0.9917,bad
1.5,10.7,0.9917,bad
1.5,9.4,0.9954,bad
15.55,8.8,0.9986,bad
7.8,9,0.9955,bad
1.7,11.5,0.9917,bad
1.5,12.5,0.9907,bad
1,10.5,0.9922,bad
6.7,9.7,0.9958,bad
1.6,11.3,0.993,bad
1.5,10.7,0.9917,bad
1.2,10.8,0.9926,bad
7.1,10.6,0.9959,bad
1,11.7,0.9906,good
12.1,9.2,0.9993,bad
7.1,11.1,0.993,good
1,11.7,0.9906,good
1.15,11,0.992,bad
6,12.5,0.992,good
1.2,10,0.994,bad
7.1,10.6,0.9959,bad
2.3,12.3,0.9908,good
3.4,12.7,0.9902,bad
2.3,12.3,0.9908,good
6.5,10.5,0.9943,bad
1.2,12.5,0.9921,bad
1.15,12.4,0.9911,bad
13,8.7,0.9986,bad
4.5,12.4,0.992,good
5.85,12.6,0.992,good
5.2,11,0.9943,bad
1.3,10.1,0.9937,bad
1.7,10.5,0.993,bad
3.4,12.7,0.9902,bad
3.6,10.9,0.9928,bad
2.7,13.5,0.9896,good
2.2,9.7,0.998,bad
1.8,9.2,0.9954,bad
2.1,10.6,0.9938,good
6.6,13.3,0.9918,good
2.7,13.5,0.9896,good
5.1,10.1,0.9944,bad
17.55,9.4,0.9999,bad
5.2,10.6,0.9953,good
1.1,11.3,0.992,bad
1.1,10.8,0.9925,good
10.7,10.4,0.9981,bad
5.15,10.5,0.9952,good
1.1,9.3,0.9927,bad
1.1,9.3,0.9927,bad
1.8,12.2,0.9911,good
1,9.2,0.9936,bad
1.8,10.3,0.9959,bad
1.4,9.4,0.9946,bad
6.7,10.2,0.9948,bad
6.8,9,0.9955,bad
6.8,9.3,0.9951,bad
7.1,9.2,0.9952,bad
1.5,9.4,0.9946,bad
1.4,9.4,0.9946,bad
1.45,9.5,0.9944,bad
1.2,9.9,0.9938,bad
7.4,11.1,0.9963,good
4.2,12.3,0.991,good
14.6,8.6,1.0003,good
10.5,9.4,0.9966,bad
13.8,9.4,0.9993,bad
14.6,8.6,1.0003,good
1.1,10.9,0.9938,bad
5.3,9.4,0.9965,bad
1.1,10.9,0.9938,bad
13.8,9.4,0.9993,bad
1.5,9.2,0.9938,bad
14.6,8.6,1.0003,good
10.5,9.4,0.9966,bad
4.9,10.8,0.9942,bad
1.9,10.5,0.9928,bad
1.7,12.5,0.991,bad
1.8,12.1,0.9911,good
10.7,8.7,0.9977,bad
8.8,12.7,0.9927,good
1.8,12.1,0.9911,good
1.7,12.5,0.991,bad
1.8,11.4,0.9912,good
1.6,12.9,0.9907,good
1.4,12.8,0.9902,good
1.6,11.2,0.992,bad
1.5,9.7,0.994,bad
9.2,9.7,0.9966,bad
1.1,10.3,0.993,bad
4.3,11.6,0.993,bad
4.2,11.6,0.993,bad
9.2,9.7,0.9966,bad
5,10.9,0.9942,bad
6.8,12.6,0.9925,good
5.2,12.4,0.9925,bad
4.75,11.5,0.9928,bad
5.9,10.2,0.995,bad
7.7,11.4,0.9939,bad
6.4,9.6,0.9958,bad
8.1,10.3,0.9952,bad
17.35,9.3,1,bad
1.8,10.7,0.9948,good
1.8,12.8,0.99,good
1.5,9.5,0.9958,bad
1.6,10.4,0.9948,bad
1.6,10.3,0.9949,bad
13.5,9.9,0.997,bad
3.75,10.7,0.9927,bad
1.3,10.5,0.9938,bad
1.3,9.6,0.9949,bad
6.2,9.3,0.9953,bad
9.7,10,0.997,bad
2,11.2,0.9932,bad
1.4,10.8,0.9927,bad
1.1,10.3,0.9932,bad
6.6,8.8,0.9955,bad
1.5,12.8,0.9914,bad
4.6,13.2,0.991,bad
0.9,10.1,0.992,bad
1.7,11,0.9924,bad
1.3,10.8,0.9927,bad
2.3,12.8,0.9911,good
6.8,9.2,0.9958,bad
1.5,10.5,0.9928,bad
1.2,11.7,0.9902,bad
2.1,9.5,0.994,bad
2.2,9.5,0.994,bad
8.8,8.8,0.9972,bad
17,9.3,1.0004,good
1.8,12.6,0.991,good
1.2,12.4,0.9918,bad
2.3,10.1,0.995,bad
7,11.2,0.9941,good
6.4,10,0.9956,bad
6.4,10,0.9956,bad
12.15,10.8,0.9959,bad
0.8,10,0.9922,bad
2,10.4,0.9931,bad
12.15,10.8,0.9959,bad
12.4,9.8,0.9984,bad
1.9,12.2,0.9908,good
1.1,12.7,0.991,good
6.2,12.2,0.9928,good
6.3,11.9,0.9936,good
7,11.2,0.9941,good
0.9,10.4,0.9924,bad
3.9,12.8,0.9917,good
3.9,12.7,0.9906,good
2.3,10.1,0.995,bad
6.4,10,0.9956,bad
1.8,9,0.9955,bad
1.1,11.4,0.9907,bad
15.4,8.9,1,bad
6.5,9.3,0.9953,bad
2.4,12,0.9911,good
1.4,10.8,0.9922,good
5.7,10.5,0.9951,bad
5.7,10.6,0.9948,good
1.4,11.3,0.9906,good
1.4,9.5,0.994,bad
1.1,11.4,0.9907,bad
1.2,10.1,0.9927,good
0.9,10.9,0.9914,bad
3.8,8.9,0.9958,bad
15.4,8.9,1,bad
14.15,9.3,0.9984,bad
1.9,10.4,0.9941,bad
9.2,12,0.9944,good
8.2,9.5,0.998,bad
8.2,9.5,0.998,bad
2.7,12.4,0.9902,good
1.7,11.2,0.9911,good
1.7,11.4,0.9929,bad
1.7,11.4,0.993,bad
1.6,11.1,0.9918,good
0.9,10.4,0.992,bad
8.5,12,0.9932,good
5.7,12.3,0.992,good
3.1,9.1,0.994,bad
1.3,10.5,0.9923,bad
1.6,11.4,0.993,bad
1.3,9.5,0.9956,bad
4.5,13.7,0.9907,good
2.8,13.4,0.99,bad
1.2,11.3,0.9918,good
0.9,10,0.9926,bad
7.4,10.1,0.995,bad
1.4,12.2,0.99,bad
2.8,13.4,0.99,bad
4.6,9.3,0.9946,bad
4.5,13.7,0.9907,good
1.6,12.3,0.9898,good
1.2,11.3,0.9918,good
13.1,8.9,0.9986,good
13.1,8.9,0.9986,good
5.7,11.5,0.9928,bad
13.1,8.9,0.9986,good
12.6,9.3,0.9979,bad
5.4,11.1,0.994,good
2.2,10.9,0.9937,good
6.6,11.6,0.9938,bad
6.9,10.2,0.9942,bad
6.8,10.5,0.9944,good
3.6,11.4,0.993,bad
13.1,8.9,0.9986,good
1.2,10.6,0.9932,bad
5.9,11.6,0.9934,bad
5.7,11.5,0.9928,bad
4.1,12.3,0.9925,good
7.1,10.8,0.9944,bad
1.4,11.3,0.9909,bad
0.8,9.3,0.9932,bad
1.3,10,0.9934,bad
15.55,11,1.0001,bad
1,10.2,0.992,bad
1.6,10.8,0.9916,good
11.8,10.1,0.998,bad
4.5,11.6,0.9919,bad
1.1,9.1,0.9925,bad
10,10,0.9977,bad
7.1,10.8,0.9944,bad
0.9,11.4,0.991,bad
1,12.7,0.99,bad
1.1,11.3,0.9917,bad
1.1,10.4,0.9923,good
1.5,9.6,0.9928,bad
1,10.1,0.9923,bad
1.5,9.6,0.9928,bad
2.9,12.1,0.9902,good
1.2,12.2,0.9893,bad
1.1,11.3,0.9917,bad
14.2,9.6,0.9982,bad
17.85,9.2,1.0005,bad
1.1,10.4,0.9923,good
7.1,9.5,0.9951,bad
7.6,8.9,0.9956,bad
13.6,8.8,0.998,bad
1.4,10.5,0.9928,bad
1.2,9.4,0.9938,bad
5.3,12.2,0.9914,bad
13,11.3,0.9955,bad
4.45,12.2,0.9924,bad
1.2,12.2,0.9911,bad
1.2,11.2,0.9917,bad
1.2,11.2,0.9917,bad
6.6,11.5,0.9932,bad
13,11.3,0.9955,bad
1.1,9.3,0.9929,bad
13,11.3,0.9955,bad
14,11.8,0.9958,good
19.8,9.2,1.0012,bad
11.2,9.2,0.9968,bad
1.2,12.2,0.9911,bad
4.45,12.2,0.9924,bad
2.7,12.2,0.991,bad
4.5,10.6,0.9946,bad
3.6,12.4,0.9928,bad
5.4,10.8,0.9946,bad
1.2,11.2,0.9917,bad
1.2,11,0.9918,bad
9.1,12.7,0.9926,good
0.8,10.2,0.9931,bad
6.6,11.5,0.9932,bad
3,12.3,0.9903,good
1.6,9.8,0.9928,bad
1.1,9.3,0.9929,bad
14,11.8,0.9958,good
13,11.3,0.9955,bad
1.35,11.4,0.9911,bad
5.9,10.8,0.9938,bad
3.6,9.5,0.9942,bad
1.3,10.2,0.9945,bad
8.7,10.7,0.9962,bad
1.2,10.8,0.992,bad
4.6,11.5,0.9927,bad
2,10.7,0.9948,bad
1.3,10.2,0.9945,bad
1.7,10.1,0.9942,bad
2.4,10.4,0.9952,bad
3.6,9.5,0.9942,bad
4.6,9.1,0.9958,bad
1.5,10.6,0.9918,bad
0.9,9.4,0.9932,bad
19.4,9.8,1.0004,bad
13.3,9.5,0.9972,bad
17.85,9.3,0.9998,bad
1.1,10.3,0.9918,bad
1.3,11.1,0.9918,bad
9.4,10,0.9964,bad
9,12.3,0.9936,good
8.65,12.4,0.9931,good
9.6,12.3,0.9938,good
1.1,10.4,0.9934,bad
1.2,12.1,0.99,good
1.8,12.5,0.9914,bad
2.1,13,0.9904,bad
9.3,11,0.994,good
1.7,10.1,0.9938,bad
1.2,9.2,0.9933,bad
4.6,12.6,0.9909,good
12.8,12.2,0.9942,good
1.5,9.8,0.9945,good
8.1,11,0.9954,bad
7.5,10,0.996,bad
14.5,9.8,0.9991,bad
1.6,10.5,0.993,bad
1.8,10,0.9942,bad
3.2,11.2,0.9934,bad
9.4,11,0.9939,good
9.9,11.2,0.9937,bad
9.3,11,0.994,good
1.3,10.5,0.9926,bad
9.6,10.6,0.9951,bad
9.3,10.6,0.9952,bad
7.8,12,0.9935,bad
1.7,10.1,0.9938,bad
1.7,10.1,0.9939,bad
1.2,9.2,0.9933,bad
1.4,11,0.9927,bad
9,10,0.998,bad
18.15,8.7,0.9997,bad
12.5,8.7,0.9981,bad
1.1,11.1,0.992,bad
7.7,11,0.9954,bad
1.1,11.1,0.992,bad
18.15,8.7,0.9997,bad
12.5,8.7,0.9981,bad
8.1,11.2,0.9943,good
7.7,11.1,0.9941,good
5,10.8,0.9936,bad
15.6,9,0.9996,bad
1.5,10.3,0.9932,bad
1,9.9,0.9926,bad
1,10,0.9936,bad
1,9.8,0.992,bad
5,10.8,0.9936,bad
15.6,9,0.9996,bad
0.8,9.1,0.993,bad
1.3,10.6,0.9924,bad
1.1,10.6,0.9928,bad
1,9.9,0.9926,bad
5.2,10.6,0.9952,bad
4.7,9.9,0.9945,bad
4.8,9.9,0.9945,bad
1.8,12.8,0.9903,bad
1.5,10.3,0.9932,bad
5.2,10.6,0.9953,bad
1.2,8.7,0.9936,bad
1.8,12.6,0.9912,good
7.6,11,0.9962,good
8.2,11.2,0.9965,good
1.3,10.7,0.9932,good
10,9.6,0.9967,bad
5.2,10.6,0.9953,bad
6.4,9,0.9963,bad
1,10.5,0.992,bad
1.8,12.8,0.991,bad
2,10.1,0.9958,bad
1.5,12.2,0.99,good
1.8,12.8,0.991,bad
2,10.1,0.9958,bad
3.5,10.1,0.9938,bad
18.05,9.2,0.9996,bad
1.8,9.9,0.9946,bad
8.2,9.7,0.9974,bad
5,9.9,0.9945,bad
4.6,9.9,0.9946,bad
8.2,9.7,0.9974,bad
7,10.3,0.9957,bad
3.1,10.3,0.9931,bad
8.8,10.5,0.9947,bad
2.4,10.5,0.9953,bad
1.4,9.8,0.9931,bad
1.8,10.6,0.9946,bad
11.9,10.1,0.9978,bad
13.4,9,0.9989,bad
15.4,9.5,1.0004,bad
7.2,11.5,0.9938,bad
7.4,11.9,0.9934,good
11.9,10.1,0.9978,bad
7.8,9.2,0.9956,bad
13.5,8.7,0.9982,bad
1.3,9.8,0.9948,bad
7.8,9.2,0.9956,bad
13.5,8.7,0.9982,bad
1.5,11.2,0.9926,bad
1.2,12.3,0.991,bad
6.4,10.4,0.9945,bad
1.2,10.7,0.9916,bad
7.3,10.5,0.9953,bad
3.8,9.4,0.9938,bad
7.3,9.2,0.9956,bad
2.7,11.9,0.9906,bad
7.3,9.2,0.9956,bad
1.4,9.9,0.9932,bad
1.6,11.4,0.9914,bad
3.8,9.4,0.9938,bad
8,10.7,0.996,bad
4.7,12.7,0.9906,bad
1.9,13.5,0.98815,good
2.8,9.5,0.9942,bad
2.2,12.9,0.9903,good
1.7,12.5,0.9906,bad
4.9,9.5,0.9935,good
23.5,8.6,1.0024,bad
11.8,10,0.9968,good
1.7,12.5,0.9906,bad
5.2,10.1,0.9941,bad
3.2,11.3,0.9919,good
1.5,10.6,0.9928,good
11.7,10.8,0.9958,bad
1.6,10.7,0.9932,bad
7.3,9,0.9957,bad
1.6,9.2,0.9937,bad
13.3,8.5,0.9982,bad
6,11.3,0.9928,good
3.2,11.3,0.9919,good
1.6,9.4,0.9956,bad
7.7,8.7,0.9957,bad
5.9,9.4,0.9954,bad
1,10.5,0.993,good
6.4,9.7,0.9954,bad
10.4,10.2,0.9987,bad
1.6,9.4,0.9956,bad
3.5,11.5,0.9928,bad
7.7,9.6,0.9951,bad
1.8,11.4,0.993,bad
3.5,11.5,0.9928,bad
6.5,12.2,0.9926,good
6.7,11,0.9938,good
16.8,9.2,1.0001,bad
1.6,10.2,0.9933,bad
7,10,0.9952,bad
1.2,9.7,0.9934,bad
13,9.2,0.9988,bad
3.8,10.5,0.993,bad
7,10,0.9952,bad
7.5,10.1,0.9948,bad
15.55,9.1,0.9998,good
12.3,10.2,0.9971,good
15.55,9.1,0.9998,good
9.4,10.5,0.9962,good
7.5,10.1,0.9948,bad
1.2,12.1,0.99,good
1.6,10.2,0.9942,bad
1.6,9.4,0.9965,bad
3.95,12.8,0.9912,good
12.8,9,0.9978,bad
1,10.9,0.9928,bad
31.6,8.8,1.0103,bad
7.4,9,0.9956,bad
1.3,10.2,0.9936,bad
1.1,9.2,0.9929,bad
7.8,11.3,0.9966,bad
7.7,8.8,0.9964,bad
7.7,9.3,0.996,bad
7.8,9.4,0.9959,bad
8.3,10.3,0.9954,bad
1.4,10.8,0.9914,good
31.6,8.8,1.0103,bad
15.4,9,1.0004,bad
1,11.5,0.9911,good
1,10.8,0.9938,bad
5.9,11.8,0.9927,bad
1.2,10.5,0.9922,good
1.2,9.9,0.9924,bad
6.7,9.8,0.9963,bad
6.5,11.4,0.9936,good
4.8,9.3,0.9951,bad
5.3,9.3,0.9951,bad
8.9,10.3,0.9955,bad
8.8,8.9,0.9961,bad
6.5,11.4,0.9936,good
1.8,11.1,0.992,bad
6.6,10.4,0.9944,bad
5.7,10.1,0.9944,bad
18.35,9,1.0008,bad
10,11.9,0.9962,bad
14.4,9,0.9986,good
14.4,9,0.9986,good
17.85,9.1,1,good
14.4,9,0.9986,good
9.4,10,0.9982,bad
17.85,9.1,1,good
1.55,9.4,0.9949,bad
1.3,11.4,0.9915,bad
1.5,9.7,0.9951,bad
14.4,9,0.9986,good
4.2,11.8,0.9927,bad
8.6,10.2,0.9955,bad
1.4,9.2,0.9952,bad
3,11,0.9928,bad
14.9,10,0.9982,bad
2,12.2,0.9914,bad
4.2,11.8,0.9927,bad
2.2,11.6,0.9918,bad
1.8,10.2,0.9944,bad
11.1,10.3,0.9969,bad
4.2,8.6,0.9955,bad
6.4,9.6,0.9954,bad
6.4,9.6,0.9955,bad
1.5,11.3,0.9921,bad
1.5,9.9,0.9934,bad
16.95,9.6,0.9998,bad
1.7,10.6,0.9946,bad
13.6,9.8,0.9984,bad
1.6,10.5,0.9924,bad
6.1,10.8,0.9939,bad
3,10,0.995,bad
6.2,10.1,0.9957,bad
6.6,9.4,0.9953,bad
1.6,11.5,0.9912,good
6,10.8,0.9939,bad
1.5,9.9,0.9921,bad
1.7,9,0.9954,bad
1.8,9.4,0.9933,bad
2.6,10.8,0.9941,good
2.7,10.9,0.995,good
19.5,12,0.9977,bad
1.6,11.5,0.9912,good
5,10.5,0.9945,bad
4.6,9.3,0.9952,bad
6.4,11.8,0.9924,bad
14.5,10,0.9986,bad
6.6,9.4,0.9953,bad
6.7,11.4,0.9939,bad
1.1,10.4,0.9929,bad
13.8,9.5,0.9988,bad
2.5,11.9,0.9906,bad
1.1,11.1,0.9914,bad
9.6,9.6,0.9978,bad
4.6,12,0.9928,bad
3.1,8.7,0.9948,bad
9.6,9.6,0.9978,bad
1.8,10,0.9946,bad
1.05,11.4,0.9908,bad
6.5,9.6,0.9954,bad
2,12.9,0.9906,bad
14.9,9.7,0.99705,bad
10,9.3,0.9982,bad
1.1,9.1,0.9932,bad
12,8.6,0.9977,bad
4.8,9.9,0.994,bad
10,9.3,0.9982,bad
1.2,10.9,0.9929,bad
1.5,10.2,0.9924,bad
10.4,9.7,0.9966,bad
2.5,11.4,0.9921,good
12.3,9.5,0.9967,bad
1.4,10.2,0.9934,good
2.2,11.1,0.9914,bad
14.9,9.7,0.99705,bad
8,9.3,0.9961,bad
8.6,8.8,0.9967,bad
1.2,10.6,0.9926,bad
8.7,9.3,0.99605,bad
5.4,10.2,0.99435,bad
5.7,10.2,0.9948,bad
1.5,11,0.9916,good
10.9,9.6,0.997,bad
8,9.3,0.9961,bad
8.6,8.8,0.9967,bad
7.7,8.8,0.9961,bad
1.7,8.9,0.9955,bad
1.4,10,0.9922,bad
4.5,12.2,0.9918,good
9.9,10.9,0.9955,bad
1.4,9.5,0.9941,bad
9.5,10.9,0.9955,bad
9.9,10.9,0.9955,bad
3,10.8,0.9924,bad
19.6,12,0.9973,bad
14,9.8,0.999,bad
1.4,9.5,0.9941,bad
1.8,11,0.9922,good
1.8,11,0.9922,good
5.4,9.8,0.9953,bad
1.8,10.5,0.9945,bad
9.25,11.4,0.9945,bad
1.5,10.1,0.9957,bad
6.8,11.6,0.9932,good
9.25,11.4,0.9945,bad
2.6,11.8,0.9913,good
2.1,12.1,0.9909,good
7.6,12,0.9939,bad
1.6,12.1,0.991,good
1.4,9.1,0.9954,bad
1.6,9.3,0.9943,bad
1.4,10.4,0.993,bad
17.95,9.1,1.0002,bad
2,9.4,0.9946,bad
6.3,9.6,0.9953,bad
1.4,12,0.9918,bad
9.05,11.3,0.9936,good
15.4,8.7,0.9984,bad
7.1,9.9,0.9956,bad
10.2,9.3,0.9966,bad
1.6,9.5,0.9942,bad
15.4,8.7,0.9984,bad
7.1,9.9,0.9956,bad
10.2,9.3,0.9966,bad
12.4,9.4,0.9974,bad
3.4,9.4,0.9944,bad
15,8.8,1.0008,bad
12.4,9.4,0.9974,bad
15,8.8,1.0008,bad
1.5,9.9,0.9928,bad
3.4,9.4,0.9944,bad
4.8,12.6,0.9908,bad
1.2,11.1,0.9917,bad
4.1,12.8,0.9911,good
2.8,12,0.9912,bad
13.9,12,0.9953,good
0.8,9.2,0.9932,bad
1,12.3,0.9896,bad
1.2,13,0.9889,bad
2.8,12,0.9912,bad
1.7,10.9,0.9926,bad
4.1,12.8,0.9911,good
6.3,10,0.9964,bad
11.5,9,0.9974,bad
1.5,10.4,0.9944,bad
11.5,9,0.9974,bad
6.3,10,0.9964,bad
6.3,10,0.9963,bad
11.2,11.3,0.9948,good
11.2,11.3,0.9948,good
15.1,12,0.9953,good
11.2,11.3,0.9948,good
15.1,12,0.9953,good
5.6,10.6,0.9949,bad
12.6,9.3,0.9988,bad
5.7,9.4,0.9954,bad
2.2,11,0.992,good
11,9.3,0.9984,bad
5.7,9.4,0.9954,bad
1,10.5,0.9926,bad
2.2,11,0.992,good
11.8,9.5,0.9976,bad
7.8,11.2,0.9972,bad
4.7,12.3,0.991,bad
11.5,9,0.998,bad
7.9,9,0.9966,bad
11.5,9,0.998,bad
17.8,9,1.0007,bad
1.7,11.4,0.992,bad
1.6,11,0.9925,good
4.7,12.3,0.991,bad
1.6,10.4,0.9934,good
2.4,10.3,0.9955,bad
6.4,10.5,0.9944,good
14,9.8,0.9981,bad
1.6,10,0.9968,bad
1.6,9.7,0.9946,bad
1.4,9.7,0.9946,bad
14,9.8,0.9981,bad
4.7,10.5,0.9946,bad
10.2,10,0.997,bad
2.3,11.5,0.9924,good
7.8,9.5,0.9958,bad
2.4,10.5,0.994,bad
8.3,10.2,0.9958,bad
13.9,9.8,0.9984,bad
13.8,11.6,0.9948,bad
7.3,11.8,0.9932,good
8.5,10.1,0.9952,good
1.8,10.3,0.9924,bad
5.1,10.4,0.9945,bad
16.05,8.9,0.9976,bad
16.05,8.9,0.9976,bad
7.35,10.8,0.9938,bad
16.05,9.2,0.9997,bad
2,9.6,0.994,bad
1.2,10.4,0.9921,bad
14,8.7,0.9986,bad
16.2,9.2,0.9987,bad
14.3,9.2,0.9991,bad
16.2,9.2,0.9987,bad
14.3,9.2,0.9991,bad
14.3,9.2,0.9991,bad
7.9,10.2,0.9948,bad
16.2,9.2,0.9987,bad
1,9,0.993,bad
13.6,9.7,0.9988,bad
17.85,9.6,1,bad
1.3,10,0.9932,bad
14.3,9.2,0.9991,bad
13.7,9.1,0.9989,bad
18.3,8.7,1,bad
18.3,8.7,1,bad
6.5,9.5,0.9952,bad
10.3,9.5,0.9969,bad
8.1,8.9,0.9966,bad
8.1,8.9,0.9966,bad
8.6,9.9,0.9976,bad
1.9,12.6,0.99,good
14.1,9.7,0.9988,bad
7.9,10.4,0.9942,bad
10.7,9.1,0.9984,bad
1.2,10.4,0.9932,bad
10.3,9.5,0.9969,bad
8.1,8.9,0.9966,bad
1.9,10.6,0.9933,bad
2.7,12,0.9916,good
5.7,12.5,0.9914,good
9.3,9.6,0.9966,bad
8.1,9.2,0.9958,bad
1.3,9.9,0.9926,bad
8.5,11.7,0.9939,bad
2.1,9.6,0.9953,bad
3.5,12,0.9906,bad
5.7,12.5,0.9914,good
8.1,9.2,0.9958,bad
1.3,9.9,0.9926,bad
14.4,8.9,0.9991,bad
13.7,9,0.9994,bad
11.1,10.2,0.9976,good
9.3,9.6,0.9966,bad
4.9,9.4,0.9953,bad
1.7,10.4,0.9923,bad
1.6,10.4,0.993,bad
1.4,10,0.9931,bad
1.4,10,0.9932,bad
1.6,10.5,0.9926,bad
6.8,11.4,0.9938,bad
9.7,10.2,0.9966,bad
10.5,10.4,0.9974,bad
2,11,0.9924,bad
6.2,10.1,0.9948,bad
8.3,9.2,0.9964,bad
1.6,10.3,0.9924,bad
9.7,10.2,0.9966,bad
10.5,10.4,0.9974,bad
4.6,11.1,0.9938,good
1.2,9.9,0.9928,bad
7.6,9,0.9959,bad
15,8.6,1.0001,bad
7.6,9,0.9959,bad
15,8.6,1.0001,bad
11.6,9.5,0.9968,bad
1.1,9,0.9932,bad
7.8,10,0.9954,bad
12,9,0.9992,bad
1.1,9,0.9932,bad
1.4,10.2,0.9939,good
6.7,9.6,0.9952,bad
17.2,9.7,0.9996,bad
1.4,10.2,0.9966,bad
8.2,13,0.9925,good
4.3,10.8,0.996,bad
17.2,9.7,0.9996,bad
11.1,9,0.9973,bad
1.1,9.9,0.9937,bad
7.2,9.2,0.9966,bad
16.6,8.7,1.0017,bad
1,10.1,0.993,bad
1,10.1,0.993,bad
1.3,9.5,0.9959,bad
1.4,9.9,0.9958,bad
16.6,8.7,1.0017,bad
6.9,9,0.9958,bad
13.3,8.6,0.9979,bad
8.1,10.5,0.9941,bad
9.2,9.5,0.997,good
1.4,10.1,0.9934,bad
3.2,11.7,0.9927,good
2.5,10.7,0.9944,bad
3.2,11.7,0.9927,good
4.5,9.2,0.9963,bad
18.35,8.8,1.0011,bad
18.35,8.8,1.0011,bad
7.8,9.5,0.9959,bad
7,10.2,0.9973,bad
6.3,9.1,0.9966,bad
1.2,10.5,0.9932,bad
12.8,9,0.9984,bad
14.2,8.9,0.999,good
14.2,8.9,0.999,good
14.2,8.9,0.999,good
14.2,8.9,0.999,good
14.2,8.9,0.999,good
16.65,9.1,1.0006,bad
1.9,10.1,0.9937,bad
7.7,10,0.9954,bad
10.4,9.5,0.997,bad
3.3,12.3,0.9912,good
1.1,9.1,0.9939,bad
14.2,8.9,0.999,good
6.3,9.6,0.9957,bad
5.25,11.6,0.9926,bad
14.6,8.8,0.9994,bad
11.8,8.9,1.0004,bad
14.6,8.8,0.9994,bad
11.8,8.9,1.0004,bad
11.8,8.9,1.0004,bad
17.3,9,1.0002,bad
1.4,10,0.9922,bad
1.3,10,0.9922,bad
1.6,11.1,0.9934,bad
5.25,11.6,0.9926,bad
2.4,10.6,0.9941,bad
14.6,8.8,0.9994,bad
11.8,8.9,1.0004,bad
1.5,10.1,0.9924,bad
1.8,10,0.9948,bad
7.7,12.2,0.9935,good
2,11,0.9918,bad
1.8,10,0.9948,bad
1.4,11.1,0.9924,bad
16.7,10.4,0.9979,bad
8.1,11.8,0.993,bad
8,10.8,0.994,bad
4.7,12.5,0.991,good
8.1,11.8,0.993,bad
2.1,11.6,0.9922,good
16.7,10.4,0.9979,bad
6.4,11.5,0.9937,bad
1.5,10.1,0.9928,bad
7.6,9.2,0.9965,bad
1.5,10.1,0.9928,bad
12.4,9.2,0.9991,bad
1.3,8.9,0.9948,bad
1.7,10.1,0.9925,bad
8.1,8.9,0.9958,bad
7.1,9.7,0.9962,bad
7.6,9.2,0.9965,bad
2.3,11,0.9951,bad
6.5,10.7,0.9944,bad
1.4,10.8,0.9916,bad
12.7,9.8,0.9987,bad
1.6,11,0.9928,bad
1.1,10.4,0.9926,bad
1.2,10.2,0.9934,bad
6.5,10.7,0.9944,bad
4.6,9,0.9949,bad
0.6,10.6,0.9926,bad
10.6,9.5,0.997,bad
4.6,9,0.9949,bad
4.8,9.2,0.9948,bad
2.7,11,0.992,bad
12.6,9.9,0.9964,bad
0.6,10.6,0.9926,bad
9.2,9.3,0.9982,bad
6.6,9.6,0.9955,bad
7,9.5,0.9955,bad
8.45,9.7,0.9958,good
11.1,9.7,0.9997,bad
18.15,8.7,1.0001,bad
18.15,8.7,1.0001,bad
4.1,12.4,0.9918,bad
4.1,12.4,0.9918,bad
4.6,10.6,0.9931,bad
18.15,8.7,1.0001,bad
4.9,12,0.9926,good
8.3,9,0.9966,bad
1.4,8.8,0.9932,bad
11.5,9.5,0.9969,bad
1.8,10.8,0.9925,bad
1.6,11.4,0.9914,bad
2.4,10.3,0.996,bad
4.9,9.5,0.9952,bad
1.8,9.9,0.9934,bad
4.3,10.2,0.9939,bad
4.4,10.2,0.9939,bad
1.4,11,0.9906,bad
1.6,12.1,0.9901,good
1.3,9.1,0.9948,bad
