free sulfur dioxide,total sulfur dioxide,pH,sulphates,quality
16,89,3.54,0.88,good
16,89,3.54,0.88,good
15,28,3.42,0.7,good
13,29,3.42,0.62,good
19,49,3.4,0.76,good
12,19,3.17,0.81,good
17,24,3.24,0.7,good
15,24,3.44,0.68,good
24,34,3.29,0.8,good
48,143,3.54,0.52,good
28,112,3.25,0.55,good
29,75,3.33,0.39,good
29,75,3.33,0.39,good
19,102,3.17,0.35,good
41,122,3.47,0.48,good
37,114,3.1,0.71,good
38,167,3.16,0.53,good
39,124,3.34,0.58,good
21,82,3.32,0.46,good
27,124,3.22,0.49,good
30,96,3.33,0.64,good
30,96,3.33,0.64,good
31,87,3.26,0.37,good
20,69,3.31,0.65,good
47,136,3.26,0.4,good
48,136,3.25,0.41,good
51,148,3.21,0.44,good
15,80,2.95,0.36,good
48,203,3.45,0.54,good
47,179,3.3,0.57,good
48,203,3.45,0.54,good
30,96,3.15,0.54,good
19,80,3.38,0.58,good
46,152,3.12,0.32,good
38,124,3.29,0.42,good
43,119,3.36,0.33,good
43,119,3.36,0.33,good
38,124,3.29,0.42,good
25,98,3.08,0.44,good
31,130,3.35,0.33,good
26,109,3.26,0.57,good
35,111,3.32,0.59,good
35,105,3.3,0.44,good
35,105,3.3,0.44,good
40,120,3.34,0.41,good
23,100,3.15,0.38,good
26,139,3.16,0.61,good
12,77,3.25,0.36,good
12,76,3.25,0.37,good
45,147,3.32,0.58,good
8,97,3.27,0.41,good
8,97,3.27,0.41,good
17,105,3.26,0.68,good
22,112,3.19,0.38,good
36,114,3.3,0.6,good
49,192,2.98,0.48,good
49,192,2.98,0.48,good
49,192,2.98,0.48,good
49,192,2.98,0.48,good
26,157,3.44,0.64,good
82,187,3.19,0.6,good
30,134,3.2,0.42,good
16,100,3.4,0.71,good
35,164,3.53,0.51,good
19,133,3.52,0.43,good
15,65,3.61,0.61,good
34,101,3.36,0.6,good
49,141,3.43,0.85,good
27,153,3.19,0.55,good
20,68,3.36,0.51,good
47,146,3.27,0.74,good
32,138,3.03,0.3,good
32,138,3.03,0.3,good
18,102,3.49,0.42,good
29,113,3.4,0.71,good
18,89,3.51,0.38,good
18,89,3.51,0.38,good
12,119,3.32,0.51,good
21,98,3.15,0.46,good
12,119,3.32,0.51,good
21,98,3.15,0.46,good
20,125,3.38,0.39,good
18,89,3.51,0.38,good
24,115,3.48,0.39,good
60,181,3.18,0.61,good
60,181,3.18,0.61,good
40,99,3.39,0.39,good
41,136,3.16,0.37,good
47,162,3.34,0.52,good
73.5,214,3.18,0.61,good
31,104,3.35,0.47,good
24,97,3.38,0.49,good
49,186,3.35,0.64,good
73.5,214,3.18,0.61,good
24,102,3.29,0.59,good
54,126,3.43,0.65,good
34,127,3.48,0.56,good
27,160,3.46,0.51,good
32,113,3.41,0.51,good
34,127,3.48,0.56,good
11,82,3.3,0.4,good
34,132,3.36,0.48,good
42,105,2.99,0.39,good
12,65,3.25,0.4,good
40,170,3.64,0.54,good
40,170,3.64,0.54,good
34,115,3.17,0.39,good
30,127,3.49,0.5,good
40,168,3.07,0.52,good
31,93,2.93,0.37,good
32,118,3,0.38,good
40,168,3.07,0.52,good
32,118,3,0.38,good
31,93,2.93,0.37,good
31,150,3.12,0.74,good
16,135,3.08,0.77,good
26,107,3.32,0.41,good
49,151,3.16,0.39,good
39,138,3.17,0.44,good
48,153,3.15,0.38,good
26,107,3.32,0.41,good
42,134,3.38,0.38,good
32,134,3.42,0.51,good
37,136,3.47,0.5,good
42,121,3.42,0.49,good
7,140,3.45,0.5,good
31,115,3.35,0.48,good
14,55,3.08,0.68,good
29,119,3.25,0.65,good
18,101,3.21,0.65,good
49,130,3.33,0.46,good
39,133,3.41,0.46,good
33,127,3.34,0.5,good
35,189,3.07,0.53,good
35,189,3.07,0.53,good
35,189,3.07,0.53,good
35,189,3.07,0.53,good
70,138,3.33,0.75,good
47,133,3.37,0.5,good
46,150,3.38,0.5,good
23,94,3.42,0.42,good
23,94,3.42,0.42,good
23,94,3.42,0.42,good
21,114,3.3,0.53,good
34,125,3.26,0.6,good
19,135,3.41,0.78,good
41,150,3.49,0.71,good
41,150,3.49,0.71,good
35,127,3.45,0.5,good
29,89,3.26,0.44,good
23,122,3.14,0.39,good
41,114,3.37,0.66,good
14,49,3.01,0.33,good
40,142,3.17,0.39,good
32,107,3.25,0.48,good
55,136,3.3,0.96,good
54,134,3.3,0.97,good
41,113,3.42,0.4,good
41,113,3.42,0.4,good
29,120,3.41,0.46,good
58,140,3.12,0.39,good
61,144,3.12,0.39,good
28,124,3.2,0.46,good
59,178,3.37,0.82,good
43,145,3.28,0.75,good
59,178,3.37,0.82,good
43,145,3.28,0.75,good
26,116,3.46,0.45,good
28,92,3.39,0.69,good
28,92,3.39,0.69,good
14,75,3.34,0.58,good
46,165,3.41,0.44,good
9,160,3.42,0.5,good
24,85,3.41,0.61,good
27,139,3.28,0.48,good
20,90,3.16,0.44,good
21,90,3.16,0.42,good
34,108,3.36,0.53,good
34,108,3.14,0.45,good
30,177,3.25,0.4,good
30,177,3.25,0.4,good
30,177,3.25,0.4,good
12,126,3.16,0.39,good
12,126,3.16,0.39,good
35,169,3.12,0.47,good
35,169,3.12,0.47,good
33,101,3.21,0.54,good
29,118,3.3,0.5,good
29,118,3.3,0.5,good
35,169,3.12,0.47,good
33,101,3.21,0.54,good
40,117,3.27,0.95,good
40,117,3.27,0.95,good
30,116,3.49,0.77,good
60,149,3.17,0.54,good
38,103,3.22,0.63,good
57,182,3.29,0.75,good
40,117,3.27,0.95,good
41,143,3.24,0.76,good
49,173,3.28,0.82,good
28,141,3.2,0.57,good
57,119,3.28,0.36,good
18,111,3.41,0.82,good
28,141,3.2,0.57,good
20,105,3.4,0.67,good
34,90,3.37,0.68,good
34,90,3.37,0.68,good
40,114,3.42,0.4,good
33,128,3.12,0.36,good
40,114,3.42,0.4,good
30,145,3.32,0.56,good
49,159,3.02,0.47,good
30,124,3.28,0.43,good
36,137,3.36,0.56,good
20,107,2.94,0.32,good
59,144,3.55,0.44,good
50,152,3.45,0.49,good
52,173,3.02,0.48,good
21,84,3.14,0.4,good
39,194,3.06,0.47,good
27,88,3.54,0.41,good
31,135,3.14,0.38,good
16,131,3.28,0.44,good
28,105,3.52,0.44,good
25,79,3.39,0.54,good
25,78,3.39,0.54,good
34,101,3.13,0.57,good
23,93,3.34,0.7,good
18,68,3.33,0.51,good
25,102,3.38,0.36,good
24,110,3.32,0.47,good
23,93,3.34,0.7,good
32,155,3.39,0.62,good
32,155,3.39,0.62,good
8,117,3.06,0.38,good
47,165,3.05,0.54,good
16,84,3.15,0.45,good
18,136,3.31,0.48,good
45,199,3.37,0.55,good
60,173,3.24,0.66,good
35,125,3.11,0.49,good
35,125,3.11,0.49,good
54,188,3.25,0.37,good
51,128,3.41,0.59,good
33,104,3.37,0.52,good
23,94,3.16,0.48,good
30,121,3.09,0.72,good
33,125,3.1,0.49,good
9,87,2.96,0.4,good
32,166,3,0.55,good
28,118,2.96,0.4,good
28,124,3.22,0.54,good
31,118,3.43,0.39,good
29,142,3.36,0.33,good
21,128,3.55,0.49,good
39,123,3.17,0.42,good
17,127,3.19,0.39,good
29,132,3.1,0.32,good
25,97,3.59,0.38,good
29,142,3.36,0.33,good
12,120,3.39,0.79,good
25,191,3.51,0.49,good
21,128,3.55,0.49,good
27,87,3.3,0.59,good
13,76,3.21,0.51,good
27,87,3.3,0.59,good
33,96,3.13,0.39,good
40,89,3.35,0.4,good
73,166,3.12,0.25,good
24,99,3.23,0.32,good
33,117,3.06,0.32,good
70,178,3.4,0.4,good
70,170,3.42,0.4,good
29,151,3.15,0.6,good
29,198,3.36,0.5,good
40,138,3.18,0.44,good
40,104,3.25,0.4,good
36,135,3.16,0.72,good
44.5,129.5,3.36,0.41,good
36,135,3.16,0.72,good
44.5,129.5,3.36,0.41,good
14,93,3,0.48,good
26,75,3.3,0.46,good
17,93,3.04,0.32,good
25,126,3.02,0.34,good
17,93,3.04,0.32,good
50,127,3.51,0.58,good
29,102,3.26,0.54,good
29,102,3.26,0.54,good
40,114,3.17,0.54,good
27,93,3.16,0.54,good
35,128,3.07,0.43,good
33,187,3.4,0.41,good
36,141,2.98,0.39,good
35,128,3.07,0.43,good
41,167,3.18,0.4,good
20,73,3.32,0.4,good
48,160,3.82,0.51,good
52,165,3.29,0.39,good
36,174,3.46,0.62,good
36,116,2.99,0.41,good
45,163,3.21,0.69,good
45,163,3.21,0.69,good
45,163,3.21,0.69,good
26,168,2.99,0.48,good
50,151,3.07,0.25,good
26,168,2.99,0.48,good
40,147,3.06,0.44,good
35,110,3.02,0.6,good
29,109,3.15,0.51,good
29,122,3.19,0.37,good
17,114,3.33,0.49,good
34,105,3.13,0.49,good
28,114,3.2,0.52,good
69,210,3.15,0.51,good
62,180,3.09,0.75,good
38,161,3.26,0.37,good
51,165,3.26,0.4,good
36,113,3.39,0.48,good
46,163,3.21,0.35,good
35,162,3.15,0.34,good
38,161,3.26,0.37,good
22,122,3.29,0.67,good
40,130,3.28,0.39,good
35,103,3.28,0.46,good
31,132,3.36,0.54,good
56,189.5,3.59,0.43,good
42,115,3.19,0.48,good
35,140,3.33,0.33,good
41,162,3.1,0.38,good
24,121,3.14,0.38,good
30,130,3.28,0.41,good
46,132,3.35,0.38,good
36,152,3.38,0.35,good
24,98,3.54,0.61,good
17,116,3.42,0.9,good
12,143,3.2,0.48,good
17,116,3.42,0.9,good
27,98,3.09,0.46,good
12,143,3.2,0.48,good
35,200,3.04,0.46,good
35,200,3.04,0.46,good
35,200,3.04,0.46,good
31,122,3.3,0.5,good
29,128,3.34,0.64,good
12,90,3.01,0.38,good
35,200,3.04,0.46,good
26,155,3.25,0.79,good
27,103,3.07,0.4,good
28,81,3,0.68,good
16,94,3.1,0.49,good
28,81,3,0.68,good
37,156,3.14,0.38,good
46,151,3.16,0.27,good
30,96,3.13,0.39,good
37,156,3.14,0.38,good
39,180,3.13,0.38,good
42,186,3.14,0.38,good
45,197,3.13,0.38,good
35,126,3.13,0.48,good
26,132,2.99,0.32,good
24,124,3.27,0.34,good
24,126,3.26,0.38,good
39,130,3.04,0.49,good
29,134,2.99,0.32,good
26,132,2.99,0.32,good
26,174,3.1,0.3,good
61,209,3.14,0.3,good
44,152,3.32,0.44,good
25,156,3.43,0.63,good
32,164,3.29,0.6,good
35,148,3.45,0.57,good
26,126,3.3,0.33,good
46,108,3.03,0.33,good
10,53,3.32,0.5,good
31,113,3.37,0.42,good
44,118,3.34,0.38,good
46,212,3.09,0.46,good
28,87,3.03,0.32,good
42,120,3.26,0.4,good
31,128,3.41,0.36,good
28,87,3.03,0.32,good
46,131,3.09,0.51,good
28,111,3.41,0.58,good
15,110,3.2,0.38,good
50,134,3.42,0.36,good
50,144,3.09,0.57,good
50,134,3.42,0.36,good
50,149,3.17,0.59,good
20,99,3.05,0.28,good
27,131,3.08,0.67,good
30,114,2.92,0.42,good
48,114,3.41,0.51,good
20,72,3.12,0.38,good
27,87,3.4,0.42,good
27,87,3.4,0.42,good
55,205,3.12,0.38,good
55,205,3.12,0.38,good
41.5,195,3.06,0.44,good
55,205,3.12,0.38,good
41.5,195,3.06,0.44,good
55,205,3.12,0.38,good
43,148,3.32,0.59,good
30,180,3.46,0.44,good
24,190,3.5,0.45,good
43,148,3.32,0.59,good
40,153,3.38,0.51,good
43,141,3.42,0.54,good
20,98,3.46,0.42,good
33,102,3.16,0.56,good
43,150,3.42,0.69,good
43,150,3.42,0.69,good
54,127,3.33,0.46,good
29,115,3.07,0.52,good
50,158,3.33,0.43,good
26,189,3.08,0.74,good
37,128,3.27,0.34,good
31,100,3,0.32,good
34,131,3.36,0.5,good
31,100,3,0.32,good
41,167,3.12,0.43,good
41,167,3.12,0.43,good
34,153,3.13,0.51,good
41,167,3.12,0.43,good
34,153,3.13,0.51,good
37,102,3.27,0.64,good
37,102,3.27,0.64,good
50,181,3.2,0.42,good
36,127,3.6,0.67,good
44,172,3.29,0.55,good
22,104,3.24,0.92,good
41,144,3.15,0.38,good
41,140,3.04,0.37,good
41,104,3.29,0.62,good
64,158,3.12,0.59,good
26,98,2.93,0.59,good
26,98,2.93,0.59,good
52.5,158,3.03,0.49,good
34,172,3.23,0.39,good
37,135,3.34,0.57,good
29,142,3.01,0.34,good
53,186,3.09,0.56,good
49,164,3.53,0.79,good
49,164,3.53,0.79,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
30,102,3.08,0.31,good
53,212.5,3.14,0.46,good
27,98,3.18,0.41,good
28,110,3.3,0.38,good
12,136,3.25,0.46,good
32,172,3.39,0.57,good
20,151,3.36,0.82,good
25,126,3.22,0.34,good
36,109,3.19,0.58,good
36,109,3.19,0.58,good
18,89,3.4,0.74,good
29,79,3.23,0.46,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,212,3.14,0.49,good
23,126,3.25,0.44,good
24,94,3.19,0.44,good
36,138,3.15,0.64,good
53,150,3.18,0.5,good
36,134,3.28,0.36,good
25,157,3.06,0.47,good
25,157,3.06,0.47,good
45,124,2.92,0.59,good
45,124,2.92,0.59,good
28,141,3.16,0.38,good
34,101,3.54,0.6,good
41,107,3.53,0.66,good
41,107,3.53,0.66,good
26,97,3.16,0.58,good
21,106,3.52,0.64,good
26,97,3.16,0.58,good
38,115,3.38,0.58,good
47,168,3.29,0.57,good
23,109,3.34,0.54,good
38,115,3.38,0.58,good
28,125,3.34,0.44,good
40,143,3.33,0.42,good
44,132,3.34,0.41,good
15,80,3.33,0.63,good
34,116,3.25,0.39,good
39,84,3.59,0.48,good
64,106,3.45,0.6,good
27,95,3.21,0.59,good
46,89,3.39,0.48,good
14,130,3.25,0.45,good
25,107,3.59,0.49,good
14,107,3.24,0.46,good
14,107,3.24,0.46,good
28,83,3.38,0.51,good
34,130,3.43,0.5,good
42,135,3.25,0.49,good
23,118,3.05,0.46,good
35,136,3.38,0.54,good
37,184,3.47,0.58,good
23,174,3.54,0.5,good
17,83,3.32,0.44,good
17,83,3.32,0.44,good
36,140,3.35,0.47,good
34,148,3.36,0.49,good
15,37,3.02,0.52,good
15,37,3.02,0.52,good
35,138,3.36,0.6,good
32,162,3.17,0.38,good
32,162,3.17,0.38,good
35,138,3.36,0.6,good
19,95,3.17,0.46,good
63,146,3.13,0.72,good
67,150,3.14,0.73,good
63,146,3.13,0.72,good
67,150,3.14,0.73,good
63,146,3.13,0.72,good
17,80,3.15,0.46,good
45,104,3.4,0.56,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
24,152,3.46,0.64,good
12,107,3.48,0.88,good
51,132,3.18,0.74,good
37,107,3.31,0.63,good
37,107,3.31,0.63,good
37,107,3.31,0.63,good
47,129,3.28,0.72,good
47,129,3.28,0.72,good
47,129,3.28,0.72,good
48,126,3.22,0.38,good
48,126,3.22,0.38,good
47,129,3.28,0.72,good
36,136,3.44,0.51,good
39,128,3.37,0.41,good
36,100,3.26,0.39,good
38,113,3.33,0.44,good
9,71,3.7,0.68,good
45,80,3.06,0.34,good
51,129,3.27,0.69,good
65,158,3.26,0.7,good
15,86,2.98,0.39,good
36,91,3.32,0.45,good
38,142,3.4,0.41,good
21,131,3.2,0.45,good
38,142,3.4,0.41,good
38,142,3.41,0.41,good
46,120,3.2,0.36,good
23,120,2.93,0.66,good
23,120,2.92,0.66,good
28,98,3.11,0.37,good
15,72,3.26,0.6,good
29,92,3.15,0.38,good
32,101,3.22,0.62,good
24,79,3.27,0.69,good
24,79,3.27,0.69,good
29,95,3.16,0.47,good
25,100,3.08,0.47,good
19,99,3.26,0.53,good
96,170,3.38,0.9,good
96,170,3.38,0.9,good
15,70,3.37,0.4,good
29,228,3.26,0.54,good
39,138,3.31,0.37,good
22,93,3.08,0.6,good
37,131,3.09,0.33,good
37,131,3.09,0.33,good
35,135,3.09,0.33,good
22,93,3.08,0.6,good
39,107,3.22,0.53,good
15,83,3.13,0.55,good
39,107,3.22,0.53,good
34,114,3.19,0.45,good
45,125,3.19,0.51,good
16,99,3.26,0.38,good
15,83,3.13,0.55,good
25,153,3.44,0.73,good
22,100,2.99,0.47,good
25,153,3.44,0.73,good
14,71,3.31,0.38,good
14,71,3.31,0.38,good
53,138,3.38,0.35,good
53,138,3.38,0.35,good
22,112,3.21,0.37,good
14,82,3.1,0.58,good
34,89,3.14,0.36,good
16,87,3.15,0.56,good
14,82,3.1,0.58,good
46,143,3.25,0.43,good
29,129,3.51,0.6,good
39,96,3.24,0.6,good
46,143,3.25,0.43,good
29,129,3.51,0.6,good
22,121,3.15,0.53,good
22,121,3.15,0.53,good
93,161,3.65,0.89,good
38,95,3.23,0.94,good
74,121,3.24,0.99,good
38,94,2.99,0.43,good
16,81,3.23,0.53,good
30,114,3.12,0.64,good
64,138,3.19,0.34,good
85,153,3.33,0.86,good
22,68,3.15,0.5,good
36,92,3.27,0.59,good
40,114,3.31,0.58,good
36,92,3.27,0.59,good
26,118,3.2,0.45,good
44,137,3.13,0.32,good
13,59,3.3,0.84,good
45,140,2.98,0.31,good
45,140,2.98,0.31,good
81,147,3.22,0.95,good
13,59,3.3,0.84,good
41,98,3.19,0.38,good
41,98,3.19,0.38,good
41,98,3.19,0.38,good
39,150,3.33,0.59,good
25,79,3.29,0.6,good
26,90,2.84,0.54,good
41,114,3.07,0.59,good
38,113,3.08,0.48,good
31,119,3.55,0.49,good
39,123,2.99,0.3,good
31,113,3.15,0.31,good
30,97,3.03,0.39,good
29,115,3.11,0.45,good
29,115,3.11,0.45,good
29,113,3.11,0.45,good
17,103,3.15,0.52,good
58,178,3.45,0.31,good
45,152,3.29,0.46,good
29,130,3.11,0.44,good
29,113,3.11,0.45,good
29,113,3.11,0.45,good
32,111,3.11,0.5,good
18,112,3.07,0.64,good
29,113,3.11,0.45,good
29,115,3.11,0.45,good
29,130,3.11,0.44,good
45,152,3.29,0.46,good
17,103,3.15,0.52,good
58,178,3.45,0.31,good
54,173,3.36,0.3,good
33,121,3.02,0.39,good
69,152,3.76,0.63,good
22,142,3.12,0.48,good
22,142,3.12,0.48,good
31,85,3.13,0.5,good
78,175,2.98,0.43,good
30,110,3.08,0.59,good
6,76,3.08,0.5,good
30,110,3.08,0.59,good
20,82,3.1,0.43,good
23,87,3.11,0.46,good
28,94,3.25,0.52,good
28,94,3.25,0.52,good
20,89,3.06,0.33,good
40,118,3.16,0.48,good
19,102,3.23,0.6,good
44,129,3.36,0.39,good
34,111,2.97,0.48,good
57,124,2.91,0.54,good
40,118,3.16,0.48,good
41,98,3.19,0.43,good
35,89,3.25,0.5,good
41,98,3.19,0.43,good
47,147,3.08,0.64,good
47,128,3.08,0.46,good
9,34,3.22,0.36,good
38,133,3.18,0.44,good
38,133,3.18,0.44,good
39,114,3.08,0.49,good
38,133,3.18,0.44,good
39,114,3.08,0.49,good
36,118,3.21,0.43,good
34,116,2.97,0.31,good
39,124,2.99,0.32,good
37,125,3,0.32,good
17,76,3.14,0.56,good
42,125,3.24,0.37,good
42,123,3.11,0.5,good
31,114,3.32,0.6,good
35,127,2.97,0.3,good
35,127,2.97,0.3,good
40,121,3.18,0.53,good
46,145,3.14,0.31,good
34,97,3.22,0.38,good
35,127,2.97,0.3,good
28,156,3.11,0.4,good
22,98,3.15,0.8,good
37,92,3.27,0.53,good
35,86,3.11,0.39,good
42,119,3.48,0.6,good
43,147,3.18,0.4,good
29,99,3.1,0.4,good
19,113,3.1,0.46,good
29,99,3.1,0.4,good
20,86,3.19,0.22,good
41,147,3.18,0.4,good
43,147,3.18,0.4,good
31,105,3.06,0.33,good
37,100,3.3,0.36,good
32,193,3.1,0.5,good
36,92,3.22,0.62,good
27,91,3.28,0.6,good
29,100,3.08,0.6,good
40,118,3.32,0.53,good
29,154,3.23,0.49,good
21,125,3.23,0.44,good
43,125,3.07,0.67,good
40,121,3.07,0.65,good
40,122,3.06,0.64,good
40,121,3.07,0.65,good
21,73,3.17,0.32,good
29,84,2.91,0.57,good
31,105,3,0.34,good
21,73,3.17,0.32,good
36,93,3.27,0.36,good
41,142,3.29,0.42,good
33,96,3.04,0.54,good
41,142,3.29,0.42,good
35,96,3.16,0.44,good
33,142,3.22,0.46,good
67,152,3.54,0.59,good
36,95,3.08,0.64,good
14,64,3.1,0.37,good
19,74,3.09,0.49,good
26,105,3.19,0.75,good
30,105,3.48,0.52,good
42,126,3.12,0.38,good
11,70,3.43,0.68,good
29,151,3.23,0.41,good
51,189,3,0.6,good
29,132,3.31,0.57,good
25,97,3.17,0.42,good
12,72,3.05,0.53,good
26,76,2.98,0.49,good
32,117,3.05,0.55,good
49,121,2.98,0.43,good
56,140,3.16,0.42,good
29,121,3.28,0.48,good
51,125,3.1,0.44,good
29,121,3.28,0.48,good
56,140,3.16,0.42,good
11,77,3.13,0.55,good
37,113,2.99,0.38,good
32,148,3.15,0.45,good
32,148,3.15,0.45,good
50,163,3.39,0.43,good
50,163,3.39,0.43,good
28,81,3.24,0.56,good
22,105,2.98,0.64,good
30,86,3.05,0.59,good
14,97,3.1,0.33,good
59,128,3.19,0.71,good
29,134,3.29,0.46,good
59,128,3.19,0.71,good
43,106,2.93,0.43,good
43,106,2.93,0.43,good
55,145,3.41,0.41,good
17,123,3.36,0.78,good
105,179,3.04,0.59,good
40,106,3.26,0.39,good
27,93,3.23,0.34,good
105,179,3.04,0.59,good
37,97,3.2,0.6,good
19,86,3.04,0.26,good
39,150,3.05,0.44,good
34,94,3.22,0.57,good
37,97,3.2,0.6,good
20,102,3.22,0.27,good
14,88,3.06,0.27,good
19,86,3.04,0.26,good
39,113,3.11,0.52,good
7,81,3.04,0.47,good
39,150,3.05,0.44,good
31,134,3.19,0.44,good
31,134,3.19,0.44,good
38,102,3.14,0.37,good
61,134,3.3,0.54,good
30,124,3.31,0.4,good
31,134,3.19,0.44,good
21,93,3.18,0.48,good
29,133,3.33,0.64,good
26,118,3.38,0.68,good
35,115,3.19,0.44,good
22,90,3.18,0.51,good
22,87,3.08,0.62,good
61,171,3.25,0.53,good
38,102,3.08,0.42,good
46,132,3.23,0.43,good
61,152,3.31,0.5,good
28,134,3.26,0.38,good
54,128,3.17,0.44,good
17,112,3.66,0.48,good
31,93,3.07,0.72,good
32,112,3.15,0.45,good
39,120,3.04,0.59,good
14,78,2.94,0.37,good
19,130,3.14,0.49,good
14,78,2.94,0.37,good
42,104,3.16,0.37,good
52,158,3.35,0.44,good
37,107,3.18,0.68,good
52,158,3.35,0.44,good
52,158,3.35,0.44,good
37,107,3.12,0.44,good
40,123,3.12,0.4,good
55,108,3,0.52,good
65,169,3.59,0.56,good
29,140,3.35,0.61,good
37,122,3.15,0.6,good
48,118,3.04,0.56,good
108,168,3.07,0.75,good
48,118,3.04,0.56,good
12,93,3.19,0.27,good
57,156,3.08,0.38,good
12,66,3.25,0.75,good
23,127,3.12,0.49,good
34,89,3.24,0.66,good
30,133,3.12,0.54,good
10,73,2.97,0.52,good
31,95,2.9,0.66,good
27,130,3.11,0.27,good
25,191,3.16,0.46,good
49,128,3.03,0.34,good
41,149,3.33,0.42,good
34,128,3.2,0.53,good
46,115,3.16,0.57,good
54,155,3.27,0.34,good
34,128,3.2,0.53,good
61,152,3.02,0.56,good
46,115,3.16,0.57,good
41,102,3.41,0.55,good
29,95,3.03,0.32,good
26,74,2.96,0.35,good
25,93,3.31,0.4,good
25,93,3.31,0.4,good
19,105,3.04,0.37,good
37,122,3.06,0.34,good
39,122,3.11,0.75,good
33,122,3.13,0.63,good
37,122,3.06,0.34,good
37,150,3.3,0.31,good
19,105,3.04,0.37,good
33,122,3.13,0.63,good
39,122,3.11,0.75,good
40,152,3.35,0.6,good
46,150,3.36,0.44,good
22,111,3.38,0.34,good
46,150,3.36,0.44,good
21,75,3.36,0.41,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,149,2.96,0.39,good
29,130,3.39,0.77,good
22,98,3.16,0.37,good
29,130,3.39,0.77,good
38,100,3.42,0.57,good
31,97,3.2,0.7,good
11,100,3.46,0.4,good
18,106,3.28,0.33,good
31,104,3.05,0.56,good
24,100,3.15,0.57,good
23,111,3.46,0.28,good
46,100,3.2,0.5,good
32,123,3.41,0.33,good
26,120,3.4,0.73,good
17,98,3.25,0.53,good
45,98,3.29,0.44,good
54,110,3.07,0.55,good
33,106,3.21,0.83,good
34,88,3.25,0.63,good
34,88,3.25,0.63,good
30,83,3.09,0.36,good
45,138,3.23,0.43,good
45,138,3.23,0.43,good
34,88,3.25,0.63,good
45,138,3.23,0.43,good
33,106,3.21,0.83,good
31,113,3.12,0.4,good
30,83,3.09,0.36,good
43,116,3.22,0.6,good
41,142,3.31,0.44,good
45,122,3.13,0.54,good
40,118,3.17,0.53,good
13,116,3.39,0.44,good
42,143,3.08,0.49,good
61,134,3.19,0.81,good
35,124,3.15,0.65,good
41,192,3.26,0.59,good
81,157,3.05,0.76,good
61,134,3.19,0.81,good
35,124,3.15,0.65,good
26,76,2.9,0.57,good
32,111,3.25,0.54,good
32,111,3.25,0.54,good
32,111,3.25,0.54,good
37,144,3.22,0.39,good
33,112,3.06,0.5,good
37,144,3.22,0.39,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
33,154,2.94,0.43,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
33,154,2.94,0.43,good
32,110,3.27,0.78,good
70.5,163,3.15,0.82,good
20,96,3.06,0.3,good
29,98,3.09,0.58,good
22,86,3.31,0.38,good
17,80,3.12,0.36,good
36,122,3.07,0.47,good
19,143,3.15,0.34,good
22,147,3.15,0.31,good
23,72,3.1,0.5,good
18,68,3.22,0.29,good
53,143,3.1,0.54,good
56,115.5,3.16,0.41,good
53,143,3.1,0.54,good
40,76,3.1,0.29,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
23,83,3.17,0.48,good
35,158,3.19,0.37,good
39,118,3.31,0.4,good
45,123,3.24,0.36,good
33,168,2.9,0.44,good
25,157,3.2,0.54,good
49,133,3.16,0.42,good
29,82,3.31,0.61,good
24,81,3.26,0.64,good
24,87,2.94,0.38,good
42,107,3.34,0.56,good
26,87,3.29,0.44,good
66,171,3.25,0.61,good
16,93,3.44,0.53,good
38,90,3.27,0.98,good
69,144,3.13,0.74,good
19,120,3.32,0.41,good
19,120,3.32,0.41,good
20,117,3.31,0.41,good
27,117,3.56,0.45,good
36,116,3.38,0.57,good
23,117,3.2,0.39,good
33,115,3.12,0.44,good
58,138,3,0.47,good
23,117,3.2,0.39,good
33,115,3.12,0.44,good
47,121,3.04,0.68,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
15,96,3.23,0.64,good
45,155,2.94,0.41,good
62,148,3.03,0.56,good
32,140,3.17,0.36,good
32,140,3.17,0.36,good
22,86,3.23,0.58,good
26,114,3.04,0.52,good
22,86,3.23,0.58,good
26,114,3.04,0.52,good
19,129,3.24,0.48,good
31,104,3.26,0.72,good
22,110,3.34,0.54,good
28,131,3.49,0.42,good
27,119,3.4,0.34,good
31,113,3.16,0.48,good
