show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;IMDB_titleID;IMDB_rating;IMDB_rating_votes;IMDB_title_name
80167481;Movie;How It Ends;David M. Rosenthal;Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove;United States;2018-07-13;2018;TV-MA;113 min;Action & Adventure, Sci-Fi & Fantasy;When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.;/title/tt5246700/;5.0;39344; How It Ends
80214743;Movie;Jim Jefferies: This Is Me Now;Scott Zabielski;Jim Jefferies;United States;2018-07-13;2018;TV-MA;71 min;Stand-Up Comedy;"The gleefully irreverent Jefferies skewers grabby"""" celebrities""";/title/tt8617844/;7.3;2952; Jim Jefferies: This Is Me Now
70270773;Movie;Kevin Hart: Let Me Explain;Leslie Small, Tim Story;Kevin Hart;United States;2018-07-13;2013;R;75 min;Stand-Up Comedy;"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit Let Me Explain"""" world tour.""""";/title/tt2609912/;6.8;8123; Kevin Hart: Let Me Explain
80991827;Movie;Romina;Diego Cohen;Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete;Mexico;2018-07-13;2018;TV-MA;75 min;Horror Movies, Independent Movies, International Movies;A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.;/title/tt6090044/;2.2;1581; Romina
70300666;Movie;The Signal;William Eubank, Will Eubank;Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet;United States;2018-07-13;2014;PG-13;97 min;Sci-Fi & Fantasy, Thrillers;During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.;/title/tt2910814/;6.1;59787; The Signal
80044126;Movie;D.L. Hughley: Clear;Jay Chapman;D.L. Hughley;United States;2017-07-13;2014;TV-MA;59 min;Stand-Up Comedy;In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more.;/title/tt3589494/;6.7;199; D.L. Hughley: Clear
80148179;Movie;My Scientology Movie;John Dower;Louis Theroux;United Kingdom;2017-07-13;2015;TV-MA;99 min;Documentaries;After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events.;/title/tt5111874/;6.7;11301; My Scientology Movie
70301023;Movie;Tom Segura: Completely Normal;Jay Chapman;Tom Segura;United States;2017-07-13;2014;TV-MA;74 min;Stand-Up Comedy;Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.;/title/tt3500822/;7.8;1712; Tom Segura: Completely Normal
80221942;TV Show;Age Gap Love;;Fay Ripley;United Kingdom;2019-07-12;2017;TV-MA;1 Season;British TV Shows, Reality TV, Romantic TV Shows;Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.;/title/tt5149506/;5.7;71; Age Gap Love
80221943;TV Show;Ainsley Eats the Streets;;Ainsley Harriott;United Kingdom;2019-07-12;2014;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows;Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity.;/title/tt8948164/;6.9;56; Ainsley Eats the Streets
80215147;TV Show;Blown Away;;;Canada;2019-07-12;2019;TV-PG;1 Season;International TV Shows, Reality TV;Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion.;/title/tt0109303/;6.2;27003; Blown Away
81024041;Movie;Cities of Last Things;Wi Ding Ho;Jack Kao, Lee Hong-chi, Louise Grinberg, Huang Lu, Ding Ning;Taiwan, China, France, United States;2019-07-12;2018;TV-MA;106 min;Dramas, Independent Movies, International Movies;In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.;/title/tt4397342/;6.2;860; Cities of Last Things
80222071;TV Show;Encounters with Evil;;Richard Lintern;United Kingdom;2019-07-12;2016;TV-14;1 Season;British TV Shows, Crime TV Shows, Docuseries;This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.;/title/tt10026844/;6.9;59; Encounters with Evil
80210245;TV Show;Extreme Engagement;;Tim Noonan, PJ Madam;;2019-07-12;2019;TV-MA;1 Season;International TV Shows, Reality TV;An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?;/title/tt10521644/;5.3;239; Extreme Engagement
80224312;TV Show;History's Greatest Hoaxes;;;Australia;2019-07-12;2016;TV-PG;1 Season;British TV Shows, Docuseries;Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.;/title/tt10435072/;6.2;21; History's Greatest Hoaxes
81044248;Movie;Kidnapping Stella;Thomas Sieben;Max von der Groeben, Jella Haase, Clemens Schick;Germany;2019-07-12;2019;TV-MA;90 min;Dramas, International Movies, Thrillers;Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.;/title/tt8613876/;4.8;4159; Kidnapping Stella
80224314;TV Show;Mega Food;;;United Kingdom;2019-07-12;2013;TV-G;1 Season;British TV Shows, Docuseries, International TV Shows;Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen.;/title/tt2716758/;6.6;58; Mega Food
80224184;TV Show;MegaTruckers;;;Australia;2019-07-12;2012;TV-PG;1 Season;Reality TV;This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia.;/title/tt2298963/;6.9;36; MegaTruckers
80224602;TV Show;Money for Nothing;;;;2019-07-12;2015;TV-PG;1 Season;British TV Shows, International TV Shows, Reality TV;Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects.;/title/tt0107594/;5.8;3576; Money for Nothing
81094893;TV Show;PILI Fantasy: War of Dragons;;Wang Hsi-hua, Lai Wei, Zhang Yu-quan, Chen Yu-kuan, Gao Ming-xiao, Tian Zhi-jie, Li Xiang-yu, Guo Ya-zhen, Zhan Yi-chun, Ye Yu-jia;;2019-07-12;2019;TV-14;1 Season;International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy;As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?;/title/tt10619658/;7.7;14; Pili Fantasy: War of Dragons
80221677;Movie;Point Blank;Joe Lynch;Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore;France, United States;2019-07-12;2019;TV-MA;87 min;Action & Adventure;To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.;/title/tt2499472/;5.6;9469; Point Blank
70084221;Movie;Smart People;Noam Murro;Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Ashton Holmes, Christine Lahti, Camille Mana, David Denman, Don Wadsworth, Robert Haley;United States;2019-07-12;2008;R;95 min;Comedies, Dramas, Independent Movies;An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.;/title/tt0858479/;6.1;22063; Smart People
81040704;TV Show;Taco Chronicles;;;United States;2019-07-12;2019;TV-PG;1 Season;Docuseries, International TV Shows, Reality TV;Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.;/title/tt10242848/;7.8;334; Taco Chronicles
81056491;TV Show;True Tunes;;Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux;;2019-07-12;2019;TV-Y;1 Season;Kids' TV;True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.;/title/tt10522374/;7.8;8; True Tunes
81088331;TV Show;Chhota Bheem;;Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil;India;2019-07-11;2019;TV-Y7;1 Season;Kids' TV;A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.;/title/tt4570986/;4.6;305; Chhota Bheem
80234451;TV Show;Family Reunion;;Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree;United States;2019-07-11;2019;TV-PG;1 Season;TV Comedies;When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways.;/title/tt9153270/;6.2;1046; Family Reunion
70299904;Movie;The Battered Bastards of Baseball;Chapman Way, Maclain Way;Todd Field, Kurt Russell;United States;2014-07-11;2014;NR;80 min;Documentaries, Sports Movies;The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.;/title/tt3445270/;8.0;271; The Battered Bastards of Baseball
80171125;Movie;Sex Doll;Sylvie Verheyde;Hafsia Herzi, Ash Stymest, Karole Rocher, Paul Hamy, Ira Max, Lindsay Karamoh, Myriam Djeljeli;United Kingdom, France;2017-07-10;2016;UR;103 min;Dramas, International Movies, Romantic Movies;A high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship.;/title/tt4937564/;4.4;1575; Sex Doll
80044731;Movie;Chris Tucker Live;Phil Joanou;Chris Tucker;United States;2015-07-10;2015;TV-MA;92 min;Stand-Up Comedy;Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.;/title/tt4835636/;6.3;1625; Chris Tucker Live
60010069;Movie;Alice Doesn't Live Here Anymore;Martin Scorsese;Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter;United States;2019-07-01;1974;PG;112 min;Classic Movies, Comedies, Dramas;A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.;/title/tt0071115/;7.3;19928; Alice Doesn't Live Here Anymore
70241791;TV Show;DreamWorks Kung Fu Panda Awesome Secrets;;Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer, Randall Duk Kim, David Cross, Jessica DiCicco, Jaycee Chan, Angelina Jolie, Seth Rogen, Tony Leondis;United States;2019-07-01;2008;TV-PG;1 Season;Kids' TV, TV Action & Adventure, TV Comedies;In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet.;/title/tt6963796/;6.5;11; Dreamworks Kung Fu Panda Awesome Secrets
81099997;TV Show;Flowering Heart;;Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo;South Korea;2019-07-01;2016;TV-Y7;1 Season;Kids' TV, Korean TV Shows;An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter.;/title/tt9899342/;6.2;14; Flowering Heart
70084148;Movie;Frozen River;Courtney Hunt;Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky;United States;2019-07-01;2008;R;97 min;Dramas, Independent Movies;On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.;/title/tt0978759/;7.1;2401; Frozen River
70101345;Movie;Inkheart;Iain Softley;Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman;Germany, United Kingdom, United States;2019-07-01;2008;PG;106 min;Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy;Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.;/title/tt0494238/;6.1;70796; Inkheart
80189451;TV Show;Inside the Mind of a Serial Killer;;;United States;2019-07-01;2015;TV-14;1 Season;Crime TV Shows, Docuseries;Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers.;/title/tt9084708/;5.7;106; Inside the Mind of a Serial Killer
80238020;Movie;Katherine Ryan: Glitter Room;Linda Mendoza;Katherine Ryan;United States;2019-07-01;2019;TV-MA;66 min;Stand-Up Comedy;Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.;/title/tt10438648/;6.5;1001; Katherine Ryan: Glitter Room
70128697;Movie;Kill the Irishman;Jonathan Hensleigh;Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow, Jim Gaffigan, Jeremy Davies, Emma Roberts, Viola Davis, Lauren Graham, Zoë Kravitz, Aasif Mandvi, Keir Gilchrist;United States;2019-07-01;2011;R;106 min;Action & Adventure, Dramas, Independent Movies;This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.;/title/tt1416801/;7.1;43446; Kill the Irishman
70044688;Movie;Lady in the Water;M. Night Shyamalan;Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt;United States;2019-07-01;2006;PG-13;110 min;Sci-Fi & Fantasy, Thrillers;When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.;/title/tt0452637/;5.5;92424; Lady in the Water
80117079;Movie;Mean Dreams;Nathan Morlando;Bill Paxton, Sophie Nélisse, Josh Wiggins, Colm Feore, Vickie Papavs, Joe Cobden, Ryan Blakely, George Buza;Canada;2019-07-01;2016;R;105 min;Dramas, Independent Movies, Thrillers;Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.;/title/tt5160928/;6.3;3716; Mean Dreams
70001958;Movie;Mean Streets;Martin Scorsese;Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli;United States;2019-07-01;1973;R;112 min;Classic Movies, Dramas, Independent Movies;In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.;/title/tt0070379/;7.3;91357; Mean Streets
81099996;TV Show;Molang;;Bruno Guéraçague;France;2019-07-01;2015;TV-Y;1 Season;Kids' TV;An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world.;/title/tt6046238/;8.4;129; Molang
70066433;Movie;Next;Lee Tamahori;Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti;United States;2019-07-01;2007;PG-13;96 min;Action & Adventure, Sci-Fi & Fantasy;Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.;/title/tt0435705/;6.2;143076; Next
70098899;Movie;Nights in Rodanthe;George C. Wolfe;Richard Gere, Diane Lane, Christopher Meloni, Viola Davis, Becky Ann Baker, Scott Glenn, Linda Molloy, Pablo Schreiber, Mae Whitman, Charlie Tahan;United States, Australia;2019-07-01;2008;PG-13;97 min;Dramas, Romantic Movies;When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever.;/title/tt0956038/;6.0;21918; Nights in Rodanthe
70109689;Movie;Paul Blart: Mall Cop;Steve Carr;Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine;United States;2019-07-01;2009;PG;91 min;Action & Adventure, Comedies;An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.;/title/tt1114740/;5.2;98445; Paul Blart: Mall Cop
80005772;TV Show;Rabbids Invasion;;Damien Laquet, David Gasman, Barbara Scaff;France;2019-07-01;2018;TV-Y7;1 Season;Kids' TV, TV Comedies;Giant, rambunctious rabbits have invaded and are wreaking havoc on the world. But we'll have to get used to them, because they're not going anywhere!;/title/tt3105674/;5.0;1335; Rabbids Invasion
70105369;Movie;Race to Witch Mountain;Andy Fickman;Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds, Tom Everett Scott, Chris Marquette, Billy Brown, Christine Lakin, Tom Woodruff Jr., John Kassir, Garry Marshall, John Duff, Ted Hartley, Dave Engfer, Bob Clendenin, Shengyi Huang, Robert Torti, Kim Richards, Brandon Miller, Paul Darnell, Omar Dorsey, Dennis Hayden, Suzanne Krull, Steve Rosenbaum, Andrew Shaifer, Bryan Fogel, Bob Koherr, Sam Wolfson, Beth Kennedy, Corri English, Jonathan Slavin, Kevin Christy, Meredith Salenger;United States;2019-07-01;2009;PG;99 min;Children & Family Movies;A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.;/title/tt1075417/;5.7;52877; Race to Witch Mountain
60029369;Movie;Rain Man;Barry Levinson;Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt;United States;2019-07-01;1988;R;134 min;Classic Movies, Dramas;A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond.;/title/tt0095953/;8.0;452734; Rain Man
81086718;TV Show;Record of Grancrest War;;Kentaro Kumagai, Akari Kito, Yuichi Nakamura, Reina Ueda, Satoshi Hino, Yoshitsugu Matsuoka, Natsumi Takamori, Ai Kayano, Takahiro Sakurai, Wataru Hatano, Yuichi Iguchi, Minori Suzuki, Megumi Nakajima, Yuhko Kaida, Chika Anzai, Yumi Uchiyama, Kaede Hondo, Satoshi Mikami, Ayane Sakura, Ari Ozawa, Tatsuhisa Suzuki, Hiro Shimono;Japan;2019-07-01;2018;TV-MA;1 Season;Anime Series;Lone mage Siluca wanders the land of Atlatan, disgusted by its greedy nobility. When she meets knight errant Theo, she sees a chance to create peace.;/title/tt7897050/;7.2;369; Record of Grancrest War
80005738;Movie;Room on the Broom;Max Lang, Jani Lachauer;Simon Pegg, Gillian Anderson, Rob Brydon, Martin Clunes, Sally Hawkins, David Walliams, Timothy Spall;United Kingdom;2019-07-01;2012;G;26 min;Children & Family Movies, Independent Movies;A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin.;/title/tt2484120/;7.6;3211; Room on the Broom
60000415;Movie;Scream 3;Wes Craven;David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy;United States;2019-07-01;2000;R;117 min;Horror Movies;This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set.;/title/tt0134084/;5.5;118038; Scream 3
70112731;Movie;Shorts;Robert Rodriguez;Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon, Devon Gearhart, Jolie Vanier, Rebel Rodriguez, Leo Howard, Leslie Mann, Jon Cryer, William H. Macy, James Spader;United States, United Arab Emirates;2019-07-01;2009;PG;89 min;Children & Family Movies, Comedies;Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.;/title/tt1100119/;4.7;651; Shorts
81060038;Movie;Swiped;Ann Deborah Fishman;Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton;United States;2019-07-01;2018;TV-14;94 min;Comedies;When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus.;/title/tt4867110/;4.1;9868; Swiped
60020745;Movie;Swordfish;Dominic Sena;John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes;United States;2019-07-01;2001;R;99 min;Action & Adventure;Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.;/title/tt0244244/;6.5;171554; Swordfish
18907685;Movie;Taxi Driver;Martin Scorsese;Robert De Niro, Jodie Foster, Cybill Shepherd, Peter Boyle, Albert Brooks, Leonard Harris, Harvey Keitel, Murray Moston, Richard Higgs, Victor Argo, Steven Prince, Martin Scorsese;United States;2019-07-01;1976;R;114 min;Classic Movies, Dramas, Thrillers;Enraged by New York's moral rot and urban decay, an unhinged cab driver goes mad, plotting an assassination and saving a teen sex worker.;/title/tt0075314/;8.3;671911; Taxi Driver
81017506;Movie;The Accountant of Auschwitz;Matthew Shoychet;;Canada;2019-07-01;2018;TV-14;78 min;Documentaries, International Movies;Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz.;/title/tt8148018/;7.3;1336; The Accountant of Auschwitz
70114342;Movie;The Book of Eli;Albert Hughes, Allen Hughes;Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits;United States;2019-07-01;2010;R;118 min;Action & Adventure, Sci-Fi & Fantasy;Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country.;/title/tt1037705/;6.9;280061; The Book of Eli
70021661;Movie;The Brothers Grimm;Terry Gilliam;Matt Damon, Heath Ledger, Monica Bellucci, Lena Headey, Peter Stormare, Jonathan Pryce, Roger Ashton-Griffiths, Richard Ridings, Mackenzie Crook, Julian Bleach, Tomás Hanák, Laura Greenwood;United States, Czech Republic, United Kingdom;2019-07-01;2005;PG-13;119 min;Action & Adventure, Sci-Fi & Fantasy;Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists.;/title/tt0355295/;5.9;112756; The Brothers Grimm
70084795;Movie;The Forbidden Kingdom;Rob Minkoff;Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell;United States, China;2019-07-01;2008;PG-13;104 min;Action & Adventure, Sci-Fi & Fantasy;Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.;/title/tt0865556/;6.6;98486; The Forbidden Kingdom
70021654;Movie;The Pink Panther;Shawn Levy;Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie;United States, Czech Republic;2019-07-01;2006;PG;93 min;Children & Family Movies, Comedies;Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.;/title/tt0383216/;5.7;78007; The Pink Panther
80182447;Movie;Angamaly Diaries;Lijo Jose Pellissery;Antony Varghese, Sarath Kumar, Tito Wilson, Reshma Rajan, Vineeth Vishwam, Kichu Tellus, Bitto Davis, Ullas Jose Chemban, Merin Jose Pottackal, Binny Rinky Benjamin, Amrutha Anna Reji;India;2018-07-01;2017;TV-14;128 min;Action & Adventure, Comedies, Dramas;After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.;/title/tt6167894/;8.1;384; Angamaly Diaries
70055855;Movie;Anthony Kaun Hai?;Raj Kaushal;Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani;India;2018-07-01;2006;TV-14;122 min;Comedies, Dramas, International Movies;A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.;/title/tt0800981/;5.4;567; Anthony Kaun Hai?
70295560;Movie;Bo Burnham: what.;Bo Burnham, Christopher Storer;Bo Burnham;United States;2018-07-01;2013;TV-MA;60 min;Stand-Up Comedy;Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.;/title/tt3210258/;8.5;6173; Bo Burnham: what.
60036112;Movie;Chalte Chalte;Aziz Mirza;Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Rajiv Verma, Lillete Dubey, Jayshree T., Johny Lever;India;2018-07-01;2003;TV-PG;166 min;Dramas, International Movies, Romantic Movies;Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.;/title/tt0346723/;6.5;13725; Chalte Chalte
80994424;Movie;Chicken Kokkachi;Anuranjan Premji;Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth;India;2018-07-01;2017;TV-14;113 min;Comedies, International Movies;In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.;/title/tt6817922/;4.7;74; Chicken Kokkachi
80997402;Movie;Counterfeiting in Suburbia;Jason Bourque;Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell;Canada;2018-07-01;2018;TV-14;88 min;Dramas, Thrillers;Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious.;/title/tt7776830/;4.5;241; Counterfeiting in Suburbia
80236278;Movie;Deewana Main Deewana;K.C. Bokadia;Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever;India;2018-07-01;2013;TV-14;107 min;Comedies, Dramas, International Movies;A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.;/title/tt2361022/;2.5;305; Deewana Main Deewana
80217136;Movie;Dream Big: Engineering Our World;Greg MacGillivray;Jeff Bridges;United States;2018-07-01;2017;TV-G;42 min;Documentaries;Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.;/title/tt6484086/;6.4;318; Dream Big: Engineering Our World
80115118;Movie;Duck Butter;Miguel Arteta;Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara;United States;2018-07-01;2018;TV-MA;94 min;Dramas, Independent Movies, LGBTQ Movies;Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.;/title/tt6958014/;5.2;239; Duck Butter
80236279;Movie;I Am Kalam;Nila Madhab Panda;Gulshan Grover, Harsh Mayar, Pitobash, Hussan Saad, Beatrice Ordeix, Sanjay Chauhan;India;2018-07-01;2010;TV-PG;87 min;Children & Family Movies, Comedies, Dramas;An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.;/title/tt1805263/;8.0;3233; I Am Kalam
80994573;Movie;Kaviyude Osyath;Vineeth Anil;Prakash Bare, Arun Kumar, Kulappulli Leela, Sangeetha Mohan, Kochu Preman;India;2018-07-01;2017;TV-PG;116 min;Dramas, International Movies;When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.;/title/tt6416760/;4.4;5; Kaviyude Osyath
